Evaluation/MaxReward,Evaluation/MaxReturn,GaussianMLPPolicy/dLoss,GaussianMLPValueFunction/LossAfter,Evaluation/EpisodeMeanMaxGraspReward,GaussianMLPPolicy/LossAfter,Evaluation/EpisodeMeanGraspReward,Evaluation/NumEpisodes,Evaluation/MinReward,Evaluation/NearObject,Evaluation/EpisodeMeanMaxInPlaceReward,Evaluation/AverageDiscountedReturn,GaussianMLPPolicy/Entropy,Evaluation/TerminationRate,GaussianMLPValueFunction/dLoss,GaussianMLPPolicy/KLBefore,Evaluation/AverageReturn,Evaluation/StdReturn,Evaluation/Iteration,Evaluation/SuccessRate,GaussianMLPValueFunction/LossBefore,Evaluation/EpisodeMeanInPlaceReward,Evaluation/MinReturn,Evaluation/GraspSuccessRate,GaussianMLPPolicy/KL,Evaluation/EpisodeMeanMinGraspReward,TotalEnvSteps,GaussianMLPPolicy/LossBefore,Evaluation/EpisodeMeanMinInPlaceReward
1.7873012234112617,191.2917297201844,0.002748431172221899,61.8180046081543,0.5507014689734622,-0.0027484530583024025,0.4744483684029139,10,0.0009165427622570766,0.8,0.14435757203739527,49.38714185505625,5.677140235900879,0.0,134.20428848266602,0.0,124.4887093132891,63.09733706509105,0,0.0,196.0222930908203,0.05982228705007343,1.295695644834691,0.8,0.009545957669615746,0.20242169762380352,5000,-2.1839142050339433e-08,0.048736916286595475
2.263149506755505,334.19271050415796,0.0026357178576290607,58.083194732666016,0.11512497538503193,-0.0026357206515967846,0.04699050147416098,10,3.3708215729046855e-08,0.1,0.1424453845192054,7.260561517597374,5.697181224822998,0.0,76.6014518737793,0.0,35.338654838239776,99.61959332322868,1,0.0,134.6846466064453,0.14233238759790953,1.2489719570439,0.1,0.00998764205724001,0.00016596529709494659,10000,-2.813339339269305e-09,0.14219946157921953
4.557320346421847,1133.517520224555,0.0005796935874968767,1739.3875732421875,0.7644223066892617,-0.0005796869518235326,0.3891516020190124,10,0.0,0.4,0.1312785173960473,148.69075381686056,5.684380531311035,0.0,2261.0333251953125,0.0,714.1410613607071,313.9493319567185,2,0.0,4000.4208984375,0.10659377259325939,235.24994494896245,1.0,0.009684311226010323,0.0567617280706606,15000,6.663799290151928e-09,0.09263202612116106
5.445202183261417,413.82206917101945,0.0012166192755103111,71.19427490234375,0.4735174218468865,-0.0012166181113570929,0.11634230979175926,10,0.0,0.1,0.17994158422808268,47.39202434290364,5.664881706237793,0.0,12.668251037597656,0.0,206.79732667855401,95.39225456580459,3,0.0,83.8625259399414,0.16961533931174616,4.578346002906227,0.9,0.0064860074780881405,0.027770507016173285,20000,1.1682510514532396e-09,0.10774853480217945
0.3198833450443967,82.43238311358157,0.005371865350753069,2.517000675201416,0.25071276923387575,-0.005371880251914263,0.10361787659497808,10,0.003561396429855702,0.0,0.18408224468359563,3.461225418991672,5.686855792999268,0.0,32.403531551361084,0.0,18.979168575474137,23.478587744272964,4,0.1,34.9205322265625,0.14328210782875747,3.9159152940051896,0.5,0.009808586910367012,0.04566374376974216,25000,-1.4877318932349226e-08,0.08614760148603165
2.086943029717749,222.31540320871989,0.004919057711958885,12.989553451538086,0.43088368951956274,-0.004919055849313736,0.2773160939324531,10,0.0012488798006035533,0.5,0.18525228068284277,34.64331576302651,5.688481330871582,0.0,15.212993621826172,0.0,89.64323181218286,92.45276210136865,5,0.1,28.202547073364258,0.10005736392472267,2.7253889258366035,0.9,0.00990996602922678,0.10432635715468455,30000,2.0503998499066256e-09,0.03705956507033863
2.5092006016772683,293.3073974994336,0.0026042729150503874,23.48340606689453,0.2484030944640953,-0.002604265697300434,0.16470791500581441,10,8.771821679682323e-09,0.3,0.15188473429934518,28.53651290224414,5.726033687591553,0.0,1.8472633361816406,0.0,79.86290162015376,121.17702346411717,6,0.0,25.330669403076172,0.12446816239278316,1.3053073250742777,0.3,0.006546393036842346,0.04521388087549489,35000,7.20024129208241e-09,0.11965145091152751
2.0955032626947427,874.5638765381518,0.0009263310930691659,265.7593994140625,0.6279360347517075,-0.000926329055801034,0.27031349366948487,10,0.0,0.4,0.10750274938455577,75.15286399038175,5.734814643859863,0.0,185.96356201171875,0.0,371.0879194594565,272.570115546293,7,0.0,451.72296142578125,0.10097432303691001,3.347683915861563,0.8,0.006504523567855358,0.026623299855222816,40000,2.0146369017481902e-09,0.09151071212925188
4.719830266519374,1175.673184123312,0.000770896440371871,310.3389892578125,0.6935538903032523,-0.000770895800087601,0.20753629397376602,10,0.0,0.0,0.21522390031622857,89.62487396018116,5.769125938415527,0.0,173.37530517578125,0.0,411.2668621391872,365.58029762440697,8,0.0,483.71429443359375,0.1999459683973771,47.07912155738237,1.0,0.009864657185971737,0.04114700543911319,45000,6.496906346242781e-10,0.1022607150920066
1.4466156117666724,304.37017731096137,0.0024246263783425093,7.603311538696289,0.188682926857565,-0.0024246489629149437,0.09272163057102797,10,0.0,0.0,0.10950320963684576,16.952851547504263,5.765563488006592,0.0,32.864301681518555,0.0,74.45795695610532,107.88684449942605,9,0.0,40.467613220214844,0.10160054250657287,5.792903519798365,0.5,0.009952738881111145,0.04399459954903025,50000,-2.2602081983791322e-08,0.09546948824298118
