Evaluation/GraspSuccessRate,Evaluation/Iteration,Evaluation/EpisodeMeanInPlaceReward,GaussianMLPPolicy/LossBefore,Evaluation/EpisodeMeanMinGraspReward,GaussianMLPPolicy/Entropy,Evaluation/EpisodeMeanMaxInPlaceReward,Evaluation/EpisodeMeanMaxGraspReward,GaussianMLPPolicy/KL,Evaluation/NumEpisodes,Evaluation/MinReward,GaussianMLPValueFunction/dLoss,Evaluation/MaxReturn,Evaluation/SuccessRate,GaussianMLPValueFunction/LossAfter,Evaluation/MinReturn,Evaluation/MaxReward,Evaluation/NearObject,TotalEnvSteps,GaussianMLPPolicy/LossAfter,Evaluation/AverageDiscountedReturn,GaussianMLPValueFunction/LossBefore,Evaluation/AverageReturn,Evaluation/StdReturn,Evaluation/EpisodeMeanGraspReward,Evaluation/TerminationRate,Evaluation/EpisodeMeanMinInPlaceReward,GaussianMLPPolicy/dLoss,GaussianMLPPolicy/KLBefore
0.9,10,0.0953438128239161,-4.5299530793130316e-10,0.07969895560982315,5.541149139404297,0.20978632592963029,0.24886144759920023,0.009530085138976574,10,1.6896360706425146e-05,5.731960296630859,607.7729170563179,0.0,46.60097885131836,5.94259651439075,5.648805108561843,0.4,55000,-0.0011396912159398198,89.26880969003464,52.33293914794922,238.59458920226285,268.4238124166846,0.17624868975489905,0.0,0.07859668482746793,0.0011396907502785325,0.0
0.3,11,0.13748730246786794,-2.6583670820201633e-09,0.04056361830341113,5.492881774902344,0.17757093166863794,0.15527721396140332,0.006549898535013199,10,3.907942392747262e-08,0.6966838836669922,553.9319018969096,0.0,16.563560485839844,1.0010987007963221,3.580170289273366,0.2,60000,-0.0010587041033431888,38.901832959184944,17.260244369506836,114.55281928020426,215.55541529081046,0.08065454403887859,0.0,0.12077540816590963,0.0010587014257907867,0.0
0.8,12,0.09941229430642044,-3.576278717609682e-10,0.023632330013948384,5.493700981140137,0.12378931339463015,0.5091056814153707,0.009828991256654263,10,4.542299672211843e-06,39.37208557128906,934.1637170062107,0.0,93.49482727050781,5.125889492271311,3.037518019867208,0.5,65000,-0.001346675562672317,95.28916289588706,132.86691284179688,457.853648735368,265.72296302897155,0.25417023646194253,0.0,0.08453586923808894,0.0013466752134263515,0.0
0.9,13,0.29961773925264923,-4.684924892472964e-09,0.030621371122128815,5.512002468109131,0.31883765882860204,0.4040756652226528,0.006423155777156353,10,0.0,71.75184631347656,1186.3270557565368,0.2,128.4432830810547,5.242885693102348,3.3020149455528784,0.0,70000,-0.0006613825098611414,97.6767871049422,200.19512939453125,537.9944664796652,380.81815123054827,0.1307223018125975,0.0,0.11600642749277948,0.0006613778532482684,0.0
0.8,14,0.09905995617826234,-7.748603980672897e-10,0.042885388322078936,5.47617244720459,0.10328791980356533,0.19638555030761878,0.00661284476518631,10,1.3683720415764356e-06,9.978252410888672,1044.4021422323613,0.0,49.115264892578125,7.996326298592827,5.092078942468007,0.0,75000,-0.0005512460484169424,56.60753365457261,59.0935173034668,253.36576720009174,307.2073080760392,0.0963682582188177,0.0,0.09408103143819149,0.0005512452917173505,0.0
1.0,15,0.082146070947367,-9.775161791125697e-10,0.06355144028647457,5.461266040802002,0.11261442213981135,0.17583354008398697,0.007125720381736755,10,2.2356263315127275e-05,0.3861660957336426,499.529021224112,0.0,4.725979804992676,20.685981658768338,3.2043375433583123,0.2,80000,-0.0023036866914480925,37.956712996431335,5.112145900726318,139.67809517235398,179.19657633675013,0.11488083413131048,0.0,0.0772681557925496,0.002303685760125518,0.0
0.5,16,0.11452634174971817,2.2888184680880386e-09,0.06913011042492445,5.4731597900390625,0.15350100000594152,0.15648881229263906,0.009494868107140064,10,4.531978144785786e-06,0.5829277038574219,582.4879086010659,0.0,7.369833469390869,1.4193993643477005,3.3399023454531473,0.3,85000,-0.0029186448082327843,44.23997461897119,7.952761173248291,157.09322547994768,232.74046755845248,0.1172211397374215,0.0,0.10757671470653016,0.002918647136539221,0.0
0.6,17,0.09124140130917135,1.5139579589984464e-09,0.026334769922973178,5.432121276855469,0.10350583886079048,0.5625745226900913,0.0066018919460475445,10,7.937704152503142e-07,20.011505126953125,1046.4316484560832,0.0,42.8858528137207,1.7991240398539852,5.4623811613294855,0.5,90000,-0.000596829631831497,67.32567777214467,62.89735794067383,350.44094759851066,333.0902218436897,0.2646972091892509,0.0,0.0865966799154215,0.0005968311452306807,0.0
0.9,18,0.2870450575102656,-7.39097616442308e-10,0.022879934204417106,5.439811706542969,0.33133815893660035,0.7106312295297974,0.009607196785509586,10,0.0,43.19795608520508,1385.8876081632422,0.2,62.53806686401367,5.953039124886126,6.919491435701412,0.1,95000,-0.0005000870442017913,141.31316733252316,105.73602294921875,641.4688284125452,400.3776515469773,0.192202900675399,0.0,0.10370365731062707,0.0005000862875021994,0.0
0.7,19,0.10529615211740909,4.2319298065862654e-10,0.02697360050227972,5.352090358734131,0.12084884516139312,0.27094692190001707,0.006695476360619068,10,0.0,3.8574085235595703,1037.362810349186,0.0,23.489742279052734,8.262613013067291,4.791372669341727,0.0,100000,-0.00041691004298627377,77.39266902888448,27.347150802612305,295.9643975652581,328.8689917251191,0.09987009922282077,0.0,0.10004884551427895,0.0004169104795437306,0.0
1.0,20,0.08085043516773502,-2.0265580324974053e-09,0.05549033174097599,5.290569305419922,0.09071695390318218,0.16615615496130914,0.009954400360584259,10,0.0,0.20286798477172852,456.3967267656903,0.0,3.442408561706543,32.675547020143846,2.1028902320255436,0.1,105000,-0.002825801959261298,28.87302302393595,3.6452765464782715,125.39896061959362,143.68512714974278,0.08944806239216019,0.0,0.07818642616847168,0.0028257998637855053,0.0
0.7,21,0.10394930024257736,-6.675719976811934e-10,0.09088452303844569,5.3129119873046875,0.16987856346094618,0.2648167444221907,0.008970444090664387,10,6.672140320310381e-07,0.5717654228210449,638.8664513172434,0.0,5.85399055480957,2.5141132468767267,4.583198665085195,0.4,110000,-0.0017849942669272423,76.3800742293533,6.425755977630615,247.24819978494935,277.5942665902402,0.16507132300182525,0.0,0.08646690064523763,0.0017849935684353113,0.0
0.5,22,0.12685203127887518,-2.0265579492306784e-10,0.02543005687780351,5.349285125732422,0.2345200433525334,0.4694677828238764,0.009944671764969826,10,8.81187644294741e-06,11.193967819213867,1191.164146129083,0.0,21.888124465942383,3.7900797282076026,6.80423851171649,0.6,115000,-0.0011611462105065584,103.79627387082819,33.08209228515625,414.7943557143096,453.2475123029042,0.2257837436062279,0.0,0.09119468343041284,0.0011611459776759148,0.0
0.8,23,0.22339978054544024,4.768371808516747e-10,0.004838372467053879,5.350581169128418,0.2833985567257961,0.6727035868142865,0.006919424515217543,10,0.0,3.596249580383301,1102.7257895670928,0.1,15.03244686126709,9.077780638129312,4.976975583303951,0.2,120000,-0.000615192111581564,96.2037507733979,18.62869644165039,411.4102227948985,345.94834212781694,0.1811210489621477,0.0,0.09932339285966887,0.0006151925772428513,0.0
0.7,24,0.20501430352137423,-7.15255771277512e-11,0.02237588690529437,5.400656700134277,0.22565115071961478,0.37175281292093465,0.009820054285228252,10,0.0,3.494399070739746,925.3978495047819,0.1,7.631801605224609,17.593713428800115,3.295187316697333,0.2,125000,-0.0009945411002263427,64.34032364085638,11.126200675964355,338.8919649688291,288.94261881651016,0.13118665735007312,0.0,0.10387761942438616,0.0009945409838110209,0.0
0.9,25,0.09263128545078589,-1.6987323769868112e-09,0.033506586590087886,5.395031452178955,0.09588653817395777,0.23077587128716265,0.00651826336979866,10,0.0,0.7621407508850098,541.5230839876621,0.0,3.803295612335205,15.001737015356124,1.8435631804228247,0.0,130000,-0.0027168963570147753,32.07085911002862,4.565436363220215,142.59212159660592,198.38592945925188,0.06822555094157776,0.0,0.09208794196935868,0.0027168947272002697,0.0
0.6,26,0.1449073099356282,-5.781650713743147e-10,0.04256724775521305,5.437544345855713,0.30733810366397696,0.16463861555167097,0.009576112031936646,10,0.00198158789168247,4.92866325378418,932.8324993270769,0.0,10.385188102722168,2.2963157425808487,8.296939426610564,0.3,135000,-0.00044775637798011303,116.8889013877252,15.313851356506348,267.32560440148757,376.2591962884984,0.10759020006934569,0.0,0.09891803728005186,0.0004477557959035039,0.0
0.7,27,0.1210773418344219,1.2353063016945498e-09,0.03618206748755909,5.495818138122559,0.2715222601674498,0.4899556510322783,0.009287050925195217,10,2.4227995227902602e-06,2.020854949951172,918.6787094370702,0.0,8.536962509155273,10.590916372236492,8.042456075896997,0.6,140000,-0.0011953675420954823,133.07358670868427,10.557817459106445,391.69227280963554,331.1847360977743,0.2591918793619011,0.0,0.07350889095512698,0.0011953688226640224,0.0
0.7,28,0.3559291497425006,-6.079673986469913e-10,0.012871386461693033,5.5340352058410645,0.4397114318400311,0.5073289611553833,0.00953100435435772,10,0.0,7.920429229736328,998.0270156937719,0.3,8.300762176513672,9.668389484089593,7.024588259636624,0.2,145000,-0.0007323463214561343,122.09301387510304,16.22119140625,579.9258217657533,397.5129717255326,0.15757101291620942,0.0,0.10381678078457002,0.0007323457393795252,0.0
0.7,29,0.19165662852390206,-2.98023217215615e-10,0.017552754264648716,5.555328369140625,0.20742393260781983,0.3777587034594756,0.009859584271907806,10,0.0,1.1706762313842773,910.1642557566275,0.1,5.888355731964111,10.369275207871336,3.166413686314953,0.1,150000,-0.0009131720289587975,72.37864361661673,7.059031963348389,400.26799310165643,341.722249624904,0.1251154409945568,0.0,0.10554994179405881,0.0009131717379204929,0.0
0.9,30,0.18224180499134235,-1.20401377756707e-09,0.03785769206547853,5.504855632781982,0.18768142372108784,0.24704999515279372,0.006544696167111397,10,0.0,0.9236350059509277,1015.115876223777,0.1,5.085757255554199,15.718614180827256,2.3103829296094687,0.0,155000,-0.0008322790381498635,63.41927924176095,6.009392261505127,312.41051456789774,337.56634315609745,0.09609697225368505,0.0,0.09684280320842606,0.0008322778157889843,0.0
0.7,31,0.11914482232952905,-1.645088176793763e-09,0.048839905059814503,5.52252197265625,0.28757620197046,0.1734474122761407,0.009817595593631268,10,0.0028518204463634966,0.4067254066467285,615.1052162104593,0.0,4.421999454498291,3.9313982284297873,5.934495716207148,0.3,160000,-0.0013267352478578687,71.731574053902,4.8287248611450195,201.18020401271343,224.19952998445956,0.12506227578398957,0.0,0.09346102884503493,0.001326733618043363,0.0
0.7,32,0.13557253577751968,-3.69548808221154e-10,0.04054377771259812,5.521771430969238,0.26164350036911915,0.39798089145069176,0.00667860871180892,10,9.368952394014457e-07,1.6154932975769043,811.6869063829563,0.0,5.137404918670654,14.291515732835087,3.9707824273665135,0.5,165000,-0.0005075532244518399,92.86080433235439,6.752898216247559,287.6107418409067,293.5034614618077,0.2286934488784506,0.0,0.07354571420596448,0.0005075528752058744,0.0
0.7,33,0.3138386270220553,8.463859613172531e-10,0.02050035974760201,5.540740966796875,0.4354491048674182,0.44262036618883116,0.009783761575818062,10,0.0,3.6210036277770996,1160.423683108758,0.2,6.674746036529541,13.23637296610758,7.5483061305930175,0.3,170000,-0.0008270838879980147,154.48731878153632,10.29574966430664,638.6135316293498,455.760227201465,0.19366119511071334,0.0,0.09614863214668372,0.0008270847611129284,0.0
0.6,34,0.2199321377340219,3.6358833721550354e-09,0.025098916996414238,5.591205596923828,0.23685859818168903,0.32248772370628737,0.0099673205986619,10,0.0,1.249826431274414,1364.0506039741358,0.1,6.128721237182617,21.78946328384787,8.689395396107464,0.1,175000,-0.0007245299057103693,118.31495859081149,7.378547668457031,567.8177865119303,514.2538298743259,0.07025767061155783,0.0,0.12585290584779701,0.000724533514585346,0.0
0.9,35,0.09175543014801893,-1.5377998874299692e-09,0.04536203410762156,5.572000980377197,0.09244650045267033,0.2874316336465951,0.0065645575523376465,10,0.01725104024484072,0.518068790435791,1413.2924643695171,0.0,5.8100056648254395,18.681379381743547,3.560706794752291,0.1,180000,-0.0006033825920894742,106.52979515085585,6.3280744552612305,527.9613851856973,541.8341501439907,0.1594061117139181,0.0,0.09120540714435273,0.0006033810786902905,0.0
0.9,36,0.1939843403974313,-5.364417798858767e-10,0.058476970741219866,5.593121528625488,0.34675077686052874,0.32753384881667535,0.006613004952669144,10,0.0,0.06770896911621094,1266.22255342884,0.1,5.212751865386963,4.525685347351926,5.467001812037629,0.3,185000,-0.0008773649460636079,95.18629438951959,5.280460834503174,375.13481503634983,424.59610409564505,0.1700628509689599,0.0,0.07390906517565736,0.0008773644221946597,0.0
0.6,37,0.12252470758764475,1.6689301052252858e-09,0.043297611145189194,5.582209587097168,0.27652950020675765,0.3465694965091506,0.006504193879663944,10,2.4168724767081145e-05,0.06618547439575195,1165.6508665206143,0.0,4.851261615753174,17.837998622851313,4.316772258087563,0.5,190000,-0.001275004935450852,83.07203550988523,4.917447090148926,278.3216044825907,344.5329244036018,0.19141817135803965,0.0,0.07659110761631252,0.0012750065652653575,0.0
0.6,38,0.18027181720518026,4.4703482582342247e-10,0.012715316601218793,5.6111907958984375,0.24902653400971073,0.3442731412995344,0.009948576800525188,10,0.0,0.824824333190918,1327.9109832301074,0.0,5.042363166809082,3.6478776114392772,3.67337795631524,0.2,195000,-0.0005561480647884309,80.67464770466421,5.8671875,310.67760439275503,400.34310571230213,0.13291009541027962,0.0,0.11043534702564228,0.0005561485304497182,0.0
0.7,39,0.19007547328725155,6.556510889765832e-11,0.02321640373795434,5.548474311828613,0.2024824490070707,0.39381047355678167,0.006601976230740547,10,0.0,1.474158763885498,1367.135856927397,0.1,5.590534210205078,3.5619919867218055,3.69408906287104,0.2,200000,-0.0004103995452169329,120.0285898962995,7.064692974090576,691.2208785294173,516.3946580602078,0.19392875086152006,0.0,0.10526614865726383,0.0004103996034245938,0.0
0.9,40,0.20267066941839013,3.337859988405967e-10,0.032315584232684345,5.609711647033691,0.2678882144356117,0.4103302168121771,0.009676455520093441,10,0.0,0.2203230857849121,1427.1700910429938,0.2,5.5380048751831055,25.25302624222068,3.530609320999652,0.1,205000,-0.0005071082850918174,104.60863075786263,5.758327960968018,601.6307402629968,520.0464589683925,0.15791160401420343,0.0,0.08860383682084785,0.0005071086343377829,0.0
0.9,41,0.11857944222148051,-7.450580707946131e-10,0.06049964127239763,5.638381481170654,0.28312673635078356,0.3251513931399058,0.00662792194634676,10,0.0,0.6913180351257324,1437.9209036853254,0.0,5.245154857635498,28.114817760831635,3.7010583120922727,0.3,210000,-0.00036526686744764447,99.38395173458692,5.9364728927612305,411.0528959502749,480.8404160560514,0.1632635662072268,0.0,0.08162269363690546,0.0003652661107480526,0.0
0.5,42,0.13309753248499184,-5.722046170220096e-10,0.029164459647353747,5.67465877532959,0.24404329813015901,0.1859541697652674,0.006757873576134443,10,4.514011539290757e-07,0.19800853729248047,713.5362362663129,0.0,4.741827964782715,5.4632966982795725,4.903858151860134,0.3,215000,-0.0011124564334750175,51.48153643785044,4.939836502075195,143.6807505034044,203.94751656727607,0.08326676440727072,0.0,0.09060587750940319,0.0011124558513984084,0.0
0.8,43,0.12976545887595517,-1.7553567488448607e-09,0.04095058184449517,5.672515392303467,0.2880332639107795,0.4353230661172024,0.009554694406688213,10,0.00011872217079138869,0.7141609191894531,1921.8392826303168,0.0,5.67832088470459,28.116955533166152,6.108392382488969,0.5,220000,-0.0005784601671621203,163.77164862286807,6.392481803894043,673.67386338381,568.2936139058904,0.25181133487051055,0.0,0.07258817637769546,0.0005784584209322929,0.0
0.6,44,0.2023213877617621,-2.3841859042583735e-10,0.023281000742350913,5.651394367218018,0.21334230434839463,0.5441031366350592,0.009981765411794186,10,0.0,0.7010765075683594,1542.7622122796372,0.1,5.7055463790893555,5.087196401650338,5.380985312454885,0.3,225000,-0.0006010004435665905,101.76429912041718,6.406622886657715,573.410517427805,565.2954122421603,0.16065543901504464,0.0,0.10505205762543379,0.0006010002107359469,0.0
0.8,45,0.12605770451843318,-1.7285346765039122e-10,0.027996876943482362,5.59651517868042,0.13166654371549513,0.39626722344525855,0.006464138627052307,10,0.0,0.3322429656982422,1967.3471992282555,0.0,5.676609992980957,26.83392965339531,6.562835100708589,0.2,230000,-0.0004253393562976271,123.9365518597989,6.008852958679199,600.6469743973219,651.8066129935204,0.21595990860872522,0.0,0.08915314058707545,0.00042533918167464435,0.0
0.9,46,0.313487722800939,-1.1146068512601914e-09,0.04519787178252879,5.613583564758301,0.43621705326723115,0.42320317503933813,0.006643324159085751,10,0.0,0.7021317481994629,1539.3076331320813,0.2,5.575709342956543,28.500502277502207,5.793182165984468,0.2,235000,-0.00042967675835825503,148.85539124128454,6.277841091156006,701.1473244396423,557.4158628202086,0.1392567420581719,0.0,0.08874269112692228,0.00042967565241269767,0.0
0.5,47,0.13495079956047668,7.867813067718998e-10,0.023202627610882265,5.62630033493042,0.2802991027601655,0.14424292864262855,0.006423330865800381,10,0.00011035243918861655,0.24138450622558594,524.1645041778723,0.0,4.877061367034912,11.446049975411164,4.29108312376335,0.2,240000,-0.0023665023036301136,53.01934821344345,5.118445873260498,140.54675283930393,169.80918524821183,0.07589224402265875,0.0,0.0983585475011336,0.0023665030021220446,0.0
0.8,48,0.10726032853157208,1.0132789746153392e-10,0.05577769476661837,5.637831687927246,0.24073982912727393,0.4146503993929816,0.009633260779082775,10,7.150510786784458e-05,0.34728431701660156,2247.7315141759464,0.0,5.821221351623535,44.399241072743415,7.70453755994803,0.5,245000,-0.0005972742801532149,147.09713344706933,6.168505668640137,578.2446020916044,705.4907558198619,0.23779137011828883,0.0,0.0835212775243466,0.0005972743965685368,0.0
0.7,49,0.1388342162648767,5.364417937636645e-11,0.050417706292520625,5.66292142868042,0.2134747864678191,0.461592891498632,0.006822805851697922,10,0.0,0.49083948135375977,2143.2492569524184,0.0,5.9166789054870605,14.910796539007332,9.662054885740842,0.4,250000,-0.000437670765677467,168.02720106587324,6.40751838684082,756.3582218677948,782.0821090742878,0.21583561627499806,0.0,0.1030726703473466,0.0004376708238851279,0.0
0.9,50,0.07994215037116066,1.1384486686694117e-09,0.03021054342997411,5.67903995513916,0.08185410760362391,0.5518285609785047,0.00990258064121008,10,0.0,0.07170915603637695,1585.3693647150214,0.0,5.355405330657959,30.208727886570376,5.25983632776136,0.4,255000,-0.0007882546633481979,124.26032263425456,5.427114486694336,559.1673542725384,556.0167362649526,0.3076661422104484,0.0,0.07566715553926191,0.0007882558275014162,0.0
1.0,51,0.12319693857114802,-1.9073485846288207e-10,0.06580698571745529,5.642268180847168,0.24870630940239158,0.6434055811534617,0.0069192214868962765,10,0.0,0.0701894760131836,1750.8469681352253,0.0,5.38563346862793,27.3313148574795,7.601524458033069,0.4,260000,-0.0006215166067704558,123.70642519888148,5.455822944641113,499.615990396345,602.1728845380895,0.2605939799450044,0.0,0.07483786419033496,0.0006215164321474731,0.0
0.4,52,0.13117548865793535,-6.794929618969547e-10,0.01796632725066647,5.614109039306641,0.19424427145361803,0.24317699696018863,0.009548936039209366,10,0.0,0.5141520500183105,401.8801926744921,0.0,4.740367412567139,27.43980885355015,3.659032687601952,0.1,265000,-0.0011431446764618158,35.9185388554686,5.254519462585449,103.84890931259085,110.87673500881863,0.06283129734199584,0.0,0.10262130019425093,0.0011431439779698849,0.0
0.8,53,0.12267316080714544,-2.1755695855940616e-10,0.042124239545724966,5.676638126373291,0.21309378033290788,0.3466431032658617,0.009694801643490791,10,0.0001596996237411254,1.0860610008239746,1100.253848680323,0.0,4.787621021270752,29.72862724378897,7.717437504895064,0.2,270000,-0.0006863427697680891,108.89098082568223,5.873682022094727,369.29921665828783,332.365332832167,0.11374927483007088,0.0,0.10106666109706794,0.0006863425369374454,0.0
0.6,54,0.1257578461775916,-6.914138706015649e-10,0.03285954302639712,5.694668292999268,0.2094754862411158,0.33426745789430423,0.0064762006513774395,10,0.0,0.49756765365600586,1880.3785195345604,0.1,5.47206974029541,0.36195082473031526,6.630398872868266,0.2,275000,-0.0005834467592649162,133.114997562008,5.969637393951416,519.4276160261059,587.0954475621664,0.16663162166695666,0.0,0.10660242699651357,0.0005834460607729852,0.0
0.7,55,0.1778236010111305,-3.0994415367580075e-10,0.015043125609174502,5.639155864715576,0.20028101251137004,0.4375392336434616,0.006576600018888712,10,0.0,0.1651768684387207,1065.6449034836248,0.1,4.740160942077637,5.162578054722091,4.49331793622605,0.2,280000,-0.0007334339316003025,79.68490906207873,4.905337810516357,314.94550678905705,316.44757373344225,0.11552778693879921,0.0,0.09899616955179032,0.0007334336405619979,0.0
0.9,56,0.23063682313448766,1.6987324047423868e-10,0.035855606011197416,5.6388092041015625,0.376821133153051,0.5293468427915056,0.009883546270430088,10,0.0,0.8332204818725586,1675.5042927218644,0.3,5.41696310043335,88.03442077103998,7.209630768302395,0.3,285000,-0.0005405048141255975,186.24361057458154,6.250183582305908,763.0938396499874,477.9390159291195,0.21674083068940247,0.0,0.09221131578963603,0.0005405049887485802,0.0
0.6,57,0.163294502826346,-3.3974648094847737e-10,0.03155082008834566,5.6765007972717285,0.1890249586695672,0.35357840162759857,0.009749727323651314,10,0.0,0.29471874237060547,1795.1826339850404,0.1,5.46647834777832,10.567503974372961,8.52799342062028,0.1,290000,-0.000733591616153717,103.86182967518855,5.761197090148926,471.8421886295604,585.5211685165285,0.09716828972094098,0.0,0.08556026443286283,0.0007335912669077516,0.0
0.9,58,0.14829583125212306,-4.0233136266998315e-10,0.02847188065927674,5.699409484863281,0.35660005071759227,0.49467210022573643,0.009692037478089333,10,0.04873467586562307,0.7101926803588867,1111.9373599559724,0.1,5.013647079467773,65.38525233752698,7.12127559376217,0.6,295000,-0.0007129701552912593,156.6032134373188,5.72383975982666,551.8600098982195,369.6606941300191,0.2576349967862097,0.0,0.06896796864772411,0.0007129697478376329,0.0
0.6,59,0.3013241671110262,8.106231796922714e-10,0.026087253046967435,5.697193145751953,0.4604846412368328,0.4125783540503159,0.009462439455091953,10,0.0,0.1501455307006836,1302.392607341389,0.2,4.936646461486816,0.459147342745685,7.516155592432998,0.2,300000,-0.0007735863327980042,122.49181693315927,5.0867919921875,471.17242143497225,454.6242768622249,0.11955751642058457,0.0,0.10594186823964495,0.0007735871477052569,0.0
0.6,60,0.10049737852336678,1.9073485846288207e-10,0.03543490996353362,5.679462909698486,0.17481365483385986,0.43814156950636163,0.00972902961075306,10,1.5951705260798602e-06,0.17985010147094727,1595.601869639142,0.0,5.1747145652771,44.190737789384784,4.987771881387248,0.4,305000,-0.0005539996200241148,122.19376870190112,5.354564666748047,541.6298790749777,563.4690222987854,0.2542905379156684,0.0,0.08826973051562281,0.0005539997946470976,0.0
