drawer-close-v1/MinReturn,push-v1/SuccessRate,button-press-topdown-v1/AverageDiscountedReturn,drawer-open-v1/CompletionRate,drawer-open-v1/SuccessRate,push-v1/CompletionRate,ped-insert-side-v1/StdReturn,pick-place-v1/NumTrajs,pick-place-v1/AverageDiscountedReturn,local/Mean_SuccessRate,drawer-close-v1/NumTrajs,door-v1/NumTrajs,ped-insert-side-v1/CompletionRate,button-press-topdown-v1/MaxReturn,window-close-v1/MinReturn,window-open-v1/NumTrajs,reach-v1/AverageReturn,ped-insert-side-v1/SuccessRate,window-close-v1/CompletionRate,window-open-v1/AverageDiscountedReturn,reach-v1/SuccessRate,button-press-topdown-v1/MinReturn,drawer-open-v1/NumTrajs,drawer-open-v1/AverageReturn,ped-insert-side-v1/AverageDiscountedReturn,drawer-close-v1/CompletionRate,pick-place-v1/SuccessRate,window-close-v1/SuccessRate,window-open-v1/MinReturn,reach-v1/MaxReturn,door-v1/StdReturn,window-close-v1/Iteration,window-open-v1/StdReturn,push-v1/StdReturn,local/Max_Mean_SuccessRate,local/normalized_avg_return,door-v1/AverageDiscountedReturn,ped-insert-side-v1/MinReturn,push-v1/AverageReturn,qf_loss/qf2_loss,button-press-topdown-v1/NumTrajs,local/Max_Median_SuccessRate,push-v1/AverageDiscountedReturn,reach-v1/CompletionRate,window-close-v1/MaxReturn,push-v1/MinReturn,window-close-v1/NumTrajs,pick-place-v1/MinReturn,alpha,door-v1/MaxReturn,reach-v1/AverageDiscountedReturn,drawer-close-v1/MaxReturn,reach-v1/MinReturn,drawer-open-v1/StdReturn,reach-v1/StdReturn,drawer-open-v1/AverageDiscountedReturn,window-close-v1/StdReturn,button-press-topdown-v1/Iteration,qf_loss/qf1_loss,drawer-open-v1/Iteration,button-press-topdown-v1/AverageReturn,button-press-topdown-v1/SuccessRate,door-v1/SuccessRate,drawer-close-v1/Iteration,window-open-v1/Iteration,pick-place-v1/Iteration,button-press-topdown-v1/CompletionRate,drawer-close-v1/AverageDiscountedReturn,drawer-open-v1/MinReturn,ped-insert-side-v1/NumTrajs,drawer-close-v1/AverageReturn,door-v1/MinReturn,drawer-close-v1/SuccessRate,window-open-v1/SuccessRate,ped-insert-side-v1/AverageReturn,door-v1/Iteration,pick-place-v1/CompletionRate,window-open-v1/MaxReturn,pick-place-v1/StdReturn,window-open-v1/CompletionRate,push-v1/MaxReturn,pick-place-v1/MaxReturn,reach-v1/NumTrajs,button-press-topdown-v1/StdReturn,drawer-open-v1/MaxReturn,push-v1/NumTrajs,pick-place-v1/AverageReturn,push-v1/Iteration,window-close-v1/AverageReturn,window-open-v1/AverageReturn,ped-insert-side-v1/Iteration,TotalEnvSteps,door-v1/CompletionRate,local/Median_SuccessRate,door-v1/AverageReturn,window-close-v1/AverageDiscountedReturn,reach-v1/Iteration,ped-insert-side-v1/MaxReturn,policy_loss,drawer-close-v1/StdReturn
-49.86000450071251,0.0,-26.157305237420168,0.0,0.0,0.0,4.548340205419115,10,-38.60273965149191,0.1,10,10,0.0,-50.276318813915005,-62.542831009345846,10,44512.08356368385,0.0,0.0,-30.720829555360005,1.0,-51.63111379873337,10,-55.26689283470603,-23.311166842451133,0.0,0.0,0.0,-76.99573047619388,45046.5268553716,0.4768694327450283,0,6.968215363099901,4.151506909358267,0.1,34527.30153369164,-30.726702897368643,-57.98253285738159,-51.82529376985792,8814.9189453125,10,0.0,-25.79407174495146,0.0,-58.94469199039338,-59.27454882237429,10,-92.05257746850373,0.6653096675872803,-60.73049450693402,28330.948232102128,-45.12950660865595,44107.52325487144,0.9021810742961272,291.5532546091921,-25.878646036438603,1.1160651090236613,0,5069.5712890625,0,-50.94239513061335,0.0,0.0,0,0,0,0.0,-23.774518999954097,-56.79645418967655,10,-48.272668158405565,-62.21658183029311,0.0,0.0,-52.511985578752856,0,0.0,-58.3884014202297,2.805048677637125,0.0,-47.69521756796723,-83.10738471374322,10,0.41480351544860355,-53.91979451174928,10,-88.8831534773786,0,-60.98037454387147,-65.91862859309126,0,39000,0.0,0.0,-61.36998878989341,-30.173660504719955,0,-40.84259937720302,-871.1213989257812,1.3723881187153129
-31.967188747081444,0.0,-26.89950440575213,0.0,0.0,0.0,1.8549420634663345,10,-28.70982725290126,0.1,10,10,0.0,-54.36012042417132,-47.66596118914574,10,55040.36442905243,0.0,0.0,254.17513881038636,1.0,-59.929296553201794,10,-77.09930525043919,-8.539196329026224,0.0,0.0,0.0,-20.02261441616972,55630.50396371893,1.0503411985759017,0,820.7766457575716,4.008372903034024,0.1,117910.59669010647,-31.64712453276227,-19.168705338770863,-34.8455208657291,4782.1376953125,10,0.0,-16.107690132200837,0.0,-43.532118073357786,-39.28177887570369,10,-65.34372789800226,1.3254650831222534,-64.3975420253057,35954.65823937395,-30.90719362757368,53536.511065051905,0.8486659568473436,548.0845653476307,-35.50786766439177,1.1367084842039312,0,5727.841796875,0,-58.0722971243466,0.0,0.0,0,0,0,0.0,-15.439213439106629,-78.24383606576424,10,-31.408283679060354,-67.95913705546221,0.0,0.0,-16.452723490726292,0,0.0,2227.361903960724,1.0458298571983866,0.0,-23.834280928226185,-61.69906476339247,10,1.394868197508243,-74.97588621106414,10,-63.64440232751333,0,-46.13591559315297,525.0835774729997,0,78000,0.0,0.0,-66.64960011421043,-22.519769591351047,0,-13.704759105442772,-2511.73095703125,0.3164088932642875
-15.824192331680614,0.0,1292.9464159629806,0.0,0.0,0.0,0.8627657846944279,10,-26.047905662308466,0.1,10,10,0.0,28717.594039329768,-50.07499794194408,10,77591.41823617838,0.0,0.0,-26.05711402190807,1.0,-14.433512595370864,10,-49.79471639783658,-16.63959316917785,0.0,0.0,0.0,-65.18809992653516,82694.86870478156,0.6025211119333549,0,8.053061254679646,0.14506802104857275,0.1,113206.57634428325,-18.62537558966842,-36.50425409454467,-48.133857961510905,23783.220703125,10,0.0,-24.005713209862126,0.0,-49.819806247793274,-48.45220772292685,10,-60.335358613992504,3.2349441051483154,-31.27531768351891,51187.42634005119,-13.983754768715372,73068.15685589009,0.10455782924797603,3008.315657639131,-23.9753663627203,0.0689225045878512,0,13934.087890625,0,2859.611725341031,0.0,0.0,0,0,0,0.0,-7.709342193518962,-49.9099251266178,10,-14.794764490175243,-33.21308571171595,0.0,0.0,-34.7270763826863,0,0.0,-45.225192289363974,0.9676353117876747,0.0,-47.98799925951215,-57.21351767720657,10,8619.3274533872,-49.548008677612785,10,-58.41243678102471,0,-49.93042072431029,-59.13877051496043,0,117000,0.0,0.0,-31.904737667111156,-23.893482308819706,0,-33.684586734852395,-3973.421630859375,0.5099150699259889
-36.18185833825871,0.0,36262.94083183919,0.0,0.0,0.0,0.2909716055299435,10,-40.169451014805794,0.11000000000000001,10,10,0.0,210772.00364981248,-45.85861074535739,10,188551.16522627408,0.0,0.0,-11.81493123115325,1.0,39624.71120156241,10,-40.60646576213649,-20.615870666923666,0.0,0.0,0.0,-23.051496311255324,201223.51727243184,0.18604360945002885,0,0.5983249278706431,0.1455411261918673,0.11000000000000001,168361.76874963698,-41.61242784392085,-42.948000928406394,-53.099564610049,30574.66015625,10,0.0,-26.430678024832226,0.0,-42.9304909702542,-53.345694017369475,10,-82.22854616856883,6.082778453826904,-83.74770804297576,96323.98692467313,-30.875922195316598,179171.19758517662,0.14905194698203655,6715.130568919475,-20.0842572752471,0.805349798421454,0,30875.779296875,0,72826.30893186075,0.1,0.0,0,0,0,0.0,-17.004056642584864,-40.97671439282971,10,-33.996868460305265,-84.44118070737655,0.0,0.0,-42.539126371351685,0,0.0,-21.317969506437883,1.0924475568047491,0.0,-52.85603287435245,-78.5714252480666,10,48467.0832779268,-40.4591258730413,10,-80.23955194678162,0,-45.08173529536913,-22.35935371502273,0,156000,0.0,0.0,-84.17299628750894,-22.205531637387686,0,-41.91235529505986,-6324.97216796875,1.6062280374930737
-62.99915259275704,0.0,47176.776092996726,0.0,0.0,0.0,12.175395942934887,10,-37.74844171122366,0.2,10,10,0.0,205501.26985701948,-9.985375416774142,10,218782.3567921687,0.0,0.0,9.298497932374449,1.0,-13.686675756808055,10,-34.56532254659615,-29.438290039586512,0.0,0.0,0.0,-14.375146081055597,224646.07269551078,0.14497315180081582,0,140.754944434329,0.11427428990753698,0.2,218805.24127967804,-34.36639836835202,-74.47323803726802,-62.86387575719522,41129.01953125,10,0.0,-30.484772157280464,0.0,1745.736099315566,-63.054541641026375,10,-80.76317014925219,6.914358615875244,-68.48375145986303,106151.40564520078,-58.1669397463495,212826.57068121817,0.4419797562404814,3055.267161783676,-17.431491990164254,733.1426945991246,0,31989.818359375,0,114741.38393884222,1.0,0.0,0,0,0,0.0,-28.08913507336942,-35.40892194210026,10,-60.95703020264159,-68.92599518068498,0.0,0.0,-66.69910227997869,0,0.0,407.47392507586346,0.6435202497741951,0.0,-62.66377873346245,-78.74087392557905,10,76278.51868917262,-33.8334842904957,10,-79.61804464592078,0,848.2636101408913,54.31812550475195,0,195000,0.0,0.0,-68.7581465155798,415.63853155020445,0,-42.13284302182048,-8396.541015625,1.5663075883998578
-79.22359974602315,0.0,-8.693118992709447,0.0,0.0,0.0,2.742207339597091,10,-29.681729410396525,0.1,10,10,0.0,-13.546925330617576,-51.847177830191434,10,138910.9984293982,0.0,0.0,-25.97055695578207,1.0,-14.470733546306136,10,-25.394184933143826,-24.652847096658213,0.0,0.0,0.0,-57.78245098129246,143314.3035553434,0.10783360308142531,0,1.047562025165611,0.3832552655999261,0.2,249179.923183019,-30.51888464085358,-60.04079957092479,-58.474054607388084,45575.49609375,10,0.0,-28.60736865881999,0.0,-50.767445578198654,-59.37549264049817,10,-61.43868971717246,9.614974975585938,-60.348988394586385,72117.23129172428,-70.44911208522808,129963.19215058937,0.3998299134953922,4044.5114281227734,-13.221564756416507,0.34025463471765244,0,40666.25,0,-14.046777658896318,0.0,0.0,0,0,0,0.0,-34.56685387796775,-25.893070837319648,10,-74.60704893529658,-60.69851192720236,0.0,0.0,-53.774978497849304,0,0.0,-53.847738687639946,0.4410960622918483,0.0,-57.95235393314251,-60.11044988313457,10,0.32356664582706846,-24.705192581235412,10,-60.85020284890796,0,-51.449202154794385,-55.865663664541465,0,234000,0.0,0.0,-60.571399846234485,-25.590671844751917,0,-50.32426396426285,-11528.033203125,3.4457876351989003
-68.71630389332229,0.0,-8.47122612521425,0.0,0.0,0.0,0.5637824276682943,10,-24.221360783771164,0.1,10,10,0.0,-12.487498903100768,-68.91660751441792,10,257962.44884637944,0.0,0.0,-20.735716605034437,1.0,-14.344523698052825,10,-35.95112256684933,-30.253203232634,0.0,0.0,0.0,-41.648854924831895,269181.9057936153,0.12738593262329953,0,0.5100964516790527,0.3477561303365014,0.2,246984.04386936524,-27.56789166806185,-65.1178346314249,-59.36473963032097,103762.078125,10,0.0,-28.856119384470713,0.0,-61.36464130624839,-60.058401636424335,10,-53.610363700347435,11.77282428741455,-53.27129791790513,115456.52752654321,-65.63827373796795,249077.73414762752,1.075344574183961,6041.618195386428,-16.87046084243591,2.0914593130468577,0,87702.4609375,0,-13.39892503324484,0.0,0.0,0,0,0,0.0,-30.458856651231088,-36.7723391893069,10,-66.98764481930901,-53.686402655338206,0.0,0.0,-64.2617643104033,0,0.0,-40.16247740246581,3.4997093678653663,0.0,-58.90130094458362,-44.20138472225047,10,0.631397057992576,-32.78430072113869,10,-48.31148085295517,0,-66.02625754630581,-40.921541449514265,0,273000,0.0,0.0,-53.43789715505392,-31.60421359494874,0,-63.34713423929242,-12951.7265625,0.936605840180612
-38.982538147553086,0.0,71951.63481698695,0.0,0.0,0.0,1.951132524036633,10,-29.246730559678987,0.2,10,10,0.0,226162.586512195,-89.49862386299203,10,211837.36959676904,0.0,0.0,-12.90415564087039,1.0,123986.88828889807,10,-40.71674113114797,-19.28401363600627,0.0,0.0,0.0,-25.79989143442665,219613.66826567307,0.10505852588924822,0,1.9970901047229124,0.11848240009254353,0.2,267730.88330638217,-21.973542247896976,-45.33309128135573,-30.438207238295043,77572.6015625,10,0.0,-15.144235302046358,0.0,-71.45138253428344,-30.68751508379561,10,-63.94796433880404,14.464831352233887,-42.2518265969083,94720.62006115897,-37.91121876248387,200050.23791959995,7.448306613238714,6944.3592624350595,-19.323153070603535,5.956699504181835,0,66165.6953125,0,173602.711551219,1.0,0.0,0,0,0,0.0,-19.228373839229693,-47.09498364360511,10,-38.67498479434784,-42.662767207634985,0.0,0.0,-42.08129275756703,0,0.0,-20.210677795508705,2.1966468634931453,0.0,-30.243147056693886,-56.255055854951756,10,48121.25311751316,-26.016709170426175,10,-61.53500419516833,0,-83.71876405834915,-24.187537221512656,0,312000,0.0,0.0,-42.495332999398926,-38.49257662846776,0,-38.65760236825415,-13706.8515625,0.29436533606874804
-78.23016368316864,0.0,76580.60585664446,0.0,0.0,0.0,2.0533043342286543,10,-44.93006774451865,0.16999999999999998,10,10,0.0,225342.0904706989,-37.37939586340212,10,258299.15199289602,0.0,0.0,-23.871583009455748,1.0,126028.28020633348,10,-33.390603339370905,-25.060995865202894,0.0,0.0,0.0,-48.34643427724322,270108.7092639809,0.08876457549562716,0,0.12974131941169023,0.1946059138850425,0.2,289089.8218520932,-21.58043281392898,-60.678013149964826,-31.600547064119905,91500.828125,10,0.0,-16.237677869989486,0.0,-36.920040577298565,-31.9275694476055,10,-99.91294292276898,16.213293075561523,-40.98092830854103,117764.0320309896,-76.98050482680367,246890.7094581817,0.6754262655555224,7797.87608641622,-17.200254360702917,0.1457376805179855,0,63732.92578125,0,186143.52719864238,0.7,0.0,0,0,0,0.0,-34.90003298789895,-34.96045160114971,10,-77.79758787644637,-41.31835038965118,0.0,0.0,-56.16359168000416,0,0.0,-47.93803560362313,0.5452541668499098,0.0,-31.238844832114523,-98.31976194861987,10,33987.479720295254,-32.66882152315628,10,-99.39004116817034,0,-37.1413207230534,-48.09300748367726,0,351000,0.0,0.0,-41.14940122704269,-17.989249089452432,0,-52.387211757374054,-18621.556640625,0.34335948468524885
-59.960909387019655,0.0,47180.69658172052,0.0,0.0,0.0,0.3033334265928322,10,-45.99790513431045,0.2,10,10,0.0,161446.36396591147,-54.505943132850994,10,262722.61600077245,0.0,0.0,-24.892514286411235,1.0,123945.60355748689,10,294.91881962971996,-32.606858557857265,0.0,0.0,0.0,-49.81623991363001,268653.05516036553,3.4821908528147283,0,0.2837270415696512,0.4379543987022488,0.2,301898.21611588506,-29.7866568578885,-71.0493223525017,-46.71956352257901,128959.9609375,10,0.0,-23.03857613199748,0.0,-49.976807164906354,-47.80052491364374,10,-101.7368181444289,14.564021110534668,-53.82741993463678,122204.76565574712,-51.182623732127944,257611.6710191656,590.3220875614807,3368.7884405914174,171.9755157261335,1.3864894923238151,0,111728.5546875,0,143126.3551569765,1.0,0.0,0,0,0,0.0,-24.865076760172798,-10.23903326398216,10,-52.69298486954898,-63.45985572259626,0.0,0.0,-70.71585374151951,0,0.0,-48.98119039394691,0.4112787104023446,0.0,-46.205764405636444,-100.36301775003149,10,10512.581630117553,1971.6615486250635,10,-101.0308696200589,0,-52.63082709556839,-49.36060538842906,0,390000,0.0,0.0,-58.39068308239558,-24.14649290079873,0,-70.18066630289141,-21646.859375,2.514867963097199
