ped-insert-side-v1/SuccessRate,local/Median_SuccessRate,button-press-topdown-v1/Iteration,window-close-v1/MinReturn,door-v1/AverageReturn,drawer-close-v1/MinReturn,drawer-open-v1/SuccessRate,button-press-topdown-v1/SuccessRate,ped-insert-side-v1/Iteration,local/Mean_SuccessRate,window-close-v1/AverageDiscountedReturn,policy_loss,drawer-close-v1/AverageReturn,door-v1/NumTrajs,drawer-open-v1/CompletionRate,button-press-topdown-v1/AverageDiscountedReturn,door-v1/Iteration,drawer-open-v1/MinReturn,pick-place-v1/AverageReturn,local/Max_Mean_SuccessRate,reach-v1/StdReturn,qf_loss/qf1_loss,push-v1/SuccessRate,button-press-topdown-v1/MaxReturn,ped-insert-side-v1/MaxReturn,window-open-v1/MinReturn,window-open-v1/MaxReturn,pick-place-v1/MaxReturn,alpha,reach-v1/SuccessRate,drawer-close-v1/CompletionRate,button-press-topdown-v1/AverageReturn,pick-place-v1/Iteration,window-close-v1/AverageReturn,button-press-topdown-v1/CompletionRate,ped-insert-side-v1/StdReturn,pick-place-v1/CompletionRate,drawer-close-v1/AverageDiscountedReturn,reach-v1/Iteration,door-v1/SuccessRate,window-open-v1/AverageReturn,window-close-v1/NumTrajs,drawer-open-v1/MaxReturn,local/Max_Median_SuccessRate,reach-v1/MinReturn,window-close-v1/CompletionRate,ped-insert-side-v1/AverageReturn,drawer-close-v1/StdReturn,pick-place-v1/AverageDiscountedReturn,button-press-topdown-v1/StdReturn,ped-insert-side-v1/NumTrajs,window-close-v1/SuccessRate,drawer-close-v1/MaxReturn,drawer-open-v1/StdReturn,qf_loss/qf2_loss,window-open-v1/SuccessRate,push-v1/MinReturn,door-v1/CompletionRate,drawer-close-v1/NumTrajs,ped-insert-side-v1/AverageDiscountedReturn,window-open-v1/NumTrajs,drawer-open-v1/AverageReturn,push-v1/CompletionRate,pick-place-v1/SuccessRate,reach-v1/NumTrajs,push-v1/AverageReturn,button-press-topdown-v1/NumTrajs,window-open-v1/CompletionRate,pick-place-v1/StdReturn,local/normalized_avg_return,pick-place-v1/NumTrajs,push-v1/AverageDiscountedReturn,door-v1/StdReturn,drawer-open-v1/AverageDiscountedReturn,drawer-close-v1/Iteration,drawer-open-v1/NumTrajs,window-open-v1/StdReturn,push-v1/Iteration,ped-insert-side-v1/CompletionRate,window-close-v1/Iteration,window-close-v1/StdReturn,push-v1/StdReturn,window-close-v1/MaxReturn,reach-v1/AverageReturn,reach-v1/CompletionRate,ped-insert-side-v1/MinReturn,reach-v1/AverageDiscountedReturn,pick-place-v1/MinReturn,door-v1/MaxReturn,TotalEnvSteps,door-v1/AverageDiscountedReturn,window-open-v1/Iteration,push-v1/NumTrajs,door-v1/MinReturn,reach-v1/MaxReturn,button-press-topdown-v1/MinReturn,push-v1/MaxReturn,drawer-open-v1/Iteration,drawer-close-v1/SuccessRate,window-open-v1/AverageDiscountedReturn
0.0,0.0,0,-40.94009209521996,-43.50608132654145,-33.156991650998705,0.0,0.0,0,0.12,-16.305078089055872,-248.4457550048828,-20.21052262359538,10,0.0,-24.409258835082316,0,-46.32255565715047,-57.42456836344304,0.12,180.3674818578495,963.3082275390625,0.0,-36.57348031186588,-21.99756056560974,-44.205926700306875,-30.189674144577953,-42.99275899852769,0.47763726115226746,1.0,0.0,-47.99221614359609,0,-32.757076047936614,0.0,6.917786209698005,0.0,-10.004761781111453,0,0.0,-36.151048652538826,10,-25.87620343564942,0.0,34368.09191162261,0.0,-30.02767612216972,5.3080995474889425,-24.315316235101747,5.848720187009202,10,0.0,-12.45465442909495,5.4562298444425945,1001.67919921875,0.0,-27.146213951546024,0.0,10,-13.280160182958841,10,-34.71970999514234,0.0,0.0,10,-21.389568248896634,10,0.0,10.438062032340508,32879.854580103536,10,-10.63668227818732,5.094922385662731,-16.627068172908917,0,10,4.236707747373458,0,0.0,0,4.211759822951707,3.146281416048153,-23.581513672573973,34764.031133788965,0.0,-42.0559084803727,26504.538611039716,-77.2973712833182,-34.01534586258132,39000,-22.30254241835291,0,10,-50.727066220484424,35101.20014861961,-56.253320654473804,-17.87200360362718,0,0.2,-17.36979601150497
0.0,0.0,0,-69.7919213774276,-62.612779424956464,-75.87761750570502,0.0,0.0,0,0.1,-32.49126507353229,-1086.5950927734375,-74.30160156002589,10,0.0,-37.83703512354777,0,-85.95670528483802,-118.53141292502703,0.12,4182.772955870665,2968.365966796875,0.0,-75.383666139543,-89.85083453069201,-87.44263981437153,-85.6664125623291,-117.13387684773924,0.7337703108787537,1.0,0.0,-80.40331774263755,0,-69.00994815073192,0.0,0.5712523488717073,0.0,-33.31758059941183,0,0.0,-86.77557030849212,10,-84.91264409744744,0.0,130235.74955707681,0.0,-90.82091213869163,1.0387957562460601,-54.05963178126141,2.20011361254373,10,0.0,-72.15919160518288,0.347499821720339,3245.380126953125,0.0,-66.84756597020122,0.0,10,-41.356974137883284,10,-85.5405600802795,0.0,0.0,10,-58.365511283520426,10,0.0,0.9093396318417752,80810.88718664923,10,-25.679637401106454,6.9143724087201806,-39.17628992028274,0,10,0.5699786002049245,0,0.0,0,0.6029207758304491,3.0777548796222307,-68.29411981870736,136273.64634620503,0.0,-91.56719257971518,64919.2518698995,-119.71929127581464,-50.130099847333135,78000,-29.66109872053134,0,10,-71.60870447105563,144127.0102526623,-83.5661759763914,-55.8051148833275,0,0.0,-40.359296733474785
0.0,0.0,0,-23.714113522326,-72.53883460323235,-13.763723385623438,0.0,0.0,0,0.1,-12.26857478882708,-2727.304443359375,-13.600698669705446,10,0.0,-28.80879190006566,0,-65.77976211990175,-85.33347660738836,0.12,3248.2116849127524,5466.29443359375,0.0,-57.87991743988822,-27.36998659919309,-69.3223264718096,-67.35420578443168,-81.3994963471028,2.0049941539764404,1.0,0.0,-59.82747204238541,0,-23.54544066442152,0.0,2.9659457940479768,0.0,-7.129703085442157,0,0.0,-68.29976569950244,10,-64.59611768352681,0.0,137965.73274722695,0.0,-30.770342318292144,0.1235503946189653,-38.45392962898224,1.1468009953717353,10,0.0,-13.348127770146434,0.29127886050690105,5272.33740234375,0.0,-45.6967224906712,0.0,10,-14.892859981876404,10,-65.09123063805336,0.0,0.0,10,-45.34618437022191,10,0.0,2.250162460935666,105700.85146461653,10,-22.596269831123188,0.4700733355093911,-30.848295059705368,0,10,0.5434113547223959,0,0.0,0,0.11685883625418338,0.3410052561069401,-23.377880226805903,142249.9262844849,0.0,-37.89527548729265,73518.62360184715,-88.56579302226194,-71.75481481016698,117000,-35.564269101077535,0,10,-73.05361626365722,147980.84238162934,-61.63855495391629,-44.59884865865682,0,0.0,-30.730068156267
0.0,0.0,0,-34.633502449881135,-87.97112337004074,-36.625509179278346,0.0,0.0,0,0.1,-17.748336659135926,-3589.024169921875,-36.24691419257741,10,0.0,-39.396583224182294,0,-52.58808300154664,-76.63981265636073,0.12,4321.799360845582,5565.30615234375,0.0,-79.80019689763536,-63.02390756695749,-67.90754259059116,-66.98222009973026,-76.05171432068757,5.20438289642334,1.0,0.0,-82.31046824096934,0,-34.59406175088112,0.0,1.4254832546048914,0.0,-16.517547693478484,0,0.0,-67.5440326830583,10,-47.561870804658554,0.0,124997.81519575855,0.0,-65.97342590997023,0.2427644981001793,-33.26067686128674,1.758403303074211,10,0.0,-35.91734244675163,1.4717640864148085,6321.41015625,0.0,-44.14671715472567,0.0,10,-29.074707773175533,10,-50.215237290644914,0.0,0.0,10,-44.02684058141993,10,0.0,0.35716770082737687,114952.17405665471,10,-20.687476737356427,1.1024993192466217,-22.032149926247797,0,10,0.29183411270132215,0,0.0,0,0.02269799406918838,0.08211994960288002,-34.56140011325015,132077.024845684,0.0,-68.20271068361616,66047.20089559715,-77.41003228591042,-86.79472802768163,156000,-42.74450028484395,0,10,-89.66200203585224,141708.85469723697,-85.06402013618508,-43.89143256936224,0,0.0,-30.231498621419917
0.0,0.0,0,-25.19496292258801,-36.686823611619886,-16.140835239166986,0.0,0.0,0,0.2,-13.067585924283634,-4807.66015625,-15.155847692111337,10,0.0,-14.786317317064015,0,-50.340168728598876,-82.38966528932235,0.2,20162.43617965762,6237.6796875,0.0,-26.863904102937013,-62.87767470872977,-19.839764913974488,-18.19974999240585,-82.2542454825716,7.505622386932373,1.0,0.0,-27.163950052996682,0,-25.12976795143923,0.0,0.14062732636700329,0.0,-8.28970677294124,0,0.0,-19.16112872918983,10,-40.27648236389774,0.0,106473.47787610133,0.0,-63.06998127547828,1.2557483323408622,-40.6046201728151,0.1361468784191699,10,0.0,-12.730548042789442,3.437791686525351,5928.27783203125,0.0,-42.5157317919075,0.0,10,-30.1345982344939,10,-46.941429971109116,0.0,0.0,10,-42.397070725917715,10,0.0,0.1414384178076585,116921.38220109695,10,-20.20348431704673,0.1336334164452315,-22.720156492929114,0,10,0.5120284896519455,0,0.0,0,0.03989582185917231,0.0628361085912397,-25.07236384382135,150315.0246406708,0.0,-63.30018072355769,75403.56437638428,-82.66257373610918,-36.371392899121496,195000,-19.36280144129131,0,10,-36.92625285649435,181616.0023048628,-27.424422826447728,-42.29105205489275,0,1.0,-10.598263948713383
0.0,0.0,0,-24.272863055347994,-33.95937559967779,-43.48675226212124,0.0,0.0,0,0.1,48.77653971738403,-6296.00927734375,-36.846356826346536,10,0.0,-12.9792366931249,0,-45.24083063286903,-85.01884689009913,0.2,9114.4019853111,7729.26904296875,0.0,-23.414451952152348,-59.658641585513806,-48.30821438545453,-47.121259897055886,-84.80936126507764,8.457626342773438,1.0,0.0,-24.054318741380502,0,124.16709756854144,0.0,0.2798415088001569,0.0,-18.41080941472788,0,0.0,-47.541582825471366,10,-44.84838497784395,0.0,131859.9805027646,0.0,-60.04421474424889,2.701156579555641,-41.29808537573437,0.3969278639342607,10,0.0,-34.55549426214532,0.12573935301043032,7677.1220703125,0.0,-23.039041985257665,0.0,10,-28.46558937497852,10,-45.01037486267764,0.0,0.0,10,-19.22137611516754,10,0.0,0.08748460704068059,122413.34798790135,10,-9.660711745931373,0.25588839702109295,-23.274055493036677,0,10,0.3196135067907843,0,0.0,0,423.5471789583696,3.29499614318039,1394.7851146262165,152290.96966396374,0.0,-60.512035444827035,71395.16643562524,-85.12670116355734,-33.60045356481345,234000,-17.712529625815282,0,10,-34.49748131950058,162647.7248666025,-24.624530702697108,-12.848014508599144,0,0.0,-24.617298254351887
0.0,0.0,0,-17.69051654084242,-40.04424775394126,-10.376848674923236,0.0,0.2,0,0.12,-9.105123845754049,-7187.59619140625,-10.115645666393458,10,0.0,769.2827191413414,0,-33.01945855519407,-77.65863054295343,0.2,7720.909467857255,6367.1337890625,0.0,32467.96627631776,-39.43190680047109,-39.428061342481605,-38.01142691911443,-71.33674773524973,8.11760425567627,1.0,0.0,3216.136279298752,0,-16.838806661829977,0.0,0.4048282633957235,0.0,-5.303976422602291,0,0.0,-38.653119946802995,10,-25.566318490867154,0.0,162284.17221807255,0.0,-39.89767020619543,0.1816721756826108,-37.25005766124699,9750.610439022517,10,0.0,-9.813583466143962,2.1189411015301762,7315.2470703125,0.0,-16.830607832277146,0.0,10,-19.478720199250706,10,-26.841808159634912,0.0,0.0,10,-15.89927733686847,10,0.0,2.3835851925691154,131066.98819809705,10,-8.378959113273082,1.2390801436789394,-14.703806901588772,0,10,0.5439596388595874,0,0.0,0,0.5584328604949934,0.48455583960993154,-15.93082111033472,181124.7775118946,0.0,-40.8666308109574,82164.09908812563,-79.84322248800387,-38.111128452165325,273000,-19.497005026469356,0,10,-42.04330549123482,192724.2041449983,-38.39781312922059,-15.228015176760671,0,0.0,-20.614305215143
0.0,0.0,0,-24.458445518255992,-30.398167952187755,-22.037949988660696,0.0,0.0,0,0.16,-11.870018841245235,-8465.390625,-21.135228746758152,10,0.0,-16.052124675287757,0,-53.47513601717079,-74.6150991997876,0.2,4483.407644648556,15004.2548828125,0.0,-27.000265167354495,-42.871920822836394,-62.69524402271374,-56.77858239849138,-73.35623899812266,7.810532569885254,1.0,0.0,-30.105013609247408,0,-22.689002926368325,0.0,3.2157316721243405,0.0,-10.498831222833521,0,0.0,-58.74562244947134,10,-50.146371232287315,0.0,181552.52524192308,0.0,-47.89766250217409,0.7960549314372649,-36.29570105833253,2.6219864293290605,10,0.0,-19.30332554492484,1.0184119728402805,19659.650390625,0.0,-10.769963021452426,0.0,10,-22.649444441114532,10,-52.10638982311125,0.0,0.0,10,215.02571611916056,10,0.0,1.019461509664244,137406.68829876083,10,82.67410420766353,0.26038166938606644,-25.671720501978506,0,10,1.8388914346715266,0,0.0,0,1.159999490993277,261.11493072565594,-21.120664413404715,188973.59896068927,0.0,-52.393992076760064,92415.10950135035,-76.47631070943508,-29.89287452464451,312000,-16.075162519766614,0,10,-30.730422834394375,195785.1501399011,-35.410245418642255,705.3154053323195,0,0.6,-29.098524810655004
0.0,0.0,0,-55.54142843396019,-32.21756446266633,-20.718620023924302,0.0,0.0,0,0.2,-22.54520006842408,-8777.955078125,-18.356994648821356,10,0.0,-15.8450950977108,0,-49.36875079978894,-60.5647266520826,0.2,5607.243944933043,6814.33935546875,0.0,-27.236026873588543,-57.67910471722689,-62.30462765404797,-55.732083762589575,-59.9806972990991,7.3150835037231445,1.0,0.0,-29.379883444053235,0,-47.09097194662609,0.0,3.359816545989852,0.0,-9.47654596391951,0,0.0,-58.44399307767659,10,-45.35568815975588,0.0,200377.58124187478,0.0,-62.711886090491284,1.0054921762957205,-30.686058813916226,1.399273227847912,10,0.0,-16.396276306256684,1.0406400356089383,7072.3642578125,0.0,-21.40163817490642,0.0,10,-30.16274207273579,10,-47.38915267131036,0.0,0.0,10,-19.52708195788559,10,0.0,0.4677025171850293,147176.98676975,10,-10.339398167624356,0.39412213856833594,-22.18472937931959,0,10,1.933543110956835,0,0.0,0,6.61582747465165,0.947058343519395,-36.834551849471964,210651.2489291355,0.0,-69.77748409843473,101060.5158654244,-61.4418657117764,-31.446191990320518,351000,-16.987555282622793,0,10,-32.67752376040688,218332.11227792775,-30.815177854997632,-17.91209216488416,0,1.0,-27.205125521544527
0.0,0.0,0,-45.89732686165561,-51.7100782198829,-12.593094649608465,0.0,0.0,0,0.1,-22.062812031718853,-9837.111328125,-12.253002913611072,10,0.0,-14.387739947021753,0,-64.84982567389422,189.83858899664105,0.2,3707.8534543234987,10481.5390625,0.0,-26.72901616086107,-59.01115180546542,-65.50141072868249,-49.765046386192914,1339.986731162739,7.39375638961792,1.0,0.0,-26.89882858233405,0,-45.356301358694985,0.0,0.9005446504672675,0.0,-6.277390039198594,0,0.0,-57.60403765933614,10,-45.034006615324884,0.0,246018.9512886028,0.0,-60.8775624319774,0.17098193948524343,112.65707335929626,0.12399427905905017,10,0.0,-12.026236638416862,4.941266186407594,10740.6279296875,0.0,-23.680817048920645,0.0,10,-27.844742662528905,10,-57.2564548953636,0.0,0.0,10,-20.503874155692113,10,0.0,422.9908311112312,156654.0312509619,10,-9.97054054703243,0.506680143627598,-23.980124364429795,0,10,4.0621849579661475,0,0.0,0,0.39764296210746614,1.946790492227603,-44.44998505383094,253703.7784608609,0.0,-62.406302880497826,117024.82075556547,-77.07437057441446,-50.99283431322171,390000,-25.628542037569208,0,10,-52.63569852570619,258537.35611168033,-27.123958260974593,-17.14026105737158,0,0.0,-27.813449557268008
