basketball-v1/Iteration,ped-insert-side-v1/MaxReturn,Average/Iteration,GaussianMLPPolicy/KLBefore,pick-place-v1/NumTrajs,basketball-v1/NumTrajs,door-v1/MaxReturn,sweep-v1/Iteration,GaussianMLPPolicy/LossBefore,drawer-close-v1/MaxReturn,push-v1/StdReturn,ped-insert-side-v1/MinReturn,ped-insert-side-v1/AverageReturn,pick-place-v1/AverageReturn,button-press-topdown-v1/MaxReturn,push-v1/Iteration,push-v1/MaxReturn,reach-v1/CompletionRate,sweep-v1/CompletionRate,door-v1/SuccessRate,push-v1/CompletionRate,push-v1/MinReturn,button-press-topdown-v1/Iteration,sweep-v1/NumTrajs,window-open-v1/NumTrajs,ped-insert-side-v1/NumTrajs,drawer-close-v1/AverageReturn,push-v1/AverageReturn,pick-place-v1/AverageDiscountedReturn,button-press-topdown-v1/SuccessRate,pick-place-v1/StdReturn,window-open-v1/MinReturn,TotalEnvSteps,push-v1/SuccessRate,push-v1/NumTrajs,basketball-v1/MaxReturn,door-v1/CompletionRate,door-v1/Iteration,sweep-v1/StdReturn,basketball-v1/CompletionRate,Average/CompletionRate,window-open-v1/Iteration,sweep-v1/MinReturn,GaussianMLPPolicy/Entropy,window-open-v1/AverageReturn,door-v1/StdReturn,ped-insert-side-v1/CompletionRate,basketball-v1/AverageReturn,button-press-topdown-v1/AverageReturn,Average/AverageReturn,drawer-close-v1/Iteration,reach-v1/MaxReturn,reach-v1/Iteration,reach-v1/StdReturn,Average/StdReturn,GaussianMLPPolicy/dLoss,drawer-close-v1/NumTrajs,basketball-v1/SuccessRate,reach-v1/MinReturn,sweep-v1/MaxReturn,pick-place-v1/SuccessRate,door-v1/NumTrajs,ped-insert-side-v1/Iteration,button-press-topdown-v1/StdReturn,PolicyExecTime,window-open-v1/MaxReturn,window-open-v1/CompletionRate,Average/MaxReturn,basketball-v1/StdReturn,drawer-close-v1/CompletionRate,door-v1/MinReturn,Average/NumTrajs,button-press-topdown-v1/AverageDiscountedReturn,basketball-v1/AverageDiscountedReturn,Average/SuccessRate,pick-place-v1/CompletionRate,EnvExecTime,sweep-v1/AverageDiscountedReturn,push-v1/AverageDiscountedReturn,window-open-v1/AverageDiscountedReturn,door-v1/AverageDiscountedReturn,sweep-v1/SuccessRate,GaussianMLPPolicy/LossAfter,sweep-v1/AverageReturn,pick-place-v1/MaxReturn,window-open-v1/StdReturn,window-open-v1/SuccessRate,reach-v1/AverageDiscountedReturn,button-press-topdown-v1/NumTrajs,GaussianMLPPolicy/KLAfter,drawer-close-v1/MinReturn,button-press-topdown-v1/MinReturn,door-v1/AverageReturn,ped-insert-side-v1/StdReturn,drawer-close-v1/SuccessRate,reach-v1/SuccessRate,pick-place-v1/Iteration,pick-place-v1/MinReturn,drawer-close-v1/StdReturn,button-press-topdown-v1/CompletionRate,ped-insert-side-v1/SuccessRate,Average/MinReturn,reach-v1/AverageReturn,basketball-v1/MinReturn,ped-insert-side-v1/AverageDiscountedReturn,Average/AverageDiscountedReturn,Iteration,drawer-close-v1/AverageDiscountedReturn,reach-v1/NumTrajs,ProcessExecTime
0,-10.169291421772835,0,0.0,30,10,-16.497864022157255,0,-0.011754137463867664,-9.899438233683451,1.6448561121648992,-16.845031401135383,-13.243866711282408,-17.489884875962318,-29.70073287483617,0,-12.635472285073236,1.0,1.0,0.0,1.0,-18.91900345762042,0,20,10,10,-12.429726311863075,-15.51368456217158,-10.927801677537751,0.0,2.650387120916866,-25.808311282591056,40000,0.0,40,-11.642823567947126,1.0,0,1.2491701636189518,1.0,1.0,0,-17.996843133618246,5.6657185554504395,-18.87520693275542,3.4263584935173013,1.0,-17.11334740749691,-33.95151746367972,1309.3572548454947,0,11279.838298780296,0,1315.55125705342,3202.358140835814,0.0057772425934672356,10,0.0,6819.727240320875,-13.119545943731632,0.0,20,0,2.824240286231168,0.09951305389404297,-13.28965230768543,1.0,11279.838298780296,2.397039025400622,1.0,-27.873180383011267,200,-21.55690300717628,-10.685811716360869,0.0,1.0,0.768263578414917,-10.125793202593156,-9.97137827110501,-11.976685630002539,-13.756583681774117,0.0,-0.0175313800573349,-15.759105049844342,-12.768517319445058,3.2191381843689566,0.0,5578.707770964318,20,0.005927653051912785,-14.249650645348494,-38.81872774539666,-21.686181354659194,1.8450167190047033,0.0,0.0,0,-22.73151008950692,1.3244098589222906,1.0,0.0,-38.81872774539666,8835.375081628743,-19.873653896714867,-8.327828345639379,826.6830008332795,0,-7.925492635242146,30,0.027074337005615234
1,-11.229110931700824,1,0.0,-1,80,-1,1,-0.0007100315997377038,-9.796424586858096,1.0914846445463557,-17.260477153585725,-13.884173170622798,-1,-29.93500763709595,1,-13.606058873401741,1.0,1.0,-1,1.0,-17.394180052445186,1,10,30,20,-11.486899282661113,-15.233455260508048,-1.0,0.0,-1,-26.079756992318174,80000,0.0,10,-11.7894881102131,-1,-1,1.5429454298856766,1.0,1.0,1,-18.725277305648873,5.666734218597412,-15.977176331275347,-1,1.0,-16.136153514866624,-32.35323200346142,997.7675139100407,1,12434.28265503269,1,1508.5225011575517,3079.055901693206,0.008773444569669664,20,0.0,6836.590343222451,-13.97636407076793,-1,-1,1,1.6431558072038812,0.14768171310424805,-7.503923442414564,1.0,12434.28265503269,2.3323805622701106,1.0,-1,200,-20.59374759948582,-10.19252697457874,0.0,-1,1.2747538089752197,-10.350809042276792,-9.801370434281477,-10.119970234229102,-1.0,0.0,-0.009483476169407368,-16.080186709992272,-1,5.227041708167594,0.0,6297.443596950188,10,0.007015175186097622,-13.541392666983512,-35.14961766896867,-1,1.451916414934316,0.0,0.0,-1,-1,1.0020875069248303,1.0,0.0,-35.14961766896867,10123.390027097052,-20.309522562861567,-8.754280149609167,620.497860623952,1,-7.387683773378019,20,0.03016066551208496
2,-9.60680082109209,2,0.0,10,30,-15.938760101044322,2,0.008766844868659973,-9.22290298568608,-1,-17.566432309256342,-12.935373426846532,-14.896185188212609,-29.748569461773503,-1,-1,1.0,1.0,0.0,-1,-1,2,30,-1,30,-11.640165980368344,-1,-9.487053290045358,0.0,0.9823662607049429,-1,120000,-1,-1,-10.781982806386392,1.0,2,1.4680102007309266,1.0,1.0,-1,-18.714876366936995,5.684500217437744,-1,3.35609490743873,1.0,-15.90982477858906,-33.58668199166327,503.8507240303464,2,12773.27860653909,2,1221.349922018429,2289.689201086133,0.008272444014437497,30,0.0,8130.4113837244,-13.24937655552654,0.0,40,2,2.787550529369776,0.1282041072845459,-1,-1,12773.27860653909,2.305913836161157,1.0,-28.015429554131217,200,-21.395464227014358,-10.105418581372202,0.0,1.0,1.4764213562011719,-9.94224793228989,-1.0,-1.0,-13.741088309181217,0.0,0.0004944008542224765,-15.398298852332063,-13.779511376045676,-1,-1,6477.289208558206,20,0.008619174361228943,-14.733950067979695,-39.371839658509145,-21.58729736986647,1.9837199289823846,0.0,0.0,2,-16.940679822984904,1.6767341275736247,1.0,0.0,-39.371839658509145,10413.08420837234,-20.40463002493685,-8.187047018762371,313.13676862964536,2,-7.535786795741905,10,0.046510934829711914
3,-9.754913576897435,3,0.0,30,10,-16.222523985997643,3,-0.004132511094212532,-9.856188124485927,1.3503124341744022,-16.589036266988284,-12.965554823350226,-14.61952896226725,-28.47263131419271,3,-12.129405668385496,-1,1.0,0.0,1.0,-18.419516447745387,3,20,10,40,-11.490388035137546,-15.112328797674872,-9.37220451434223,0.0,1.3227856575790804,-23.23067792695295,160000,0.0,40,-11.39880691266544,1.0,3,1.3428797182156225,1.0,1.0,3,-18.02081570062128,5.678168773651123,-17.94901981743343,2.3182363106579054,1.0,-13.91591340859507,-33.07027258305184,-16.44551561456956,3,-1,-1,-1,5.156951144163581,0.00775358360260725,10,0.0,-1,-12.858950477624795,0.0,30,3,2.6698686826564133,0.13386845588684082,-9.71375742328535,1.0,-9.71375742328535,1.4238682549914667,1.0,-26.04311061672674,200,-21.262129322649187,-8.916555404038377,0.0,1.0,1.1201279163360596,-9.909740082700743,-9.780141643306106,-11.483034180147744,-13.970139324720622,0.0,-0.011886094696819782,-15.334606751408344,-12.104224851187325,3.4953688289134726,0.0,-1.0,10,0.008191747590899467,-14.270915726297012,-36.37784598842641,-21.881794524484828,1.6160052466280665,0.0,-1,3,-17.014746578671627,1.231352859589941,1.0,0.0,-36.37784598842641,-1,-16.395079550637295,-8.186451788225293,-10.539883284605935,3,-7.423061376567793,-1,0.021686553955078125
4,-8.743353003893086,4,0.0,20,40,-15.115018960622058,-1,0.003308734390884638,-9.349698595401714,1.3955815198264987,-17.465536274471212,-12.814633237021203,-14.845991115088108,-25.526746202119373,4,-10.592595952355719,1.0,-1,0.0,1.0,-14.919225472502335,4,-1,10,70,-11.102087876136924,-12.683262793348435,-9.550834185420817,0.0,1.8918379831297243,-21.01819277607433,200000,0.0,10,-11.679320833481441,1.0,4,-1,1.0,1.0,4,-1,5.686700344085693,-13.29094387565099,2.8246684126005075,1.0,-15.036892382953251,-31.06782053406973,481.7511309812151,4,11364.969689879608,4,872.1647633227859,2174.5207441444345,0.008454020135104656,10,0.0,8423.851424843035,-1,0.0,20,4,2.422398326149974,0.2808089256286621,-7.0247315630032325,1.0,11364.969689879608,2.143262773082533,1.0,-24.875592598291693,200,-20.114015587812197,-9.658359161148601,0.0,1.0,1.5530915260314941,-1.0,-8.43372340978935,-8.559397695509253,-12.6845563263747,-1,-0.005145285744220018,-1,-9.937027911360826,4.44947420919059,0.0,6159.121728586431,10,0.00722913583740592,-13.39747624181868,-33.90835952531708,-19.669525129941853,1.8487158788483937,0.0,0.0,4,-19.332973654754618,1.2387622100625768,1.0,0.0,-33.90835952531708,9922.047769384528,-20.08318389238601,-8.145055694165942,298.7328962823993,4,-7.237058717988765,10,0.022198915481567383
5,-10.888090327591598,5,0.0,30,10,-14.480453252668148,5,0.0016790858935564756,-8.192111434060473,1.4544789871334478,-14.989790241088471,-13.044856222828178,-15.165483181567053,-23.910421511108968,5,-11.824933441800251,-1,1.0,0.0,1.0,-17.481168984319265,5,30,-1,10,-10.508299744630568,-14.389791790952545,-9.642337222831149,0.0,2.5724324120829536,-1,240000,0.0,30,-13.494472130295687,1.0,5,1.093649743447837,1.0,1.0,-1,-17.153872119984563,5.692437171936035,-1,2.4837461019431397,1.0,-15.223384384651894,-28.38576906783957,-15.879949658129677,5,-1,-1,-1,5.258248610651799,0.00937964697368443,40,0.0,-1,-13.027036726557611,0.0,30,5,2.3797267052569935,0.1622755527496338,-1,-1,-8.192111434060473,0.9735414762022476,1.0,-25.480984964965046,200,-18.55167953925878,-9.830971238339458,0.0,1.0,1.4666647911071777,-9.631354836454427,-9.36711591136387,-1.0,-12.37733484266723,0.0,-0.0077005610801279545,-14.794671924176972,-10.297450038953446,-1,-1,-1.0,20,0.007042442448437214,-14.023360364755016,-32.48145540987942,-19.158724916940788,1.3279942525079869,0.0,-1,5,-20.48052192435662,1.580824717852729,1.0,0.0,-32.48145540987942,-1,-16.93502498436287,-8.297738787448154,-10.297212320544286,5,-6.914437216657634,-1,0.023133039474487305
-1,-8.36482745277406,6,0.0,-1,-1,-12.839911980510664,6,-0.02586604654788971,-7.8654167918418505,1.3167666829582823,-16.28750339104287,-12.576743482345535,-1,-23.887438709514537,6,-13.268653743624453,1.0,1.0,0.0,1.0,-17.970363661629573,6,20,10,10,-10.057409339911876,-15.420780668942612,-1.0,0.0,-1,-18.545800935991725,280000,0.0,20,-1,1.0,6,1.8824839321816027,-1,1.0,6,-18.05178166828901,5.657469749450684,20.120844206825847,2.8504819635834813,1.0,-1,-28.117569339713803,1211.7840098743648,6,14250.500688018721,6,1330.467358798276,3705.3446380899554,0.009054135531187057,40,-1,9087.234196707166,-10.033441141837546,-1,40,6,2.70990745574962,0.13621282577514648,325.7825608107022,1.0,14250.500688018721,-1,1.0,-24.422831274901625,200,-18.43526274945888,-1.0,0.0,-1,1.6601428985595703,-8.88159667230071,-9.913294713690721,4.639343518762038,-11.884804098521773,0.0,-0.03492018207907677,-13.381318225546687,-1,101.92515227257172,0.0,7425.828689706961,40,0.0070897117257118225,-13.874471171995998,-33.36453216782556,-18.225318423186668,2.718549900139972,0.0,0.0,-1,-1,1.5077033226980592,1.0,0.0,-33.36453216782556,12255.670741481521,-1,-7.904100243289986,733.140722658352,6,-6.677029839612234,20,0.023422956466674805
7,-10.484538289605418,7,0.0,10,20,-13.633213482427708,7,0.013446889817714691,-7.78544669770913,1.0811223728576822,-17.755909015350515,-13.661200191778317,-16.792825837932345,-22.49242936455085,7,-11.472793576752336,1.0,1.0,0.0,1.0,-15.046089958306553,7,30,30,10,-9.68228121367425,-12.986380536650938,-10.863193753328611,0.0,3.2064286289362274,-22.945106258122475,320000,0.0,10,-11.768978280306037,1.0,7,1.826292243976358,1.0,1.0,7,-17.84755043518056,5.6762871742248535,80.0915373484269,1.9735769479926506,1.0,-14.958583084079567,-27.76457500518031,488.2910455302985,7,12841.291854927938,7,2160.2494638202556,2194.700288280156,0.011547800851985812,20,0.0,6126.017842012054,-11.880976322163576,0.0,30,7,2.42114163363484,0.18578696250915527,1726.3928225427353,1.0,12841.291854927938,1.70996590678804,1.0,-21.832117236604375,200,-18.329059057391774,-9.639693667620886,0.0,1.0,1.4078686237335205,-9.510023070368401,-8.62897914798279,43.78178760175256,-11.817896883169317,0.0,0.001899088965728879,-14.522312584770974,-11.07785247839906,361.0813174916194,0.0,6061.370005062706,30,0.006883062422275543,-13.853780538342773,-32.01326261072111,-17.957593281790466,1.964329236684577,0.0,0.0,7,-21.182322878127763,1.7210451298198137,1.0,0.0,-32.01326261072111,9799.001876337785,-18.078908829247105,-8.604221119942796,300.6765990018495,7,-6.41833472084398,10,0.022736310958862305
-1,-1,8,0.0,30,-1,-14.002238087486603,8,-0.011197305284440517,-7.960109687696949,0.9146858171653893,-1,-1,-14.838284418654528,-22.9827995578175,8,-13.564839789275334,1.0,1.0,0.0,1.0,-16.28775874412853,8,30,10,-1,-9.812507017762305,-15.012491107160272,-9.548682779349289,0.0,2.105546386445642,-20.634840828473948,360000,0.0,20,-1,1.0,8,1.517995661459722,-1,1.0,8,-16.187107325363982,5.667006492614746,-13.148326139679032,2.2018947772763395,-1,-1,-26.316361094807732,1773.7213461729925,8,15601.369595880296,8,1442.9618672811143,4298.211954718872,0.010240153409540653,20,-1,9331.036583106426,-11.091542882082491,0.0,30,-1,2.2095059993304957,0.0839836597442627,-7.942801722514558,1.0,15601.369595880296,-1,1.0,-21.729489770115883,200,-17.444767590197063,-1.0,0.0,1.0,1.0077292919158936,-9.031412001282977,-9.79490451287097,-8.627271518941399,-11.92664275772663,0.0,-0.02143745869398117,-13.684032870025977,-10.983634276970564,3.882984951751525,0.0,7215.273389553475,30,0.006638033781200647,-14.413266087502103,-30.514918658147163,-18.069995311487506,-1,0.0,0.0,8,-19.243015574037805,1.7391933752122304,1.0,-1,-30.514918658147163,11918.650422311435,-1,-1.0,1073.0364495291908,8,-6.509791073130428,30,0.017232418060302734
9,-10.280650465005053,9,0.0,30,10,-13.718825975788292,9,0.0008239404996857047,-7.838516773431071,0.8172835670256845,-16.07106200890965,-12.699545016335566,-15.117277064154793,-21.517317732105706,9,-11.25200051235858,1.0,1.0,0.0,1.0,-13.673749892166354,9,50,-1,40,-9.554862451075119,-12.218776912817864,-9.630422504907319,0.0,2.2179453046860576,-1,400000,0.0,10,-11.171728572535566,1.0,9,1.457401082829259,1.0,1.0,-1,-16.06202120101114,5.672847747802734,-1,1.995210033588976,1.0,-14.234113013394369,-25.70722694143469,1138.8786782949705,9,14766.531608260206,9,1707.0598101361034,3502.4129691753797,0.010623858659528196,10,0.0,8058.284194782633,-9.97839611148902,0.0,10,9,2.517112800334206,0.0971674919128418,-1,-1,14766.531608260206,2.1387762626249693,1.0,-21.117241846231742,200,-17.188853246239944,-9.177234684033518,0.0,1.0,1.056894063949585,-8.544271208311084,-8.231519062759318,-1.0,-10.773752820674387,0.0,-0.009799918159842491,-12.75453481663496,-10.952787782584139,-1,-1,7040.350184765024,20,0.006873672362416983,-12.601962628501607,-29.439362389417468,-16.196548355028522,1.414015500170285,0.0,0.0,9,-19.84386457857517,1.279343116454787,1.0,0.0,-29.439362389417468,11520.557502927788,-17.9850440363763,-8.049111464010352,695.3973975456673,9,-6.383136144437146,20,0.023917675018310547
