MetaTest/Average/EpisodeMeanMinGraspReward,MetaTest/Average/GraspSuccessRate,pick-place-v2/AverageReturn,GaussianMLPPolicy/dLoss,GaussianMLPPolicy/KLAfter,Average/EpisodeMeanInPlaceReward,GaussianMLPPolicy/LossAfter,Average/NumEpisodes,MetaTest/pick-place-v2/MaxReward,MetaTest/pick-place-v2/AverageDiscountedReturn,pick-place-v2/StdReturn,pick-place-v2/SuccessRate,Average/MaxReturn,MetaTest/pick-place-v2/EpisodeMeanMinInPlaceReward,pick-place-v2/EpisodeMeanMaxInPlaceReward,Average/Iteration,MetaTest/pick-place-v2/Iteration,MetaTest/Average/MaxReward,MetaTest/pick-place-v2/EpisodeMeanMaxGraspReward,MetaTest/Average/NearObject,MetaTest/Average/EpisodeMeanGraspReward,TotalEnvSteps,MetaTest/Average/EpisodeMeanMinInPlaceReward,Average/EpisodeMeanMaxInPlaceReward,MetaTest/pick-place-v2/EpisodeMeanMinGraspReward,MetaTest/pick-place-v2/GraspSuccessRate,MetaTest/pick-place-v2/NumEpisodes,pick-place-v2/NumEpisodes,Iteration,Average/TerminationRate,pick-place-v2/MinReward,pick-place-v2/EpisodeMeanMaxGraspReward,Average/StdReturn,MetaTest/pick-place-v2/EpisodeMeanInPlaceReward,MetaTest/pick-place-v2/StdReturn,Average/AverageReturn,MetaTest/pick-place-v2/EpisodeMeanGraspReward,MetaTest/pick-place-v2/EpisodeMeanMaxInPlaceReward,MetaTest/Average/StdReturn,Average/MinReward,MetaTest/Average/TerminationRate,pick-place-v2/EpisodeMeanMinGraspReward,MetaTest/pick-place-v2/MinReward,Average/MaxReward,MetaTest/Average/EpisodeMeanMaxGraspReward,pick-place-v2/NearObject,Average/NearObject,pick-place-v2/MaxReturn,pick-place-v2/TerminationRate,pick-place-v2/MaxReward,MetaTest/Average/MaxReturn,MetaTest/Average/AverageReturn,MetaTest/pick-place-v2/MaxReturn,MetaTest/pick-place-v2/MinReturn,MetaTest/Average/MinReturn,pick-place-v2/GraspSuccessRate,MetaTest/pick-place-v2/AverageReturn,MetaTest/Average/Iteration,Average/EpisodeMeanMinInPlaceReward,MetaTest/Average/EpisodeMeanMaxInPlaceReward,pick-place-v2/Iteration,pick-place-v2/AverageDiscountedReturn,Average/EpisodeMeanMaxGraspReward,Average/GraspSuccessRate,Average/EpisodeMeanMinGraspReward,Average/MinReturn,MetaTest/Average/MinReward,MetaTest/Average/SuccessRate,pick-place-v2/MinReturn,GaussianMLPPolicy/Entropy,MetaTest/pick-place-v2/TerminationRate,MetaTest/pick-place-v2/SuccessRate,MetaTest/Average/EpisodeMeanInPlaceReward,MetaTest/Average/AverageDiscountedReturn,pick-place-v2/EpisodeMeanInPlaceReward,MetaTest/Average/NumEpisodes,Average/SuccessRate,Average/EpisodeMeanGraspReward,GaussianMLPPolicy/KLBefore,pick-place-v2/EpisodeMeanGraspReward,GaussianMLPPolicy/LossBefore,MetaTest/pick-place-v2/NearObject,Average/AverageDiscountedReturn,pick-place-v2/EpisodeMeanMinInPlaceReward
1.0668949805223128e-08,0.0,2.0615301648725533,2.0742416381835938e-05,0.0006707693682983518,0.1431240890164829,3.9332244396209717,200,0.03263400650491674,2.1403549382730755,0.4574680199573157,0.0,3.639644009460894,0.12936159939430258,0.14339008680723994,0,0,0.03263400650491674,0.04181715284954695,0.0,0.004615537087652036,200000,0.12936159939430258,0.14339008680723994,1.0668949805223128e-08,0.0,1,200,0,0.0,3.59417934470201e-11,0.02530590816851884,0.4574680199573157,0.12937043433817677,0.0,2.0615301648725533,0.004615537087652036,0.12962735492178343,0.0,3.59417934470201e-11,0.0,2.4736798181123533e-05,1.0668949039195832e-08,0.05277881643129017,0.04181715284954695,0.0,0.0,3.639644009460894,0.0,0.05277881643129017,2.140354938273075,2.140354938273075,2.140354938273075,2.140354938273075,2.140354938273075,0.0,2.140354938273075,0,0.14308874217632067,0.12962735492178343,0,0.7376535990695369,0.02530590816851884,0.0,2.4736798181123533e-05,1.1585620979652007,1.0668949039195832e-08,0.0,1.1585620979652007,5.709567070007324,0.0,0.0,0.12937043433817677,2.1403549382730755,0.1431240890164829,1,0.0,0.004345746721220864,0.0,0.004345746721220864,3.9332451820373535,0.0,0.7376535990695369,0.14308874217632067
3.741787985876972e-07,0.0,2.1181077213917483,3.910064697265625e-05,0.0007142402464523911,0.14873304949708632,4.022197723388672,200,0.013147022666791288,1.8929700592756524,0.4639321930365946,0.0,3.282757002218556,0.13723846942394738,0.1490362064979581,1,1,0.013147022666791288,0.014331314132933847,0.0,0.003946822541782179,400000,0.13723846942394738,0.1490362064979581,3.741787985876972e-07,0.0,1,200,1,0.0,1.53650523522273e-11,0.025810727569938217,0.4639321930365946,0.13725923011958388,0.0,2.1181077213917483,0.003946822541782179,0.13760387063252355,0.0,1.53650523522273e-11,0.0,2.8354651704244698e-05,3.7417792111526224e-07,0.04750976849028921,0.014331314132933847,0.0,0.0,3.282757002218556,0.0,0.04750976849028921,1.8929700592756518,1.8929700592756518,1.8929700592756518,1.8929700592756518,1.8929700592756518,0.0,1.8929700592756518,1,0.14869256778662965,0.13760387063252355,1,0.7514149676220652,0.025810727569938217,0.0,2.8354651704244698e-05,0.7554626894387334,3.7417792111526224e-07,0.0,0.7554626894387334,5.724120616912842,0.0,0.0,0.13725923011958388,1.8929700592756524,0.14873304949708632,1,0.0,0.00446318236572171,0.0,0.00446318236572171,4.0222368240356445,0.0,0.7514149676220652,0.14869256778662965
5.385306217423549e-08,0.0,1.9689019612084149,3.552436828613281e-05,0.00028104367083869874,0.14086297768989292,3.8652732372283936,200,0.027180676556335128,2.5733829961419556,0.4866809130310169,0.0,4.022726125414947,0.13148942087821247,0.1411406528591358,2,2,0.027180676556335128,0.03312722421882693,0.0,0.00557422874949094,600000,0.13148942087821247,0.1411406528591358,5.385306217423549e-08,0.0,1,200,2,0.0,9.048165171740442e-11,0.02324434710204794,0.4866809130310169,0.131514740670124,0.0,1.9689019612084149,0.00557422874949094,0.13173101608236076,0.0,9.048165171740442e-11,0.0,2.1420654199864346e-05,5.385304302267222e-08,0.04894963769416542,0.03312722421882693,0.0,0.0,4.022726125414947,0.0,0.04894963769416542,2.5733829961419517,2.5733829961419517,2.5733829961419517,2.5733829961419517,2.5733829961419517,0.0,2.5733829961419517,2,0.14083165305148693,0.13173101608236076,2,0.6910443437187713,0.02324434710204794,0.0,2.1420654199864346e-05,0.9678964839588096,5.385304302267222e-08,0.0,0.9678964839588096,5.712280750274658,0.0,0.0,0.131514740670124,2.5733829961419556,0.14086297768989292,1,0.0,0.0041425370808225274,0.0,0.0041425370808225274,3.8653087615966797,0.0,0.6910443437187713,0.14083165305148693
7.384527619874281e-07,0.0,2.0774292708070954,8.535385131835938e-05,0.00045846932334825397,0.1415090145301436,3.955374240875244,200,0.038795947716211525,2.2097893604333785,0.6776008949373125,0.0,6.220689665661165,0.13896170993173884,0.14180912890300623,3,3,0.038795947716211525,0.05105841989340247,0.0,0.004807656725403074,800000,0.13896170993173884,0.14180912890300623,7.384527619874281e-07,0.0,1,200,3,0.0,1.3811914143195852e-11,0.02578067237568842,0.6776008949373125,0.13899969975330512,0.0,2.0774292708070954,0.004807656725403074,0.13913825060910434,0.0,1.3811914143195852e-11,0.0,1.393547333849725e-05,7.38449384051627e-07,0.09980683942035942,0.05105841989340247,0.0,0.0,6.220689665661165,0.0,0.09980683942035942,2.2097893604333794,2.2097893604333794,2.2097893604333794,2.2097893604333794,2.2097893604333794,0.0,2.2097893604333794,3,0.14147782657920122,0.13913825060910434,3,0.7356343037982488,0.02578067237568842,0.0,1.393547333849725e-05,0.8741763101332518,7.38449384051627e-07,0.0,0.8741763101332518,5.707214832305908,0.0,0.0,0.13899969975330512,2.2097893604333785,0.1415090145301436,1,0.0,0.004438406454465642,0.0,0.004438406454465642,3.9554595947265625,0.0,0.7356343037982488,0.14147782657920122
8.502341483142771e-07,0.0,2.1535132561839396,2.09808349609375e-05,0.0002818735083565116,0.14884967841059893,3.92020845413208,200,0.014828879650439792,2.8124829357958183,0.4893770665074422,0.0,4.521059611200486,0.1439892865524147,0.14913345026360605,4,4,0.014828879650439792,0.016262061837814167,0.0,0.005897536894476847,1000000,0.1439892865524147,0.14913345026360605,8.502341483142771e-07,0.0,1,200,4,0.0,2.1835764973558377e-11,0.027896015631008,0.4893770665074422,0.14401849697628985,0.0,2.1535132561839396,0.005897536894476847,0.14442737072269288,0.0,2.1835764973558377e-11,0.0,1.6427502801519682e-05,8.502298514361587e-07,0.04928382183883398,0.016262061837814167,0.0,0.0,4.521059611200486,0.0,0.04928382183883398,2.8124829357958188,2.8124829357958188,2.8124829357958188,2.8124829357958188,2.8124829357958188,0.0,2.8124829357958188,4,0.14880667923748442,0.14442737072269288,4,0.8290343060738473,0.027896015631008,0.0,1.6427502801519682e-05,1.1001394051519182,8.502298514361587e-07,0.0,1.1001394051519182,5.7113142013549805,0.0,0.0,0.14401849697628985,2.8124829357958183,0.14884967841059893,1,0.0,0.004563695534724362,0.0,0.004563695534724362,3.920229434967041,0.0,0.8290343060738473,0.14880667923748442
1.8908761744190122e-08,0.0,2.1949081844510694,5.245208740234375e-05,0.00045674998546019197,0.14701877900042729,4.0115861892700195,200,0.03168592369003371,2.563013683946005,0.7310852156240231,0.0,6.486686371217394,0.14174575089655217,0.14733572598806513,5,5,0.03168592369003371,0.0392063664032678,0.0,0.005504526944054554,1200000,0.14174575089655217,0.14733572598806513,1.8908761744190122e-08,0.0,1,200,5,0.0,7.071478250318713e-12,0.02545213541921652,0.7310852156240231,0.14176913215664,0.0,2.1949081844510694,0.005504526944054554,0.14194634657423572,0.0,7.071478250318713e-12,0.0,1.2836674574395895e-05,1.8908759579683525e-08,0.06762713145496113,0.0392063664032678,0.0,0.0,6.486686371217394,0.0,0.06762713145496113,2.563013683946001,2.563013683946001,2.563013683946001,2.563013683946001,2.563013683946001,0.0,2.563013683946001,5,0.14697964787635295,0.14194634657423572,5,0.7865476752746239,0.02545213541921652,0.0,1.2836674574395895e-05,1.1056848947094253,1.8908759579683525e-08,0.0,1.1056848947094253,5.713240623474121,0.0,0.0,0.14176913215664,2.563013683946005,0.14701877900042729,1,0.0,0.004662693814042786,0.0,0.004662693814042786,4.011638641357422,0.0,0.7865476752746239,0.14697964787635295
7.447209226005192e-07,0.0,2.5498031569867963,0.00017786026000976562,0.00072675064438954,0.14303822236994035,4.194563388824463,200,0.030355666935649863,1.9589033778394942,0.8050757972485666,0.0,6.3274330158780625,0.15483140389911482,0.14330650961132044,6,6,0.030355666935649863,0.03637990852060326,0.0,0.004141534771726378,1400000,0.15483140389911482,0.14330650961132044,7.447209226005192e-07,0.0,1,200,6,0.0,1.458392148873943e-11,0.03607860311943988,0.8050757972485666,0.15488287157073555,0.0,2.5498031569867963,0.004141534771726378,0.15502374689931356,0.0,1.458392148873943e-11,0.0,2.60545128140293e-05,7.447178954512926e-07,0.0994089786815602,0.03637990852060326,0.0,0.0,6.3274330158780625,0.0,0.0994089786815602,1.9589033778394944,1.9589033778394944,1.9589033778394944,1.9589033778394944,1.9589033778394944,0.0,1.9589033778394944,6,0.14300558796100535,0.15502374689931356,6,1.0225518759654297,0.03607860311943988,0.0,2.60545128140293e-05,0.985028622469426,7.447178954512926e-07,0.0,0.985028622469426,5.698519229888916,0.0,0.0,0.15488287157073555,1.9589033778394942,0.14303822236994035,1,0.0,0.0055261949705029,0.0,0.0055261949705029,4.194741249084473,0.0,1.0225518759654297,0.14300558796100535
6.576905586353489e-11,0.0,2.5184781483816567,0.00021266937255859375,0.0010849935933947563,0.1440281070796119,4.231915473937988,200,0.014240624087622843,1.8510489464467779,0.7722957523985364,0.0,5.588322820519129,0.1413345125032236,0.14431481560258747,7,7,0.014240624087622843,0.015584305734759314,0.0,0.0038382674825047517,1600000,0.1413345125032236,0.14431481560258747,6.576905586353489e-11,0.0,1,200,7,0.0,1.8064045706542623e-11,0.036483838963094206,0.7722957523985364,0.14136506600320609,0.0,2.5184781483816567,0.0038382674825047517,0.14175303695023947,0.0,1.8064045706542623e-11,0.0,9.774879627818599e-06,6.576905583726375e-11,0.104986068832491,0.015584305734759314,0.0,0.0,5.588322820519129,0.0,0.104986068832491,1.8510489464467825,1.8510489464467825,1.8510489464467825,1.8510489464467825,1.8510489464467825,0.0,1.8510489464467825,7,0.1439946304242389,0.14175303695023947,7,0.9739866818626733,0.036483838963094206,0.0,9.774879627818599e-06,1.2218105876501633,6.576905583726375e-11,0.0,1.2218105876501633,5.7148542404174805,0.0,0.0,0.14136506600320609,1.8510489464467779,0.1440281070796119,1,0.0,0.005471772210062736,0.0,0.005471772210062736,4.232128143310547,0.0,0.9739866818626733,0.1439946304242389
4.166262753170983e-06,0.0,2.7142768495283054,5.435943603515625e-05,0.0007033859146758914,0.14653518691589368,4.449638366699219,200,0.03716489944093538,6.069314249069556,1.0406237625933625,0.0,7.412762316551321,0.1487940752368447,0.14697319267493367,8,8,0.03716489944093538,0.047199873463156135,0.0,0.013289804140293373,1800000,0.1487940752368447,0.14697319267493367,4.166262753170983e-06,0.0,1,200,8,0.0,3.649789302555512e-12,0.03814735699917124,1.0406237625933625,0.14885432172849586,0.0,2.7142768495283054,0.013289804140293373,0.14919564170856958,0.0,3.649789302555512e-12,0.0,9.460898978364173e-06,4.166163543313111e-06,0.11685288444147188,0.047199873463156135,0.0,0.0,7.412762316551321,0.0,0.11685288444147188,6.069314249069558,6.069314249069558,6.069314249069558,6.069314249069558,6.069314249069558,0.0,6.069314249069558,8,0.14631918187063295,0.14919564170856958,8,0.982542538497622,0.03814735699917124,0.0,9.460898978364173e-06,1.1322966811458295,4.166163543313111e-06,0.0,1.1322966811458295,5.734842300415039,0.0,0.0,0.14885432172849586,6.069314249069556,0.14653518691589368,1,0.0,0.0059105195992207645,0.0,0.0059105195992207645,4.449692726135254,0.0,0.982542538497622,0.14631918187063295
2.9782553694441317e-05,0.0,3.048626075218513,1.621246337890625e-05,0.0006987006636336446,0.14425815099270323,4.642321586608887,200,0.022806618243638204,2.2534421805134084,1.4921595135738113,0.0,14.439456120447543,0.14867374718510964,0.14495768795896533,9,9,0.022806618243638204,0.0262250685198956,0.0,0.004743828252701246,2000000,0.14867374718510964,0.14495768795896533,2.9782553694441317e-05,0.0,1,200,9,0.0,3.8575498271286377e-11,0.049157168971528956,1.4921595135738113,0.14869501417003045,0.0,3.048626075218513,0.004743828252701246,0.14890996543668908,0.0,3.8575498271286377e-11,0.0,1.1008059112554919e-05,2.9777476828124256e-05,0.1390517228980894,0.0262250685198956,0.01,0.01,14.439456120447543,0.0,0.1390517228980894,2.2534421805134093,2.2534421805134093,2.2534421805134093,2.2534421805134093,2.2534421805134093,0.0,2.2534421805134093,9,0.14391946428623156,0.14890996543668908,9,1.1551744566967437,0.049157168971528956,0.0,1.1008059112554919e-05,1.2542792807749013,2.9777476828124256e-05,0.0,1.2542792807749013,5.724442005157471,0.0,0.0,0.14869501417003045,2.2534421805134084,0.14425815099270323,1,0.0,0.006779503390492972,0.0,0.006779503390492972,4.642337799072266,0.0,1.1551744566967437,0.14391946428623156
