Average/MaxReward,MetaTest/Average/EpisodeMeanMaxInPlaceReward,MetaTest/push-v2/MaxReturn,MetaTest/push-v2/EpisodeMeanGraspReward,push-v2/EpisodeMeanMaxInPlaceReward,push-v2/Iteration,MetaTest/Average/NumEpisodes,push-v2/AverageDiscountedReturn,MetaTest/Average/MinReward,MetaTest/Average/GraspSuccessRate,MetaTest/Average/EpisodeMeanGraspReward,push-v2/EpisodeMeanMinInPlaceReward,Average/Iteration,MetaTest/push-v2/StdReturn,Average/NumEpisodes,Average/EpisodeMeanMaxInPlaceReward,policy/LossAfter,MetaTest/Average/EpisodeMeanMinInPlaceReward,policy/Entropy,push-v2/EpisodeMeanGraspReward,Average/StdReturn,MetaTest/push-v2/TerminationRate,MetaTest/Average/MaxReward,Average/AverageReturn,Average/EpisodeMeanMinGraspReward,push-v2/GraspSuccessRate,Average/MaxReturn,push-v2/AverageReturn,push-v2/EpisodeMeanInPlaceReward,push-v2/MaxReward,Average/EpisodeMeanInPlaceReward,Average/TerminationRate,MetaTest/push-v2/MaxReward,LinearFeatureBaseline/ExplainedVariance,MetaTest/push-v2/NumEpisodes,MetaTest/push-v2/EpisodeMeanInPlaceReward,MetaTest/push-v2/SuccessRate,push-v2/NumEpisodes,MetaTest/push-v2/EpisodeMeanMinGraspReward,MetaTest/push-v2/AverageReturn,push-v2/NearObject,push-v2/MaxReturn,push-v2/EpisodeMeanMaxGraspReward,policy/KLBefore,Average/MinReward,MetaTest/Average/MinReturn,MetaTest/Average/SuccessRate,push-v2/MinReturn,Average/SuccessRate,policy/LossBefore,MetaTest/push-v2/MinReturn,MetaTest/push-v2/GraspSuccessRate,push-v2/TerminationRate,Average/NearObject,MetaTest/Average/EpisodeMeanInPlaceReward,MetaTest/push-v2/EpisodeMeanMinInPlaceReward,push-v2/EpisodeMeanMinGraspReward,Average/EpisodeMeanMinInPlaceReward,push-v2/MinReward,Average/GraspSuccessRate,policy/dLoss,MetaTest/push-v2/Iteration,MetaTest/push-v2/NearObject,Average/EpisodeMeanMaxGraspReward,TotalEnvSteps,Average/AverageDiscountedReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/TerminationRate,MetaTest/Average/EpisodeMeanMinGraspReward,MetaTest/Average/Iteration,MetaTest/Average/AverageReturn,MetaTest/Average/MaxReturn,push-v2/SuccessRate,MetaTest/push-v2/MinReward,policy/KL,MetaTest/push-v2/EpisodeMeanMaxInPlaceReward,MetaTest/push-v2/AverageDiscountedReturn,MetaTest/push-v2/EpisodeMeanMaxGraspReward,Average/EpisodeMeanGraspReward,MetaTest/Average/StdReturn,MetaTest/Average/EpisodeMeanMaxGraspReward,MetaTest/Average/NearObject,push-v2/StdReturn,Average/MinReturn
1.5844563015775384,0.16394973890233877,413.2802243029076,0.0010816768337325803,0.16100193606586946,0,50,8.176843705122096,0.0009462830942679023,0.0,0.0010816768337325803,0.1608821951938098,0,75.42464166432043,100,0.16100193606586946,-0.01000249,0.16382736161020836,5.668267,0.0018598081918239928,35.294965719832256,0.0,10.12884712604827,22.071650816343308,0.0007573421714997068,0.0,220.47383458820457,22.071650816343308,0.16094266406741933,1.5844563015775384,0.16094266406741933,0.0,10.12884712604827,0.6880764250141196,50,0.1638893394903172,0.0,100,0.0001938176012724642,290.5396011393278,0.0,220.47383458820457,0.010715274129875432,0.0,0.00011874261582321842,16.576946492234267,0.0,0.16333334316040526,0.0,-3.460449e-05,16.576946492234267,0.0,0.0,0.0,0.1638893394903172,0.16382736161020836,0.0007573421714997068,0.1608821951938098,0.00011874261582321842,0.0,0.009967886,0,0.0,0.010715274129875432,50000,8.176843705122096,290.5396011393278,0.0,0.0001938176012724642,0,290.5396011393278,413.2802243029076,0.0,0.0009462830942679023,0.015224747,0.16394973890233877,290.5396011393278,0.011931707729400751,0.0018598081918239928,75.42464166432043,0.011931707729400751,0.0,35.294965719832256,0.16333334316040526
17.462640353318715,,,,0.15677592678582977,1,,153.18733273991162,,,,0.15666841805853085,1,,100,0.15677592678582977,-0.17373964,,5.661176,0.0015034963849732067,146.1824991961415,,,358.6404901471584,0.0006924292056068401,0.0,764.2630776247346,358.6404901471584,0.15672171492738504,17.462640353318715,0.15672171492738504,0.0,,0.6596718968301778,,,,100,,,0.0,764.2630776247346,0.012064121076673142,0.0,0.012143920227645546,,,13.482032917528306,0.0,0.0012760547,,,0.0,0.0,,,0.0006924292056068401,0.15666841805853085,0.012143920227645546,0.0,0.1750157,,,0.012064121076673142,100000,153.18733273991162,,,,,,,0.0,,0.008657003,,,,0.0015034963849732067,,,,146.1824991961415,13.482032917528306
14.479787432704182,,,,0.16085635088027303,2,,163.73369959729197,,,,0.1607254626313011,2,,100,0.16085635088027303,-0.16845787,,5.650029,0.0012628593892286765,85.10059968660535,,,364.0324751240987,0.0005608062544060679,0.0,597.649853318613,364.0324751240987,0.16078864890634129,14.479787432704182,0.16078864890634129,0.0,,0.523850650532744,,,,100,,,0.0,597.649853318613,0.009464730261277744,0.0,0.05513227269540108,,,71.92816113018637,0.0,1.0585937e-05,,,0.0,0.0,,,0.0005608062544060679,0.1607254626313011,0.05513227269540108,0.0,0.16846845,,,0.009464730261277744,150000,163.73369959729197,,,,,,,0.0,,0.008195697,,,,0.0012628593892286765,,,,85.10059968660535,71.92816113018637
18.747386074869723,,,,0.16590401490415416,3,,166.40333636374078,,,,0.16568565052523426,3,,100,0.16590401490415416,-0.15355727,,5.6389213,0.001333377631467107,104.20002046842527,,,371.968127344725,0.0006148128235924022,0.0,679.454205633521,371.968127344725,0.16580973902382012,18.747386074869723,0.16580973902382012,0.0,,0.5269419019162547,,,,100,,,0.0,679.454205633521,0.009772798190408504,0.0,0.01278640465161375,,,69.55277911692662,0.0,0.0006275,,,0.0,0.0,,,0.0006148128235924022,0.16568565052523426,0.01278640465161375,0.0,0.15418477,,,0.009772798190408504,200000,166.40333636374078,,,,,,,0.0,,0.0068349047,,,,0.001333377631467107,,,,104.20002046842527,69.55277911692662
20.762299320917613,,,,0.1645329450525597,4,,175.54222499665784,,,,0.16441018943578947,4,,100,0.1645329450525597,-0.16065578,,5.6292644,0.0013081199362182416,98.9106202078922,,,401.34470173957465,0.0006190936037819591,0.0,658.4215333467268,401.34470173957465,0.16447324895640858,20.762299320917613,0.16447324895640858,0.0,,0.5772732151176909,,,,100,,,0.0,658.4215333467268,0.00875328331495363,0.0,0.13454358120649354,,,133.07039443880586,0.0,0.002225254,,,0.0,0.0,,,0.0006190936037819591,0.16441018943578947,0.13454358120649354,0.0,0.16288103,,,0.00875328331495363,250000,175.54222499665784,,,,,,,0.0,,0.008182836,,,,0.0013081199362182416,,,,98.9106202078922,133.07039443880586
10.910881855132269,,,,0.16280468391264796,5,,173.22229956541895,,,,0.16268394567952535,5,,100,0.16280468391264796,-0.15953937,,5.6234355,0.001060719494438264,85.32318133533121,,,380.57005607830047,0.00039955646419569113,0.0,588.3307083743205,380.57005607830047,0.16274207204574304,10.910881855132269,0.16274207204574304,0.0,,0.6242109400270407,,,,100,,,0.0,588.3307083743205,0.006826035742443087,0.0,0.07939808609551731,,,105.34013410181335,0.0,-4.6484374e-06,,,0.0,0.0,,,0.00039955646419569113,0.16268394567952535,0.07939808609551731,0.0,0.15953472,,,0.006826035742443087,300000,173.22229956541895,,,,,,,0.0,,0.00680329,,,,0.001060719494438264,,,,85.32318133533121,105.34013410181335
19.53018074984981,,,,0.15772370343659603,6,,173.6921365237088,,,,0.15724041564953248,6,,100,0.15772370343659603,-0.17532144,,5.61852,0.0027079907945537244,128.88600639936809,,,378.86836140047876,0.0009040960231311217,0.0,699.1385849113685,378.86836140047876,0.15752254874569677,19.53018074984981,0.15752254874569677,0.0,,0.5503961554385548,,,,100,,,0.0,699.1385849113685,0.02552894521200584,0.0,0.006330254384345102,,,60.550326741585685,0.0,0.00063707033,,,0.0,0.0,,,0.0009040960231311217,0.15724041564953248,0.006330254384345102,0.0,0.17595851,,,0.02552894521200584,350000,173.6921365237088,,,,,,,0.0,,0.0073666787,,,,0.0027079907945537244,,,,128.88600639936809,60.550326741585685
16.348636469850263,,,,0.15773182762125898,7,,150.28751997500987,,,,0.15603537079806779,7,,100,0.15773182762125898,-0.31210074,,5.607735,0.0030814082649530342,275.89685245498913,,,371.99348847045445,0.0007714755081465437,0.0,1349.1652686436414,371.99348847045445,0.1564651507654731,16.348636469850263,0.1564651507654731,0.0,,0.6359606944661613,,,,100,,,0.0,1349.1652686436414,0.01457978105927816,0.0,0.01319252957892649,,,34.731551416144654,0.0,0.0010039454,,,0.0,0.0,,,0.0007714755081465437,0.15603537079806779,0.01319252957892649,0.0,0.3131047,,,0.01457978105927816,400000,150.28751997500987,,,,,,,0.0,,0.0068496107,,,,0.0030814082649530342,,,,275.89685245498913,34.731551416144654
22.24212985425641,,,,0.17108177606993277,8,,168.52182509343905,,,,0.15837288947176067,8,,100,0.17108177606993277,-0.2557856,,5.590993,0.010156296460799987,303.0686502196832,,,495.156793327738,0.001169253352128329,0.0,1501.1546334332263,495.156793327738,0.16465925006928925,22.24212985425641,0.16465925006928925,0.0,,0.5510172585337737,,,,100,,,0.03,1501.1546334332263,0.06913342875620584,0.0,3.931582022379995e-07,,,9.627938825321955,0.0,-7.6875e-05,,,0.0,0.03,,,0.001169253352128329,0.15837288947176067,3.931582022379995e-07,0.0,0.25570875,,,0.06913342875620584,450000,168.52182509343905,,,,,,,0.0,,0.005662451,,,,0.010156296460799987,,,,303.0686502196832,9.627938825321955
22.25143536896733,,,,0.18418766431499076,9,,83.11260867116776,,,,0.15495705506402804,9,,100,0.18418766431499076,-0.17161359,,5.5700145,0.008111986163374729,418.64398504653064,,,330.20422808414247,0.0010103819393511126,0.0,2015.2721967345221,330.20422808414247,0.16728857922760393,22.25143536896733,0.16728857922760393,0.0,,0.7477720232699079,,,,100,,,0.06,2015.2721967345221,0.0445037144025308,0.0,1.0618205594423376e-06,,,1.5682973577504808,0.0,0.00024875,,,0.0,0.06,,,0.0010103819393511126,0.15495705506402804,1.0618205594423376e-06,0.0,0.17186233,,,0.0445037144025308,500000,83.11260867116776,,,,,,,0.0,,0.006502831,,,,0.008111986163374729,,,,418.64398504653064,1.5682973577504808
