Average/EpisodeMeanMaxInPlaceReward,MetaTest/pick-place-v2/EpisodeMeanMinGraspReward,MetaTest/Average/AverageReturn,pick-place-v2/NearObject,Average/EpisodeMeanMinGraspReward,MetaTest/Average/NumEpisodes,Average/MinReward,MetaTest/Average/EpisodeMeanMaxGraspReward,MetaTest/pick-place-v2/AverageDiscountedReturn,policy/KL,Average/StdReturn,MetaTest/pick-place-v2/EpisodeMeanMinInPlaceReward,pick-place-v2/NumEpisodes,pick-place-v2/EpisodeMeanMinInPlaceReward,Average/Iteration,Average/NumEpisodes,MetaTest/pick-place-v2/AverageReturn,Average/MaxReward,MetaTest/pick-place-v2/Iteration,Average/EpisodeMeanMinInPlaceReward,MetaTest/Average/MinReturn,MetaTest/pick-place-v2/EpisodeMeanInPlaceReward,MetaTest/Average/MinReward,pick-place-v2/EpisodeMeanInPlaceReward,policy/Entropy,MetaTest/Average/EpisodeMeanMinGraspReward,MetaTest/pick-place-v2/StdReturn,MetaTest/Average/EpisodeMeanInPlaceReward,pick-place-v2/Iteration,policy/LossAfter,pick-place-v2/MaxReturn,policy/dLoss,MetaTest/pick-place-v2/EpisodeMeanGraspReward,MetaTest/Average/GraspSuccessRate,pick-place-v2/SuccessRate,Average/SuccessRate,MetaTest/Average/StdReturn,Average/TerminationRate,MetaTest/pick-place-v2/EpisodeMeanMaxGraspReward,MetaTest/pick-place-v2/MinReturn,MetaTest/pick-place-v2/SuccessRate,MetaTest/Average/TerminationRate,pick-place-v2/AverageDiscountedReturn,MetaTest/pick-place-v2/GraspSuccessRate,pick-place-v2/GraspSuccessRate,MetaTest/pick-place-v2/NumEpisodes,MetaTest/Average/EpisodeMeanMinInPlaceReward,MetaTest/pick-place-v2/MinReward,Average/MinReturn,policy/KLBefore,MetaTest/Average/EpisodeMeanMaxInPlaceReward,pick-place-v2/EpisodeMeanMinGraspReward,MetaTest/pick-place-v2/MaxReward,pick-place-v2/MinReturn,pick-place-v2/MinReward,Average/AverageDiscountedReturn,pick-place-v2/EpisodeMeanGraspReward,Average/AverageReturn,Average/NearObject,MetaTest/pick-place-v2/NearObject,Average/EpisodeMeanGraspReward,MetaTest/Average/MaxReturn,MetaTest/Average/NearObject,MetaTest/pick-place-v2/EpisodeMeanMaxInPlaceReward,MetaTest/Average/MaxReward,MetaTest/Average/SuccessRate,LinearFeatureBaseline/ExplainedVariance,MetaTest/pick-place-v2/TerminationRate,pick-place-v2/StdReturn,Average/MaxReturn,TotalEnvSteps,MetaTest/Average/AverageDiscountedReturn,pick-place-v2/AverageReturn,MetaTest/Average/Iteration,Average/EpisodeMeanMaxGraspReward,Average/EpisodeMeanInPlaceReward,MetaTest/Average/EpisodeMeanGraspReward,Average/GraspSuccessRate,pick-place-v2/TerminationRate,MetaTest/pick-place-v2/MaxReturn,pick-place-v2/EpisodeMeanMaxInPlaceReward,pick-place-v2/MaxReward,policy/LossBefore,pick-place-v2/EpisodeMeanMaxGraspReward
0.14648752751862124,3.213958252442638e-06,531.9036753039268,0.0,5.979107506128744e-06,50,2.027986618020347e-12,0.041363715854548816,531.9036753039268,0.01561383,91.45001201913988,0.14400983435900436,100,0.1461627961959424,0,100,531.9036753039268,3.946012474293957,0,0.1461627961959424,274.1144344122849,0.1440431979986504,9.092323886210526e-09,0.14620344652586323,5.6783376,3.213958252442638e-06,149.910740718105,0.1440431979986504,0,-0.0844242,376.44847056238933,0.08439591,0.005320236471641048,0.0,0.0,0.0,149.910740718105,0.0,0.041363715854548816,274.1144344122849,0.0,0.0,24.1066647221994,0.0,0.0,50,0.14400983435900436,9.092323886210526e-09,1.8124975436698942,0.0,0.14433152431449442,5.979107506128744e-06,10.589100531768974,1.8124975436698942,2.027986618020347e-12,24.1066647221994,0.006455932940092188,73.69777958313647,0.0,0.0,0.006455932940092188,948.9576639891299,0.0,0.14433152431449442,10.589100531768974,0.0,0.755700465870036,0.0,91.45001201913988,376.44847056238933,50000,531.9036753039268,73.69777958313647,0,0.0439074639362121,0.14620344652586323,0.005320236471641048,0.0,0.0,948.9576639891299,0.14648752751862124,3.946012474293957,-2.8286133e-05,0.0439074639362121
0.146474430484761,,,0.0,7.931269833051427e-06,,7.634799337693911e-07,,,0.0065339315,120.02282097901184,,100,0.14621048516545612,1,100,,11.732435082151941,,0.14621048516545612,,,,0.14624601596841255,5.6660924,,,,1,-0.18769868,950.931016545309,0.1887718,,,0.0,0.0,,0.0,,,,,182.546519343347,,0.0,,,,339.3017770389929,0.0,,7.931269833051427e-06,,339.3017770389929,7.634799337693911e-07,182.546519343347,0.0050703008900915905,575.2234788360315,0.0,,0.0050703008900915905,,,,,,0.5687035023912449,,120.02282097901184,950.931016545309,100000,,575.2234788360315,,0.035704538207692676,0.14624601596841255,,0.0,0.0,,0.146474430484761,11.732435082151941,0.001073125,0.035704538207692676
0.1444869864475974,,,0.0,5.596022730420575e-06,,1.0135409910632259e-07,,,0.0079451725,168.08522762937173,,100,0.14422390404322283,2,100,,11.602115007162137,,0.14422390404322283,,,,0.1442538191856719,5.65742,,,,2,-0.1308275,1011.3270386717207,0.13245171,,,0.0,0.0,,0.0,,,,,186.13948352188424,,0.0,,,,330.7301847729029,0.0,,5.596022730420575e-06,,330.7301847729029,1.0135409910632259e-07,186.13948352188424,0.005191974526296218,601.5291153688557,0.0,,0.005191974526296218,,,,,,0.5838859408598471,,168.08522762937173,1011.3270386717207,150000,,601.5291153688557,,0.037962568372032345,0.1442538191856719,,0.0,0.0,,0.1444869864475974,11.602115007162137,0.0016242188,0.037962568372032345
0.14653060005553128,,,0.0,9.842805769993956e-06,,9.616494867712327e-09,,,0.0047352775,160.39789632354055,,100,0.1462159510347294,3,100,,11.978758968193798,,0.1462159510347294,,,,0.14625418305700666,5.6460137,,,,3,-0.121378675,991.5969171651799,0.12175768,,,0.0,0.0,,0.0,,,,,196.54077752322218,,0.0,,,,314.47296347643766,0.0,,9.842805769993956e-06,,314.47296347643766,9.616494867712327e-09,196.54077752322218,0.0058318998457610296,616.8331300214472,0.0,,0.0058318998457610296,,,,,,0.624861249413444,,160.39789632354055,991.5969171651799,200000,,616.8331300214472,,0.041930001896258465,0.14625418305700666,,0.0,0.0,,0.14653060005553128,11.978758968193798,0.0003790039,0.041930001896258465
0.15119490135962013,,,0.0,8.981964385157062e-06,,1.5092769162048365e-09,,,0.0077354475,111.25301931510563,,100,0.1508271358505377,4,100,,12.322450002052705,,0.1508271358505377,,,,0.15086623919616135,5.6390386,,,,4,-0.1461411,784.9383673559031,0.14735626,,,0.0,0.0,,0.0,,,,,180.0743124056743,,0.0,,,,328.9454622628004,0.0,,8.981964385157062e-06,,328.9454622628004,1.5092769162048365e-09,180.0743124056743,0.00608870237188994,579.9609459898188,0.0,,0.00608870237188994,,,,,,0.4856840626352851,,111.25301931510563,784.9383673559031,250000,,579.9609459898188,,0.04432937733751044,0.15086623919616135,,0.0,0.0,,0.15119490135962013,12.322450002052705,0.0012151563,0.04432937733751044
0.14558158070711086,,,0.0,9.65013950999112e-06,,7.851669426944257e-08,,,0.0073862434,92.24169516026045,,100,0.14135496048679566,5,100,,13.024487556057437,,0.14135496048679566,,,,0.14286952581655796,5.639686,,,,5,-0.14055258,799.1898152676916,0.14069684,,,0.0,0.0,,0.0,,,,,183.38162326097142,,0.0,,,,297.3451714337725,0.0,,9.65013950999112e-06,,297.3451714337725,7.851669426944257e-08,183.38162326097142,0.006209958542873342,527.5085425370951,0.0,,0.006209958542873342,,,,,,0.5249189839512757,,92.24169516026045,799.1898152676916,300000,,527.5085425370951,,0.052873983090850014,0.14286952581655796,,0.0,0.0,,0.14558158070711086,13.024487556057437,0.0001442578,0.052873983090850014
0.14261496758911768,,,0.0,1.3637869799890851e-05,,5.8549434945641204e-08,,,0.006818972,93.63590429714645,,100,0.1422942899233503,6,100,,10.85104859221794,,0.1422942899233503,,,,0.14232794825027711,5.6393514,,,,6,-0.13259836,805.5902631457194,0.13336116,,,0.0,0.0,,0.0,,,,,189.58290037104845,,0.0,,,,365.1923374270617,0.0,,1.3637869799890851e-05,,365.1923374270617,5.8549434945641204e-08,189.58290037104845,0.005945953006321073,534.7089229499126,0.0,,0.005945953006321073,,,,,,0.507508442822768,,93.63590429714645,805.5902631457194,350000,,534.7089229499126,,0.04403558704736686,0.14232794825027711,,0.0,0.0,,0.14261496758911768,10.85104859221794,0.0007628125,0.04403558704736686
0.14629702335758146,,,0.03,1.1796294558616575e-05,,1.3830390953218612e-07,,,0.0061122016,118.23474222722767,,100,0.1406082244078863,7,100,,13.198274882213408,,0.1406082244078863,,,,0.14334144463815068,5.6382375,,,,7,-0.16036312,869.9901337965289,0.16094476,,,0.0,0.0,,0.0,,,,,181.92517625201046,,0.0,,,,232.64413542782822,0.0,,1.1796294558616575e-05,,232.64413542782822,1.3830390953218612e-07,181.92517625201046,0.009866619963241471,504.10538355909875,0.03,,0.009866619963241471,,,,,,0.47039532156744335,,118.23474222722767,869.9901337965289,400000,,504.10538355909875,,0.0887879377941303,0.14334144463815068,,0.0,0.0,,0.14629702335758146,13.198274882213408,0.00058164063,0.0887879377941303
0.1479149304511704,,,0.0,1.3468528076172976e-05,,1.2906869688194248e-08,,,0.0083466275,95.6715949146849,,100,0.14767737449858173,8,100,,11.954839547481551,,0.14767737449858173,,,,0.1477183408637782,5.624215,,,,8,-0.3384975,713.1602597063862,0.35474008,,,0.0,0.0,,0.0,,,,,178.60926245814477,,0.0,,,,236.62146794558356,0.0,,1.3468528076172976e-05,,236.62146794558356,1.2906869688194248e-08,178.60926245814477,0.0069704624975692455,485.2056258164809,0.0,,0.0069704624975692455,,,,,,-2.621344483235338,,95.6715949146849,713.1602597063862,450000,,485.2056258164809,,0.05860572398713529,0.1477183408637782,,0.0,0.0,,0.1479149304511704,11.954839547481551,0.016242579,0.05860572398713529
0.14339560349387928,,,0.02,8.913383653033244e-06,,5.334309062540683e-08,,,0.009956243,116.90366416359457,,100,0.140612848252968,9,100,,12.116844215462047,,0.140612848252968,,,,0.14163451061702428,5.612649,,,,9,-0.11335336,811.7000766438744,0.1175475,,,0.0,0.0,,0.0,,,,,171.94990809203173,,0.0,,,,172.33080218822647,0.0,,8.913383653033244e-06,,172.33080218822647,5.334309062540683e-08,171.94990809203173,0.01016131040730734,467.9327266082522,0.02,,0.01016131040730734,,,,,,0.29505983024048277,,116.90366416359457,811.7000766438744,500000,,467.9327266082522,,0.08604026486156581,0.14163451061702428,,0.0,0.0,,0.14339560349387928,12.116844215462047,0.0041941404,0.08604026486156581
