push-v2/MaxReward,Average/StdReturn,push-v2/StdReturn,Average/MaxReturn,push-v2/EpisodeMeanMinInPlaceReward,Average/EpisodeMeanMinGraspReward,MetaTest/Average/NumEpisodes,push-v2/AverageDiscountedReturn,Average/GraspSuccessRate,Average/EpisodeMeanInPlaceReward,Average/EpisodeMeanMaxInPlaceReward,MetaTest/push-v2/EpisodeMeanGraspReward,MetaTest/push-v2/MinReturn,MetaTest/push-v2/GraspSuccessRate,push-v2/MaxReturn,MetaTest/push-v2/NearObject,MetaTest/Average/AverageReturn,MetaTest/push-v2/StdReturn,GaussianMLPPolicy/LossBefore,Average/MinReturn,push-v2/NumEpisodes,MetaTest/push-v2/Iteration,MetaTest/Average/SuccessRate,MetaTest/Average/EpisodeMeanMinGraspReward,Average/MaxReward,Average/SuccessRate,push-v2/MinReturn,MetaTest/Average/EpisodeMeanMaxInPlaceReward,push-v2/EpisodeMeanMinGraspReward,Average/EpisodeMeanMaxGraspReward,push-v2/MinReward,MetaTest/push-v2/AverageDiscountedReturn,push-v2/TerminationRate,MetaTest/push-v2/SuccessRate,MetaTest/push-v2/EpisodeMeanMinGraspReward,MetaTest/push-v2/AverageReturn,MetaTest/Average/TerminationRate,TotalEnvSteps,MetaTest/push-v2/EpisodeMeanMaxGraspReward,Average/AverageReturn,MetaTest/push-v2/TerminationRate,MetaTest/Average/StdReturn,MetaTest/push-v2/NumEpisodes,MetaTest/Average/EpisodeMeanInPlaceReward,MetaTest/Average/EpisodeMeanGraspReward,MetaTest/push-v2/EpisodeMeanInPlaceReward,push-v2/Iteration,Average/MinReward,push-v2/EpisodeMeanMaxGraspReward,MetaTest/Average/Iteration,MetaTest/Average/MinReward,push-v2/NearObject,MetaTest/push-v2/EpisodeMeanMinInPlaceReward,MetaTest/Average/MaxReward,Iteration,Average/TerminationRate,Average/EpisodeMeanMinInPlaceReward,MetaTest/push-v2/MinReward,GaussianMLPPolicy/KLAfter,Average/Iteration,MetaTest/Average/NearObject,GaussianMLPPolicy/KLBefore,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/EpisodeMeanMaxGraspReward,push-v2/GraspSuccessRate,MetaTest/push-v2/MaxReward,Average/NearObject,MetaTest/push-v2/MaxReturn,Average/EpisodeMeanGraspReward,push-v2/AverageReturn,push-v2/SuccessRate,Average/NumEpisodes,GaussianMLPPolicy/Entropy,GaussianMLPPolicy/dLoss,MetaTest/Average/GraspSuccessRate,MetaTest/push-v2/EpisodeMeanMaxInPlaceReward,push-v2/EpisodeMeanMaxInPlaceReward,MetaTest/Average/EpisodeMeanMinInPlaceReward,Average/AverageDiscountedReturn,MetaTest/Average/MaxReturn,GaussianMLPPolicy/LossAfter,MetaTest/Average/MinReturn,push-v2/EpisodeMeanInPlaceReward,push-v2/EpisodeMeanGraspReward
0.022599369482129816,0.43761194018940663,0.43761194018940663,1.916129699258431,0.154141848506843,0.00038682113267826337,1,0.3070532368026111,0.0,0.15419128095252385,0.15424219407906792,0.006279408187278541,2.8518435365642945,0.0,1.916129699258431,0.0,2.8518435365642945,0.0,-0.6285483241081238,0.0573112144744806,200,0,0.0,0.0008374040916486274,0.022599369482129816,0.0,0.0573112144744806,0.15764980059064906,0.00038682113267826337,0.009329961434128646,3.5555883898157284e-05,2.8518435365642962,0.0,0.0,0.0008374040916486274,2.8518435365642945,0.0,200000,0.04297057411755228,0.6059806851910712,0.0,0.0,1,0.1576004305935201,0.006279408187278541,0.1576004305935201,0,3.5555883898157284e-05,0.009329961434128646,0,0.0008336725745822499,0.0,0.15755385996467808,0.03494342145547892,0,0.0,0.154141848506843,0.0008336725745822499,0.0066461265087127686,0,0.0,0.0,2.8518435365642962,0.04297057411755228,0.0,0.03494342145547892,0.0,2.8518435365642945,0.0012482858119819465,0.6059806851910712,0.0,200,5.658404350280762,0.0005454421043395996,0.0,0.15764980059064906,0.15424219407906792,0.15755385996467808,0.3070532368026111,2.8518435365642945,-0.6290937662124634,2.8518435365642945,0.15419128095252385,0.0012482858119819465
0.14447615677802197,1.7391453599404807,1.7391453599404807,12.437113195044851,0.1565272842110432,0.0004443574019213007,1,0.5663278482179926,0.0,0.15658204995306488,0.15663859242970773,0.0035313562248289183,1.6121404228322858,0.0,12.437113195044851,0.0,1.6121404228322858,0.0,-0.13190539181232452,0.05550450009939737,200,1,0.0,4.8529262654116503e-05,0.14447615677802197,0.0,0.05550450009939737,0.16072985007263502,0.0004443574019213007,0.02055249771286821,2.8631024798923434e-05,1.612140422832285,0.0,0.0,4.8529262654116503e-05,1.6121404228322858,0.0,400000,0.028553578514668394,1.2752275808164446,0.0,0.0,1,0.08161346020000403,0.0035313562248289183,0.08161346020000403,1,2.8631024798923434e-05,0.02055249771286821,1,4.845875077896747e-05,0.0,0.03227495343677374,0.02481672062041409,1,0.0,0.1565272842110432,4.845875077896747e-05,0.007469938136637211,1,0.0,0.0,1.612140422832285,0.028553578514668394,0.0,0.02481672062041409,0.0,1.6121404228322858,0.0029327326847669033,1.2752275808164446,0.0,200,5.6773858070373535,0.001091688871383667,0.0,0.16072985007263502,0.15663859242970773,0.03227495343677374,0.5663278482179926,1.6121404228322858,-0.1329970806837082,1.6121404228322858,0.15658204995306488,0.0029327326847669033
10.0,106.68575184018349,106.68575184018349,977.3380311342212,0.15468081924461818,0.0015710133044256796,1,2.9142333566878045,0.01,0.1746536031039102,0.19851811486034301,0.048431530174133514,19.332122396442887,0.0,977.3380311342212,0.0,19.332122396442887,0.0,19.62559700012207,0.0684041356721646,200,2,0.0,0.0018918391368997127,10.0,0.015,0.0684041356721646,0.8005665941760763,0.0015710133044256796,0.12445701873666515,3.27672812103383e-05,19.332122396442877,0.0,0.0,0.0018918391368997127,19.332122396442887,0.0,600000,0.2830876017057632,20.74798249008347,0.0,0.0,1,0.5928487078316194,0.048431530174133514,0.5928487078316194,2,3.27672812103383e-05,0.12445701873666515,2,0.0018906738476290408,0.07,0.15929014466505043,0.16714831368742333,2,0.0,0.15468081924461818,0.0018906738476290408,0.004091212060302496,2,0.0,0.0,19.332122396442877,0.2830876017057632,0.01,0.16714831368742333,0.07,19.332122396442887,0.017005991729018274,20.74798249008347,0.015,200,5.6754841804504395,0.008609771728515625,0.0,0.8005665941760763,0.19851811486034301,0.15929014466505043,2.9142333566878045,19.332122396442887,19.616987228393555,19.332122396442887,0.1746536031039102,0.017005991729018274
10.0,199.17553732128826,199.17553732128826,2802.992489598684,0.1556012135252518,0.001465220356458291,1,2.1393504755164248,0.005,0.17271916309642066,0.18973947209656766,0.003408297069630884,1.5867045199979557,0.0,2802.992489598684,0.0,1.5867045199979557,0.0,21.10533905029297,0.050081264354371234,200,3,0.0,0.00036332340694807927,10.0,0.01,0.050081264354371234,0.15204911784811762,0.001465220356458291,0.11965410056079762,2.68195383756672e-05,1.5867045199979553,0.0,0.0,0.00036332340694807927,1.5867045199979557,0.0,800000,0.02599015424346036,21.197051862108754,0.0,0.0,1,0.15201030154144105,0.003408297069630884,0.15201030154144105,3,2.68195383756672e-05,0.11965410056079762,3,0.00036258849151027915,0.055,0.1519856320574348,0.02269970349497048,3,0.0,0.1556012135252518,0.00036258849151027915,0.002654519397765398,3,0.0,0.0,1.5867045199979553,0.02599015424346036,0.005,0.02269970349497048,0.055,1.5867045199979557,0.015571343232606599,21.197051862108754,0.01,200,5.679615497589111,0.0031299591064453125,0.0,0.15204911784811762,0.18973947209656766,0.1519856320574348,2.1393504755164248,1.5867045199979557,21.102209091186523,1.5867045199979557,0.17271916309642066,0.015571343232606599
10.0,102.8712851640464,102.8712851640464,1460.255869269438,0.15463476173238666,0.000974621588290816,1,1.1494672595542494,0.0,0.16203432466798454,0.17023479115312187,0.0001689772913154332,0.0843447410154741,0.0,1460.255869269438,0.0,0.0843447410154741,0.0,10.077679634094238,0.08761308956272107,200,4,0.0,3.203413021624571e-05,10.0,0.005,0.08761308956272107,0.16451815370130607,0.000974621588290816,0.06680773739887368,3.368990374365715e-05,0.08434474101547408,0.0,0.0,3.203413021624571e-05,0.0843447410154741,0.0,1000000,0.0008589082260870294,10.50454246022868,0.0,0.0,1,0.16440407353150407,0.0001689772913154332,0.16440407353150407,4,3.368990374365715e-05,0.06680773739887368,4,3.202891419271476e-05,0.015,0.16426451872838468,0.0008551745791040805,4,0.0,0.15463476173238666,3.202891419271476e-05,0.001073156949132681,4,0.0,0.0,0.08434474101547408,0.0008589082260870294,0.0,0.0008551745791040805,0.015,0.0843447410154741,0.008934233673821785,10.50454246022868,0.005,200,5.686914920806885,0.004240989685058594,0.0,0.16451815370130607,0.17023479115312187,0.16426451872838468,1.1494672595542494,0.0843447410154741,10.07343864440918,0.0843447410154741,0.16203432466798454,0.008934233673821785
2.128381152183155,12.639556557824026,12.639556557824026,148.16927915174753,0.15744232767804447,0.0014063425663397194,1,1.7193444326523137,0.005,0.1683197640254138,0.17862899264953946,0.0003136175915195877,0.15587086429256194,0.0,148.16927915174753,0.0,0.15587086429256194,0.0,3.7361671924591064,0.045647999397415415,200,5,0.0,2.963956070589291e-05,2.128381152183155,0.0,0.045647999397415415,0.14705747184988804,0.0014063425663397194,0.09990277130491236,2.8528810992938083e-05,0.1558708642925621,0.0,0.0,2.963956070589291e-05,0.15587086429256194,0.0,1200000,0.002322252325286528,5.510350767054038,0.0,0.0,1,0.14702853903201224,0.0003136175915195877,0.14702853903201224,5,2.8528810992938083e-05,0.09990277130491236,5,2.9634465261585936e-05,0.055,0.14699966202562295,0.0022913854681581836,5,0.0,0.15744232767804447,2.9634465261585936e-05,0.001651434926316142,5,0.0,0.0,0.1558708642925621,0.002322252325286528,0.005,0.0022913854681581836,0.055,0.15587086429256194,0.013640432455449382,5.510350767054038,0.0,200,5.700447082519531,0.00012564659118652344,0.0,0.14705747184988804,0.17862899264953946,0.14699966202562295,1.7193444326523137,0.15587086429256194,3.73604154586792,0.15587086429256194,0.1683197640254138,0.013640432455449382
10.0,67.44352740221426,67.44352740221426,774.4965931920854,0.1478935127939582,0.0017210762040449413,1,2.376110955060428,0.005,0.15841901580992807,0.17099642310573288,0.006160850085118389,2.794963315179564,0.0,774.4965931920854,0.0,2.794963315179564,0.0,10.86429214477539,0.06753933525796091,200,6,0.0,0.00033082349707444877,10.0,0.01,0.06753933525796091,0.14267706083268142,0.0017210762040449413,0.11988839284475775,1.344538545344735e-05,2.794963315179564,0.0,0.0,0.00033082349707444877,2.794963315179564,0.0,1400000,0.041103915288480675,12.54697724867064,0.0,0.0,1,0.14263232523711677,0.006160850085118389,0.14263232523711677,6,1.344538545344735e-05,0.11988839284475775,6,0.00033016710235528427,0.035,0.14259021579503517,0.032959729387374515,6,0.0,0.1478935127939582,0.00033016710235528427,0.0016848271479830146,6,0.0,0.0,2.794963315179564,0.041103915288480675,0.005,0.032959729387374515,0.035,2.794963315179564,0.01595336538360716,12.54697724867064,0.01,200,5.697970390319824,0.003490447998046875,0.0,0.14267706083268142,0.17099642310573288,0.14259021579503517,2.376110955060428,2.794963315179564,10.860801696777344,2.794963315179564,0.15841901580992807,0.01595336538360716
10.0,318.06945653535786,318.06945653535786,4418.778908433283,0.15541650473163818,0.0015044882343037698,1,4.685839350581947,0.0,0.17316229305236977,0.1925474225177144,0.0018862005149083928,0.9192468271103229,0.0,4418.778908433283,0.0,0.9192468271103229,0.0,42.437828063964844,0.07995320054152566,200,7,0.0,0.0003766126346794014,10.0,0.02,0.07995320054152566,0.17045267126147373,0.0015044882343037698,0.11829762187014282,2.895176708832192e-05,0.9192468271103227,0.0,0.0,0.0003766126346794014,0.9192468271103229,0.0,1600000,0.008918164416783619,36.16104137420544,0.0,0.0,1,0.17038768945299973,0.0018862005149083928,0.17038768945299973,7,2.895176708832192e-05,0.11829762187014282,7,0.00037592301051161275,0.085,0.17031794675992787,0.008546989014823697,7,0.0,0.15541650473163818,0.00037592301051161275,4.732214074465446e-05,7,0.0,0.0,0.9192468271103227,0.008918164416783619,0.0,0.008546989014823697,0.085,0.9192468271103229,0.015935994320245225,36.16104137420544,0.02,200,5.698315620422363,0.001239776611328125,0.0,0.17045267126147373,0.1925474225177144,0.17031794675992787,4.685839350581947,0.9192468271103229,42.436588287353516,0.9192468271103229,0.17316229305236977,0.015935994320245225
10.0,201.96300283630214,201.96300283630214,2864.3967981285846,0.14984869001138154,0.0012353011211597834,1,3.3442260096722727,0.0,0.16780272218102327,0.184673005642921,0.0024619677110546867,1.1985343431976008,0.0,2864.3967981285846,0.0,1.1985343431976008,0.0,17.417238235473633,0.05606037092865311,200,8,0.0,0.0009284829467699653,10.0,0.005,0.05606037092865311,0.1513317331804201,0.0012353011211597834,0.11297010597545841,1.452274333730653e-05,1.198534343197601,0.0,0.0,0.0009284829467699653,1.1985343431976008,0.0,1800000,0.012627612949814345,19.346576046986225,0.0,0.0,1,0.15128775071776981,0.0024619677110546867,0.15128775071776981,8,1.452274333730653e-05,0.11297010597545841,8,0.0009236705480897327,0.055,0.15123985660011313,0.011792337988401558,8,0.0,0.14984869001138154,0.0009236705480897327,0.0016969488933682442,8,0.0,0.0,1.198534343197601,0.012627612949814345,0.0,0.011792337988401558,0.055,1.1985343431976008,0.013510179190468144,19.346576046986225,0.005,200,5.6956024169921875,0.01141357421875,0.0,0.1513317331804201,0.184673005642921,0.15123985660011313,3.3442260096722727,1.1985343431976008,17.405824661254883,1.1985343431976008,0.16780272218102327,0.013510179190468144
2.062617765225023,5.668052062846181,5.668052062846181,32.359814122606906,0.15628358415957,0.0014045111495730274,1,1.4759210592669383,0.0,0.16451757097212513,0.17569978142802115,0.0009926553383709613,0.4917557453902871,0.0,32.359814122606906,0.0,0.4917557453902871,0.0,3.035151958465576,0.0981493500159172,200,9,0.0,0.00010151399199108574,2.062617765225023,0.0,0.0981493500159172,0.17821657638915325,0.0014045111495730274,0.10876282921942286,4.0021511844231775e-05,0.4917557453902869,0.0,0.0,0.00010151399199108574,0.4917557453902871,0.0,2000000,0.00447422803893276,4.569662515854793,0.0,0.0,1,0.17813220679146918,0.0009926553383709613,0.17813220679146918,9,4.0021511844231775e-05,0.10876282921942286,9,0.0001014664636603605,0.03,0.17805071858544172,0.004383687482419074,9,0.0,0.15628358415957,0.0001014664636603605,0.00068755162646994,9,0.0,0.0,0.4917557453902869,0.00447422803893276,0.0,0.004383687482419074,0.03,0.4917557453902871,0.012608549782058333,4.569662515854793,0.0,200,5.695394515991211,4.839897155761719e-05,0.0,0.17821657638915325,0.17569978142802115,0.17805071858544172,1.4759210592669383,0.4917557453902871,3.0351035594940186,0.4917557453902871,0.16451757097212513,0.012608549782058333
