MetaTest/pick-place-v2/MaxReturn,Average/SuccessRate,pick-place-v2/EpisodeMeanGraspReward,MetaTest/pick-place-v2/NearObject,MetaTest/Average/MaxReturn,pick-place-v2/TerminationRate,MetaTest/Average/EpisodeMeanGraspReward,MetaTest/Average/AverageReturn,MetaTest/pick-place-v2/AverageDiscountedReturn,Average/EpisodeMeanMinGraspReward,pick-place-v2/StdReturn,pick-place-v2/EpisodeMeanMinInPlaceReward,pick-place-v2/AverageDiscountedReturn,Iteration,Average/NumEpisodes,MetaTest/pick-place-v2/EpisodeMeanMaxInPlaceReward,MetaTest/pick-place-v2/EpisodeMeanMinInPlaceReward,Average/MaxReturn,MetaTest/Average/MinReward,MetaTest/pick-place-v2/GraspSuccessRate,pick-place-v2/EpisodeMeanMaxGraspReward,Average/GraspSuccessRate,MetaTest/Average/StdReturn,Average/StdReturn,Average/EpisodeMeanMaxGraspReward,pick-place-v2/EpisodeMeanMinGraspReward,MetaTest/pick-place-v2/TerminationRate,MetaTest/pick-place-v2/EpisodeMeanMinGraspReward,pick-place-v2/MaxReward,MetaTest/Average/GraspSuccessRate,Average/NearObject,MetaTest/Average/NumEpisodes,pick-place-v2/MaxReturn,pick-place-v2/EpisodeMeanMaxInPlaceReward,MetaTest/pick-place-v2/Iteration,Average/MaxReward,pick-place-v2/NearObject,MetaTest/pick-place-v2/MinReward,pick-place-v2/GraspSuccessRate,MetaTest/pick-place-v2/EpisodeMeanInPlaceReward,MetaTest/pick-place-v2/AverageReturn,MetaTest/pick-place-v2/NumEpisodes,Average/EpisodeMeanMinInPlaceReward,MetaTest/pick-place-v2/StdReturn,MetaTest/pick-place-v2/EpisodeMeanMaxGraspReward,MetaTest/Average/EpisodeMeanMinGraspReward,GaussianMLPPolicy/Entropy,MetaTest/Average/NearObject,pick-place-v2/NumEpisodes,pick-place-v2/MinReward,TotalEnvSteps,pick-place-v2/Iteration,pick-place-v2/AverageReturn,MetaTest/pick-place-v2/MinReturn,MetaTest/Average/EpisodeMeanInPlaceReward,Average/MinReturn,Average/EpisodeMeanInPlaceReward,pick-place-v2/EpisodeMeanInPlaceReward,MetaTest/Average/MinReturn,Average/EpisodeMeanMaxInPlaceReward,MetaTest/Average/SuccessRate,GaussianMLPPolicy/LossBefore,MetaTest/Average/EpisodeMeanMaxGraspReward,Average/AverageDiscountedReturn,MetaTest/Average/AverageDiscountedReturn,GaussianMLPPolicy/KLAfter,pick-place-v2/SuccessRate,MetaTest/pick-place-v2/MaxReward,MetaTest/pick-place-v2/EpisodeMeanGraspReward,MetaTest/Average/Iteration,MetaTest/Average/EpisodeMeanMinInPlaceReward,MetaTest/pick-place-v2/SuccessRate,MetaTest/Average/TerminationRate,GaussianMLPPolicy/KLBefore,pick-place-v2/MinReturn,MetaTest/Average/MaxReward,Average/AverageReturn,Average/Iteration,GaussianMLPPolicy/dLoss,MetaTest/Average/EpisodeMeanMaxInPlaceReward,Average/EpisodeMeanGraspReward,Average/MinReward,GaussianMLPPolicy/LossAfter,Average/TerminationRate
2.2830560220839597,0.0,0.01710702018361112,0.0,2.2830560220839597,0.0,0.003228512183530407,1.5365274788064183,1.5365274788064185,5.316893234486598e-06,5.178570259259317,0.138638186747004,1.6633877857874182,0,200,0.14687930220459094,0.1465216621972021,57.51601395924377,1.0429024908061083e-09,0.0,0.11133825043173047,0.005,0.32685925907231755,5.178570259259317,0.11133825043173047,5.316893234486598e-06,0.0,2.2515867964190366e-05,1.842858416715685,0.0,0.04,10,57.51601395924377,0.1616043388836259,0,1.842858416715685,0.04,1.0429024908061083e-09,0.005,0.146560058251177,1.5365274788064183,10,0.138638186747004,0.32685925907231755,0.024717509331819827,2.2515867964190366e-05,5.673759460449219,0.0,200,6.497298547113957e-13,200000,0,6.0387930861127055,1.1642994277546102,0.146560058251177,1.5007495323301185,0.1483425474772655,0.1483425474772655,1.1642994277546102,0.1616043388836259,0.0,-1.2292892932891846,0.024717509331819827,1.6633877857874182,1.5365274788064185,0.6257420182228088,0.0,0.043521787986252114,0.003228512183530407,0,0.1465216621972021,0.0,0.0,0.0,1.5007495323301185,0.043521787986252114,6.0387930861127055,0,-0.36581552028656006,0.14687930220459094,0.01710702018361112,6.497298547113957e-13,-0.8634737730026245,0.0
12.728168759193384,0.015,0.025355617717683788,0.2,12.728168759193384,0.0,0.021619743288048228,6.474278726846341,6.474278726846339,2.785391153772185e-05,58.04146285554011,0.13276180270117188,2.7464423049575033,1,200,0.1708078026217676,0.13482525074779303,819.9016501072106,5.468373362636254e-09,0.0,0.21348603398909866,0.0,2.583812477003892,58.04146285554011,0.21348603398909866,2.785391153772185e-05,0.0,1.8440339203889616e-05,10.0,0.0,0.19,10,819.9016501072106,0.19807101361440993,1,10.0,0.19,5.468373362636254e-09,0.0,0.16007199925992796,6.474278726846341,10,0.13276180270117188,2.583812477003892,0.25532995106393785,1.8440339203889616e-05,5.675033092498779,0.2,200,5.66637513134308e-10,400000,1,12.783342518780145,3.3122733486675497,0.16007199925992796,2.507394079556211,0.16449368507747353,0.16449368507747353,3.3122733486675497,0.19807101361440993,0.0,-2.4382224082946777,0.25532995106393785,2.7464423049575033,6.474278726846339,2.6552748680114746,0.015,0.16626821322792087,0.021619743288048228,1,0.13482525074779303,0.0,0.0,0.0,2.507394079556211,0.16626821322792087,12.783342518780145,1,-1.6414990425109863,0.1708078026217676,0.025355617717683788,5.66637513134308e-10,-0.7967233657836914,0.0
98.07117526497306,0.005,0.019299523445693426,0.2,98.07117526497306,0.0,0.02880768014565858,14.548646373317638,14.548646373317641,5.2685565702182677e-05,28.906848914019886,0.13098422778618693,2.906167286436991,2,200,0.19715460642556623,0.1491579512332347,368.6037187128153,2.7358469921606613e-06,0.0,0.222086632444817,0.01,27.874805581145637,28.906848914019886,0.222086632444817,5.2685565702182677e-05,0.0,0.0019379705229564885,10.0,0.0,0.19,10,368.6037187128153,0.18568914406349213,2,10.0,0.19,2.7358469921606613e-06,0.01,0.18385029888688,14.548646373317638,10,0.13098422778618693,27.874805581145637,0.22579117805969914,0.0019379705229564885,5.676642417907715,0.2,200,5.0587182733271914e-11,600000,2,9.235960569088535,3.1280269579867044,0.18385029888688,1.7677770313228545,0.15666591193971938,0.15666591193971938,3.1280269579867044,0.18568914406349213,0.0,-1.7250217199325562,0.22579117805969914,2.906167286436991,14.548646373317641,1.6692489385604858,0.005,3.854958682232105,0.02880768014565858,2,0.1491579512332347,0.0,0.0,0.0,1.7677770313228545,3.854958682232105,9.235960569088535,2,-0.7594702243804932,0.19715460642556623,0.019299523445693426,5.0587182733271914e-11,-0.965551495552063,0.0
7.783097579573819,0.0,0.013589710622255155,0.1,7.783097579573819,0.0,0.013454239629559411,5.815764044139223,5.8157640441392235,6.227018127136764e-05,5.231672141267197,0.13690469034261465,1.8908236080792602,3,200,0.16299356189852304,0.14794475492590817,68.67837616452556,3.898747023486245e-08,0.0,0.1612836198700155,0.005,1.37491294986443,5.231672141267197,0.1612836198700155,6.227018127136764e-05,0.0,1.1259281005990089e-05,2.45146934440464,0.0,0.07,10,68.67837616452556,0.16565186570645515,3,2.45146934440464,0.07,3.898747023486245e-08,0.005,0.16035295592254464,5.815764044139223,10,0.13690469034261465,1.37491294986443,0.14804238255363086,1.1259281005990089e-05,5.678365230560303,0.1,200,1.334887377679982e-09,800000,3,5.647705514882215,2.67864675330743,0.16035295592254464,1.941137990205172,0.15200126346484955,0.15200126346484955,2.67864675330743,0.16565186570645515,0.0,-1.2589329481124878,0.14804238255363086,1.8908236080792602,5.8157640441392235,0.6518388390541077,0.0,0.14474603009558384,0.013454239629559411,3,0.14794475492590817,0.0,0.0,0.0,1.941137990205172,0.14474603009558384,5.647705514882215,3,-0.33421915769577026,0.16299356189852304,0.013589710622255155,1.334887377679982e-09,-0.9247137904167175,0.0
7.683616579498517,0.0,0.016438825408415993,0.0,7.683616579498517,0.0,0.013761965904962408,6.148556614554881,6.148556614554884,9.00218496181353e-05,11.496664981046163,0.14228099904720545,2.1017649174820563,4,200,0.13935995480015334,0.13911222955679128,166.70122475721809,2.5146251341101773e-06,0.0,0.15009036584378235,0.0,1.359936012841405,11.496664981046163,0.15009036584378235,9.00218496181353e-05,0.0,0.00010618568380655558,5.689446891020592,0.0,0.055,10,166.70122475721809,0.17444473175421726,4,5.689446891020592,0.055,2.5146251341101773e-06,0.0,0.1391424257223289,6.148556614554881,10,0.14228099904720545,1.359936012841405,0.09225896586330991,0.00010618568380655558,5.67948055267334,0.0,200,1.0277817620598391e-08,1000000,4,7.512198760993317,3.2876872805272366,0.1391424257223289,2.9528618514349563,0.16146242018203424,0.16146242018203424,3.2876872805272366,0.17444473175421726,0.0,-1.5269685983657837,0.09225896586330991,2.1017649174820563,6.148556614554884,1.1680171489715576,0.0,0.07264043360595976,0.013761965904962408,4,0.13911222955679128,0.0,0.0,0.0,2.9528618514349563,0.07264043360595976,7.512198760993317,4,-0.6852551698684692,0.13935995480015334,0.016438825408415993,1.0277817620598391e-08,-0.8417134284973145,0.0
5.037398563229695,0.005,0.014808804628110663,0.1,5.037398563229695,0.0,0.009165098208164968,3.9475423222232777,3.94754232222328,4.499099504364643e-05,53.34333259353936,0.13782278697786807,2.649268182096041,5,200,0.1554790450313655,0.13385165534897744,704.0796125581289,6.368643328320027e-09,0.0,0.18043157332139995,0.005,0.6589815364818736,53.34333259353936,0.18043157332139995,4.499099504364643e-05,0.0,7.17802178617554e-05,10.0,0.0,0.085,10,704.0796125581289,0.1801332533504523,5,10.0,0.085,6.368643328320027e-09,0.005,0.1386119673875264,3.9475423222232777,10,0.13782278697786807,0.6589815364818736,0.14780124554085744,7.17802178617554e-05,5.680785179138184,0.1,200,1.8197011608309034e-09,1200000,5,10.75708119811789,2.863846947216087,0.1386119673875264,1.9102110114688637,0.15812615130600188,0.15812615130600188,2.863846947216087,0.1801332533504523,0.0,-1.967786431312561,0.14780124554085744,2.649268182096041,3.94754232222328,0.5900683999061584,0.005,0.1391622944667901,0.009165098208164968,5,0.13385165534897744,0.0,0.0,0.0,1.9102110114688637,0.1391622944667901,10.75708119811789,5,-0.4622601270675659,0.1554790450313655,0.014808804628110663,1.8197011608309034e-09,-1.5055263042449951,0.0
4.068198062927567,0.0,0.008558512371579556,0.1,4.068198062927567,0.0,0.008333887714994426,3.1811642659771175,3.1811642659771167,0.00012726077624527108,2.8908595694512473,0.13845436997071214,1.3888076131744183,6,200,0.16989137345115599,0.13815993322003572,41.031899368564794,3.7169969521311586e-09,0.0,0.14195581154888107,0.005,0.6954661819164055,2.8908595694512473,0.14195581154888107,0.00012726077624527108,0.0,3.4663329334456485e-05,2.5357348505303765,0.0,0.04,10,41.031899368564794,0.15725373523610947,6,2.5357348505303765,0.04,3.7169969521311586e-09,0.005,0.15572947382728536,3.1811642659771175,10,0.13845436997071214,0.6954661819164055,0.2070181976409561,3.4663329334456485e-05,5.6812543869018555,0.1,200,2.3021949163268884e-10,1400000,6,3.7098616328383183,1.5122846643243864,0.15572947382728536,1.7822013242085069,0.14716869829423915,0.14716869829423915,1.5122846643243864,0.15725373523610947,0.0,-0.7406234741210938,0.2070181976409561,1.3888076131744183,3.1811642659771167,0.23715683817863464,0.0,0.12875588317376455,0.008333887714994426,6,0.13815993322003572,0.0,0.0,0.0,1.7822013242085069,0.12875588317376455,3.7098616328383183,6,-0.10845935344696045,0.16989137345115599,0.008558512371579556,2.3021949163268884e-10,-0.6321641206741333,0.0
4.052543319419182,0.0,0.00811079824647768,0.0,4.052543319419182,0.0,0.006018816615626161,2.677287030448226,2.6772870304482264,0.00013564963898646078,7.418172877137384,0.1408595112984267,1.4031777414958642,7,200,0.14232291361936758,0.14205820579509582,107.78666363761108,9.404731055423992e-09,0.0,0.16046414709906592,0.005,0.5169872193893724,7.418172877137384,0.16046414709906592,0.00013564963898646078,0.0,2.5970273586196412e-05,2.390410794235227,0.0,0.04,10,107.78666363761108,0.16981804953174873,7,2.390410794235227,0.04,9.404731055423992e-09,0.005,0.14209938246146492,2.677287030448226,10,0.1408595112984267,0.5169872193893724,0.10237421867626403,2.5970273586196412e-05,5.681343078613281,0.0,200,6.055794575940831e-11,1600000,7,3.6728551579733675,2.1989050227872053,0.14209938246146492,1.9805024874361887,0.15377532874108893,0.15377532874108893,2.1989050227872053,0.16981804953174873,0.0,-0.710844874382019,0.10237421867626403,1.4031777414958642,2.6772870304482264,0.3440493941307068,0.0,0.08986778478493619,0.006018816615626161,7,0.14205820579509582,0.0,0.0,0.0,1.9805024874361887,0.08986778478493619,3.6728551579733675,7,-0.08746755123138428,0.14232291361936758,0.00811079824647768,6.055794575940831e-11,-0.6233773231506348,0.0
4.526947659004409,0.005,0.006949354681758271,0.0,4.526947659004409,0.0,0.006860540393445222,3.047295396785643,3.0472953967856427,6.335664203018598e-05,0.6658750112991167,0.13892266967380942,1.0833816418138051,8,200,0.15679713257800526,0.13982106758633367,6.200198008778419,1.7478276080541723e-07,0.0,0.1456285234457344,0.0,0.7029086032200441,0.6658750112991167,0.1456285234457344,6.335664203018598e-05,0.0,3.5783569065889517e-05,0.1436660247894343,0.0,0.055,10,6.200198008778419,0.1580104610961027,8,0.1436660247894343,0.055,1.7478276080541723e-07,0.0,0.1466592585760099,3.047295396785643,10,0.13892266967380942,0.7029086032200441,0.11367130888917747,3.5783569065889517e-05,5.681524276733398,0.0,200,7.21064154456804e-10,1800000,8,2.938557852194758,2.3284053769453332,0.1466592585760099,1.4565899173138477,0.14878967233572546,0.14878967233572546,2.3284053769453332,0.1580104610961027,0.0,-0.6122525930404663,0.11367130888917747,1.0833816418138051,3.0472953967856427,0.11091520637273788,0.005,0.1065196573737946,0.006860540393445222,8,0.13982106758633367,0.0,0.0,0.0,1.4565899173138477,0.1065196573737946,2.938557852194758,8,-0.039898812770843506,0.15679713257800526,0.006949354681758271,7.21064154456804e-10,-0.5723537802696228,0.0
3.1682618191683,0.0,0.006267490662534878,0.0,3.1682618191683,0.0,0.005635005127150703,2.559342707699667,2.5593427076996678,6.989760194203162e-05,0.6157809004596813,0.1403107165719072,0.9527177521425548,9,200,0.14485777633736335,0.1420647491412527,5.801545389171638,1.46166445138903e-06,0.0,0.11608447775752159,0.0,0.2976369555978621,0.6157809004596813,0.11608447775752159,6.989760194203162e-05,0.0,5.882849987383689e-05,0.13448013270648101,0.0,0.01,10,5.801545389171638,0.15360970797636672,9,0.13448013270648101,0.01,1.46166445138903e-06,0.0,0.1424141547564265,2.559342707699667,10,0.1403107165719072,0.2976369555978621,0.09997793410455576,5.882849987383689e-05,5.68111515045166,0.0,200,7.517660874140373e-13,2000000,9,2.7729429047475493,2.1500532821346163,0.1424141547564265,1.8720512799597122,0.1461246117624739,0.1461246117624739,2.1500532821346163,0.15360970797636672,0.0,-0.6160930395126343,0.09997793410455576,0.9527177521425548,2.5593427076996678,0.13469181954860687,0.0,0.10392350792338921,0.005635005127150703,9,0.1420647491412527,0.0,0.0,0.0,1.8720512799597122,0.10392350792338921,2.7729429047475493,9,-0.05094492435455322,0.14485777633736335,0.006267490662534878,7.517660874140373e-13,-0.565148115158081,0.0
