Evaluation/EpisodeMeanMinGraspReward,Evaluation/GraspSuccessRate,Evaluation/EpisodeMeanInPlaceReward,GaussianMLPValueFunction/LossAfter,Evaluation/TerminationRate,GaussianMLPPolicy/Entropy,Evaluation/Iteration,TotalEnvSteps,GaussianMLPPolicy/LossBefore,GaussianMLPPolicy/LossAfter,Evaluation/MinReward,Evaluation/AverageDiscountedReturn,Evaluation/StdReturn,Evaluation/NearObject,GaussianMLPValueFunction/LossBefore,GaussianMLPPolicy/KLBefore,GaussianMLPValueFunction/dLoss,GaussianMLPPolicy/dLoss,Evaluation/NumEpisodes,Evaluation/EpisodeMeanGraspReward,Evaluation/MinReturn,GaussianMLPPolicy/KL,Evaluation/EpisodeMeanMinInPlaceReward,Evaluation/EpisodeMeanMaxInPlaceReward,Evaluation/SuccessRate,Evaluation/EpisodeMeanMaxGraspReward,Evaluation/AverageReturn,Evaluation/MaxReward,Evaluation/MaxReturn
1.4794963881971017e-05,0.0,0.15280580706735647,0.9448134303092957,0.0,4.582297325134277,11,300000,-0.7617940902709961,-0.7649620175361633,1.634662282006765e-10,2.514414444536829,3.0160819812746356,0.14,1.9103578329086304,0.0,0.9655444025993347,0.0031679272651672363,50,0.026502594183577095,3.6893804087605315,0.006453626789152622,0.13498677324862965,0.16516725422242323,0.0,0.20176227221238802,8.944260421097473,0.2096167494399172,21.829036176404053
6.847894568537467e-06,0.0,0.15299424345095758,0.7816595435142517,0.0,4.490464210510254,12,325000,-0.7308003306388855,-0.7329840660095215,1.6707182195923174e-11,2.148984794976253,2.580316985303289,0.08,1.9143623113632202,0.0,1.1327027678489685,0.0021837353706359863,50,0.022694191740948947,4.83656196587664,0.005639062728732824,0.13578238364223477,0.17220835825340214,0.0,0.16845030235948028,8.263816645851584,0.15230581104201113,20.048224466094652
6.907388314346036e-06,0.0,0.1603079437973236,1.0454559326171875,0.0,4.404650688171387,13,350000,-0.712023138999939,-0.7139416933059692,1.5203833004406327e-10,2.633837795189699,3.1428238366516807,0.16,2.3873884677886963,0.0,1.3419325351715088,0.0019185543060302734,50,0.027774892159965505,5.224669578119988,0.00447362195700407,0.14096261249377282,0.1761654802842706,0.0,0.23295810571779815,9.258497863408525,0.23683301647227384,24.77194461921846
1.1486735393245802e-05,0.0,0.15042778088914657,0.7944191694259644,0.0,4.297282695770264,14,375000,-0.6936977505683899,-0.6961526274681091,6.594042841919117e-10,2.2447581172534994,3.651770025633452,0.04,1.565739631652832,0.0,0.7713204622268677,0.0024548768997192383,50,0.02321771650937755,4.013905397131012,0.006416501943022013,0.1360013513614229,0.16701559033399443,0.02,0.17014724902442344,8.84545637740863,0.2437746072381949,29.77607051849615
6.6643120714706125e-06,0.0,0.15215243253381114,0.4873645305633545,0.0,4.2126545906066895,15,400000,-0.7057132720947266,-0.7076583504676819,1.4448311453455418e-11,2.184249758835494,2.0552607644723415,0.06,1.7698615789413452,0.0,1.2824970483779907,0.0019450783729553223,50,0.022209857306330266,4.441858855598333,0.007047619670629501,0.1394879292803854,0.16112785536899377,0.0,0.1576048473243509,8.395420190664444,0.1710915634330784,16.89349480158322
6.835369861502976e-06,0.0,0.1566919372667442,0.841394305229187,0.0,4.157242298126221,16,425000,-0.6389185786247253,-0.6410960555076599,1.1419952411528105e-12,2.3675501646695722,3.6126005288314627,0.06,3.9999074935913086,0.0,3.1585131883621216,0.0021774768829345703,50,0.026545999459929272,3.7955247036461985,0.004179660230875015,0.13689886130102674,0.1760329706181073,0.0,0.19187774699462234,9.179367049199648,0.18403123374072106,22.168002189937656
6.3900076759792554e-06,0.0,0.15807918198586624,1.0632654428482056,0.0,4.075222492218018,17,450000,-0.652302086353302,-0.6547977328300476,2.447858950862171e-10,2.6461566021717333,3.6072270662543167,0.1,2.7734673023223877,0.0,1.7102018594741821,0.0024956464767456055,50,0.030385165922874352,2.139044227355566,0.006779870018362999,0.137040559051981,0.17786448113704165,0.0,0.2038424548242914,10.06925102517056,0.17706357045273158,18.23124747157977
6.921398500751926e-05,0.0,0.1538566671173104,1.0383379459381104,0.0,3.9689221382141113,18,475000,-0.742455244064331,-0.7436206936836243,6.688174565367388e-10,2.863815605529275,4.898314529246706,0.12,2.6724178791046143,0.0,1.634079933166504,0.0011654496192932129,50,0.03506255223028613,3.242188761106707,0.010803918354213238,0.13547108829864174,0.17679909959138138,0.0,0.23387520190550082,10.964740496427265,0.21016317797906928,32.9634234978942
6.632900075954308e-06,0.0,0.14365825777492103,1.0462656021118164,0.0,3.9055557250976562,19,500000,-0.5911417007446289,-0.5950234532356262,8.038199556995901e-11,2.5330936707690275,7.45983178495627,0.16,3.4387543201446533,0.0,2.392488718032837,0.0038817524909973145,50,0.03792438805076588,2.4946999859719,0.010205702856183052,0.1360141124593467,0.1571413185246753,0.0,0.20581726264176992,10.138998254988243,0.18557183134848812,40.72088616506114
3.5714375935567905e-06,0.0,0.14740860720386345,1.2953113317489624,0.0,3.8006632328033447,20,525000,-0.7483481764793396,-0.752397358417511,2.3315246784957717e-11,2.6283404407994357,6.921907039488477,0.06,5.273970127105713,0.0,3.9786587953567505,0.004049181938171387,50,0.04350418524089776,2.7787022992210435,0.006376217119395733,0.1289637792496832,0.16502410216687977,0.0,0.25479249647453395,12.209182049525877,1.909754313478086,33.42741880999605
3.959602754166137e-05,0.0,0.17530551016271537,1.2255953550338745,0.0,3.7167396545410156,21,550000,-0.6814433336257935,-0.6859212517738342,4.278991191392704e-12,3.9386833260609513,7.875803947549583,0.24,3.141777515411377,0.0,1.9161821603775024,0.0044779181480407715,50,0.05394959269050748,2.67139643177435,0.007114712614566088,0.1294583225153622,0.22151073371335092,0.0,0.2972007396758755,14.484080044895085,0.28824983942993526,41.130719567833616
5.934939324808201e-06,0.0,0.15535998819027702,1.234344720840454,0.0,3.6409263610839844,22,575000,-0.6215506196022034,-0.625370979309082,5.489570216792169e-15,3.2504967413083374,8.91780069740942,0.1,4.29944372177124,0.0,3.065099000930786,0.003820359706878662,50,0.046246060757178374,2.6586310210739956,0.006301063112914562,0.1280677630012508,0.18072523398038995,0.0,0.26540392728185036,12.630460393381084,0.19645023290803673,58.483673191213526
0.0007340385408091286,0.0,0.14917729258495624,1.5982964038848877,0.0,3.548389434814453,23,600000,-0.7504643797874451,-0.7558468580245972,3.0477765521217894e-11,3.5778993234427947,12.700790661816072,0.06,6.70709228515625,0.0,5.108795881271362,0.0053824782371521,50,0.0735800078784855,2.6379685676993168,0.010087003000080585,0.12393011108291806,0.17848454462779884,0.0,0.3125688222065807,18.495004733343528,2.3326474287615713,85.34801219456469
9.813985927390736e-05,0.0,0.1558573651504475,1.3333618640899658,0.0,3.4868509769439697,24,625000,-0.4978376030921936,-0.4993768632411957,1.116038255190648e-10,4.214606212814661,7.2740730483817995,0.24,3.8340225219726562,0.0,2.5006606578826904,0.0015392601490020752,50,0.06996190288939069,3.294479247570772,0.008775530382990837,0.11311033177928222,0.2127949211364694,0.0,0.32683781230217546,17.723808675977477,0.21286879085358185,34.947950951999076
0.00031556649179432855,0.0,0.17438830205118408,1.433029055595398,0.0,3.4219133853912354,25,650000,-0.5505034923553467,-0.5596243739128113,1.3771101583720094e-11,3.609240457935117,8.571998894655222,0.08,4.1394362449646,0.0,2.7064071893692017,0.0091208815574646,50,0.0581183165565373,2.5020080456352574,0.00964229367673397,0.13015328032715967,0.21244151252997986,0.02,0.2604880072225772,17.057363658212267,0.3061111749412145,41.69284969046613
0.0006281722178078636,0.02,0.15151639362073585,8.473636627197266,0.0,3.3196146488189697,26,675000,-0.7811667919158936,-0.7927173376083374,1.5534297626853559e-09,4.657818995086633,55.11882536296231,0.26,101.42121124267578,0.0,92.94757461547852,0.011550545692443848,50,0.08478346993969639,6.8524632501085065,0.005574152804911137,0.11345330833192206,0.19335379759490734,0.02,0.32923502540672667,27.959009566015993,6.557434518882624,409.92884299426845
0.00033451223952975006,0.0,0.14825757703283324,1.6079052686691284,0.0,3.2925262451171875,27,700000,-0.3842087388038635,-0.3925672173500061,3.320557469498304e-10,4.527000998245282,7.9582083535372785,0.2,4.996114730834961,0.0,3.3882094621658325,0.008358478546142578,50,0.08733317183871403,5.8306467011090675,0.005566550884395838,0.121648519311023,0.17660882262787114,0.0,0.31865029963393904,22.080839622181138,0.22214517384591836,46.82368979310272
0.0010563788739700616,0.0,0.15703036011907917,1.5431182384490967,0.0,3.2373085021972656,28,725000,-0.3658604621887207,-0.37211358547210693,7.195920995257124e-10,4.32723582459077,9.630590847095407,0.28,3.3255255222320557,0.0,1.782407283782959,0.0062531232833862305,50,0.08000891544842086,4.253088814114512,0.004374971147626638,0.12803508906856964,0.19233938083248248,0.0,0.2914133522466095,20.56560180200431,0.16858485437605575,58.084178787601246
0.0008587280953071304,0.0,0.15763182737860237,1.5499016046524048,0.0,3.1725499629974365,29,750000,-0.6595442891120911,-0.6679461598396301,8.281394188936282e-09,4.4176904855297785,9.951985396828508,0.22,4.530100345611572,0.0,2.9801987409591675,0.008401870727539062,50,0.09519011755630795,8.263096185471861,0.00814357865601778,0.12486881226062246,0.1955071297876999,0.0,0.3218880889317386,23.76695935128303,0.20671265826539928,56.251186587080916
0.0022412224484626717,0.0,0.15220838382870933,1.5388227701187134,0.0,3.102849006652832,30,775000,-0.5484156012535095,-0.550569474697113,3.125679263595556e-10,5.39441404846348,9.786422474807875,0.36,4.191120624542236,0.0,2.652297854423523,0.0021538734436035156,50,0.11243912291604342,8.430281063714322,0.007069885265082121,0.11821793995604969,0.18236451430415548,0.0,0.3706451124014134,25.257912341184042,0.20071506559028476,52.33913346545744
0.002712710199476089,0.02,0.15798082728461246,2.634962797164917,0.0,3.044158458709717,31,800000,-0.7962397933006287,-0.8002808094024658,2.6752160648792187e-09,5.837526680789211,24.653810628802695,0.34,20.597530364990234,0.0,17.962567567825317,0.004041016101837158,50,0.13579264889431414,8.952035929091002,0.005200546234846115,0.10984547707774255,0.20888718292106684,0.0,0.41736833308433857,33.138442828729914,3.4373320470575504,178.15576401024708
0.0035450255385373265,0.0,0.15029272324907564,1.5208169221878052,0.0,2.9791653156280518,32,825000,-0.5244905948638916,-0.5272826552391052,7.64200111033071e-10,5.581437184264754,10.663465598954776,0.36,3.1077399253845215,0.0,1.5869230031967163,0.002792060375213623,50,0.13012725894351707,4.798354093486791,0.006652641575783491,0.1138939002415261,0.19308174646334758,0.0,0.34893534056697706,28.030004522648106,0.17547398775028875,51.082792245123365
0.002413078905061105,0.0,0.17011050290920524,1.5531381368637085,0.0,2.9301950931549072,33,850000,-0.32094505429267883,-0.3294810652732849,2.8302037679270003e-10,5.050086189196816,14.002790332092003,0.3,4.861457347869873,0.0,3.3083192110061646,0.008536010980606079,50,0.11560675492822338,3.3672943299041718,0.008624640293419361,0.11535827743517778,0.22616039044853306,0.0,0.39074842517612735,25.131902152233323,2.219682740410898,91.55088957515072
0.004631293092057374,0.0,0.1522682352863822,1.605619192123413,0.0,2.8666434288024902,34,875000,-0.5502466559410095,-0.5584570169448853,1.423949418890246e-09,5.965409563941624,8.725175950129392,0.28,3.8330507278442383,0.0,2.227431535720825,0.008210361003875732,50,0.1310402001375196,5.6627023263686755,0.007715970277786255,0.12299412115693714,0.17974576195598124,0.0,0.37736913466222,29.75596407367484,0.217160359670375,47.84567103769679
0.0048261500452377445,0.0,0.1521369405887027,1.538926362991333,0.0,2.810558795928955,35,900000,-0.6451271772384644,-0.6458300948143005,3.3279261492039083e-09,6.3922061397157055,8.584214956994783,0.32,4.327252388000488,0.0,2.7883260250091553,0.0007029175758361816,50,0.1500734043576135,13.991040281805653,0.011604742147028446,0.1210705738339872,0.18392251132859716,0.0,0.40499235557426305,32.51858612284048,1.8641159386380488,53.79979718682057
0.005306910904939864,0.0,0.1411688909085508,1.4501287937164307,0.0,2.742304801940918,36,925000,-0.48286259174346924,-0.49380019307136536,2.675504843487689e-11,6.647145548020348,12.066367159502235,0.54,5.0805182456970215,0.0,3.630389451980591,0.010937601327896118,50,0.13873097172206972,5.0149170302104595,0.010461492463946342,0.11083404886268132,0.18195770024264082,0.0,0.4204838219944589,30.021325536436265,0.2477262537392079,66.09674356835329
0.009611880300470865,0.0,0.14633234103348028,1.421470046043396,0.0,2.701082706451416,37,950000,-0.6529805660247803,-0.6557393074035645,6.409059077461673e-09,7.410132058208704,15.616311923035374,0.6,5.740501403808594,0.0,4.319031357765198,0.0027587413787841797,50,0.19608507191656138,9.104388069374536,0.006798562593758106,0.11310281830516372,0.19317323830063274,0.02,0.49843094765824325,38.33744258640318,0.4391632703352005,101.66934222552854
0.006061141644096083,0.02,0.15743097977614928,1.5130903720855713,0.0,2.6669528484344482,38,975000,-0.43678897619247437,-0.4434991776943207,3.1362017399538005e-10,7.054281641131203,14.717524992582817,0.46,5.3603129386901855,0.0,3.8472225666046143,0.0067102015018463135,50,0.16490087250880556,10.10169762828117,0.006697491277009249,0.116365330677402,0.20089614771209108,0.0,0.4563146862978881,35.18221766608048,0.3612305103339559,95.45601657459228
0.00636058633175677,0.0,0.1416451708588097,1.3818416595458984,0.0,2.6095402240753174,39,1000000,-0.47906550765037537,-0.4843721091747284,4.6903671829472984e-12,6.713093655872062,11.193439886096082,0.54,5.0679121017456055,0.0,3.686070442199707,0.005306601524353027,50,0.16445723766575554,4.38089492236735,0.008440173231065273,0.10517059624843549,0.18047763918965162,0.0,0.47031400380592175,31.651166321714136,0.2257139862148565,72.2589139096051
0.007452315807154126,0.02,0.15122029853913424,3.5224838256835938,0.0,2.5395851135253906,40,1025000,-0.5428611636161804,-0.5487427115440369,4.9260543635221635e-09,7.9435262134647715,30.437733794411017,0.44,31.014217376708984,0.0,27.49173355102539,0.005881547927856445,50,0.18221982023593777,11.181911025748457,0.003947816323488951,0.1196587894609381,0.18912586255279534,0.0,0.46403299329443276,40.081511531123375,3.2872665636365515,239.8044335457182
0.009589845423179534,0.0,0.14865441295457985,1.6172592639923096,0.0,2.487353801727295,41,1050000,-0.02745993807911873,-0.04193699359893799,1.4911964739624374e-10,6.9514437248645,10.095203398803458,0.64,11.987092971801758,0.0,10.369833707809448,0.01447705551981926,50,0.19486374204931278,2.8421170383217573,0.006324274465441704,0.11580832115019861,0.18813974180958903,0.0,0.4932126752338594,35.95910227364896,0.277177935048198,56.00451195408112
0.009784340150088477,0.02,0.16163565101388483,3.0329315662384033,0.0,2.434638500213623,42,1075000,-0.6531834602355957,-0.6612653136253357,7.523351232388565e-09,8.324303494226271,31.426057708691175,0.58,15.765312194824219,0.0,12.732380628585815,0.00808185338973999,50,0.19862025416498677,10.292551174456568,0.006810519844293594,0.1214064336555182,0.22953478396541144,0.02,0.46240766986779525,42.74562537250268,3.1778033875684324,241.75548887751276
0.010299412561394368,0.0,0.14201199903262116,1.8007992506027222,0.0,2.379398822784424,43,1100000,-0.3042104244232178,-0.31046178936958313,5.062132271459439e-10,7.367209147455311,16.682774075532834,0.72,5.135673522949219,0.0,3.3348742723464966,0.0062513649463653564,50,0.19088950297199084,12.048843372446395,0.004372284281998873,0.10720133094041044,0.18523081621242266,0.0,0.4813935343052341,37.05794906466166,3.7048291049635624,118.99840998049629
0.009121856149509742,0.0,0.1524652063229697,1.6434452533721924,0.0,2.343681573867798,44,1125000,-0.3023885488510132,-0.3092561662197113,1.4786746494874834e-07,7.530631033566448,16.655820233454957,0.74,4.309943675994873,0.0,2.6664984226226807,0.00686761736869812,50,0.19509211065491353,6.04904605280858,0.003690078156068921,0.11201581915001228,0.19972847331294993,0.0,0.468771751183544,37.98363539210256,0.34829976914675614,97.34549355223061
0.011806548340083472,0.02,0.15010320435328572,1.8009015321731567,0.0,2.303823947906494,45,1150000,-0.49511855840682983,-0.5021011829376221,7.089494686473922e-12,7.993040559028628,19.085128643183864,0.68,7.599959850311279,0.0,5.799058318138123,0.006982624530792236,50,0.20767839842601168,16.784618247840093,0.008117449469864368,0.11587314941185758,0.18911628166873357,0.0,0.5215069360035381,41.59478142705878,4.209726033256971,125.21897917987867
0.010821698503549589,0.02,0.15265366659851273,1.6923940181732178,0.0,2.2761712074279785,46,1175000,-0.360114723443985,-0.367551326751709,2.4895429114027784e-09,8.125129850775915,18.063662080926363,0.68,7.6133904457092285,0.0,5.920996427536011,0.007436603307723999,50,0.22019286329676302,11.50089715585609,0.007726647425442934,0.117504389419162,0.19903387557034086,0.0,0.513266879978632,42.94667810671418,3.196760626074318,108.4222683220501
0.008547794851666662,0.02,0.15757129971442305,266.3460693359375,0.0,2.2466788291931152,47,1200000,-2.3092594146728516,-2.307638168334961,1.4247248160669139e-10,9.976156993130958,404.3182050420656,0.66,1909.44189453125,0.0,1643.0958251953125,-0.001621246337890625,50,0.19960992248245757,5.935490616683436,0.012361283414065838,0.09875362824468063,0.22093262428256366,0.02,0.5031131331417928,98.4590582740515,10.0,2922.3644292886574
0.005134128385627268,0.04,0.1617537667066073,2.383969306945801,0.0,2.2527847290039062,48,1225000,0.8556825518608093,0.8332326412200928,1.5186595779484368e-09,7.586022100428853,27.020231699603812,0.64,30.203662872314453,0.0,27.819693565368652,0.022449910640716553,50,0.14761082154891297,11.35329461072369,0.004154903814196587,0.11094101964799158,0.22555947770016094,0.0,0.5214602796952844,34.953833185910284,2.6623533204350034,132.67354362250416
0.0005760015750733619,0.0,0.15812758293827237,2.435696840286255,0.0,2.204882860183716,49,1250000,-0.05580328032374382,-0.06956704705953598,2.5047757630836044e-11,5.495666415959149,27.547840037976933,0.4,9.243057250976562,0.0,6.807360410690308,0.01376376673579216,50,0.08835971061125113,4.676320630387689,0.006927160080522299,0.10765573294928707,0.20442918536978613,0.02,0.3924932672821218,22.910101123363393,5.636660506045242,195.795588168778
0.001815249127986471,0.02,0.14743217664815453,2.2109971046447754,0.0,2.1387577056884766,50,1275000,-0.4638745188713074,-0.4746555984020233,8.122808865343809e-11,5.261829898882388,26.182658699039123,0.26,5.851325511932373,0.0,3.6403284072875977,0.010781079530715942,50,0.09401799726585348,4.351848242589214,0.007547647692263126,0.11267234299944437,0.19076801610095445,0.0,0.37507116832238374,22.88672317402122,3.026620743895303,157.93014696889722
0.0043971327596324175,0.0,0.1566951436142379,1.7640737295150757,0.0,2.0902750492095947,51,1300000,-0.508608877658844,-0.5176126956939697,6.346883701291272e-10,6.204062567016722,16.0693581987157,0.38,4.118295669555664,0.0,2.3542219400405884,0.009003818035125732,50,0.13876699232516768,5.7169881647291065,0.006170799024403095,0.12170698823007683,0.2005974337177307,0.0,0.40739167292753253,29.866085141364334,0.40824840042736,107.35484052704874
0.004042129773832322,0.0,0.14293628781795326,1.536924958229065,0.0,2.068227529525757,52,1325000,-0.11486528068780899,-0.12391001731157303,1.567065816880933e-10,5.789401005908287,12.554096453446034,0.38,4.465404510498047,0.0,2.928479552268982,0.009044736623764038,50,0.12683779681217605,5.6403631543260815,0.0037449472583830357,0.11712975429648947,0.175047833148299,0.0,0.37505975527286517,26.716723153198373,0.2004108562695703,58.352455603466176
0.005701939111614167,0.02,0.14280291391220637,1.4642267227172852,0.0,2.0374085903167725,53,1350000,-0.48107749223709106,-0.4913882911205292,5.652846432899941e-10,6.393632885747459,10.630566898556634,0.5,7.828738689422607,0.0,6.364511966705322,0.01031079888343811,50,0.15303594011985272,5.472872087265686,0.006160421296954155,0.10993548389366707,0.1837962364716889,0.0,0.4447036330414654,31.826043211457137,0.23114659602903542,59.69046959261768
0.004884113899347546,0.0,0.15274602484572206,1.6100267171859741,0.0,2.0234739780426025,54,1375000,-0.31263527274131775,-0.31949546933174133,4.832248841674791e-13,6.25357314379299,12.080221753194653,0.58,9.200947761535645,0.0,7.59092104434967,0.006860196590423584,50,0.1639382218766579,9.470429519273795,0.005705598276108503,0.11196003511611355,0.1906474324315967,0.0,0.4460283092468881,32.206296819925996,0.36855023998998154,64.34370904655731
0.0034914521295239744,0.04,0.15093019643430813,1.489115834236145,0.0,1.974670648574829,55,1400000,-0.19198183715343475,-0.20078586041927338,1.4913451786315966e-09,5.525701715719863,10.489424503276975,0.4,7.528303623199463,0.0,6.039187788963318,0.008804023265838623,50,0.14059729737120205,4.840606653842686,0.00837159063667059,0.12001936896862908,0.19183010763188044,0.0,0.3920561594763431,26.94885446314858,0.18352364083270747,55.21988340755114
0.007668379769734889,0.0,0.16491867285309833,1.620918869972229,0.0,1.9033148288726807,56,1425000,-0.47358402609825134,-0.4847114086151123,3.3727886781869717e-09,5.845396422595147,15.094778410699869,0.52,10.62351131439209,0.0,9.00259244441986,0.011127382516860962,50,0.15226608629192112,2.8929895203238436,0.005618652328848839,0.11684174369209802,0.22734173411837774,0.0,0.46373528887701454,31.521657847066194,0.8570616963763353,76.37479191936127
0.009469750342557951,0.0,0.14378511282751424,1.8769772052764893,0.0,1.8263187408447266,57,1450000,-0.4767553210258484,-0.48791131377220154,2.6672026977656248e-09,7.0575724852572455,14.113346109402801,0.58,8.564251899719238,0.0,6.687274694442749,0.01115599274635315,50,0.18531875915015633,16.619979403755632,0.006777297239750624,0.11364750568713329,0.18371057578606362,0.0,0.4980905053195495,37.23009104991999,4.00979004512809,103.22408341369399
0.010023587274406514,0.04,0.15043796475186025,1.9588507413864136,0.0,1.8050326108932495,58,1475000,-0.2064194530248642,-0.2130172848701477,3.186805473525703e-09,6.4489762343746495,14.632033753848063,0.56,7.672842979431152,0.0,5.713992238044739,0.006597831845283508,50,0.17622481165587905,5.213925019064605,0.004687385633587837,0.11704863332242002,0.18750950162721972,0.0,0.4297956749689456,36.505369087696685,3.5117794460342835,106.57646517398332
0.006646052739158078,0.0,0.15685503644497437,1.6621298789978027,0.0,1.7649461030960083,59,1500000,-0.35704976320266724,-0.36349084973335266,5.989814618748839e-10,6.669147135424628,10.663008506744374,0.54,4.149394512176514,0.0,2.487264633178711,0.006441086530685425,50,0.1588478943152387,6.150070170084947,0.009286046028137207,0.12153585684183801,0.19969831136580873,0.0,0.4484878309821208,33.16324587394026,1.6314471804881971,49.73219885661059
