GaussianMLPPolicy/KLBefore,GaussianMLPPolicy/LossAfter,TotalEnvSteps,Evaluation/EpisodeMeanGraspReward,Evaluation/EpisodeMeanMaxGraspReward,Evaluation/SuccessRate,GaussianMLPValueFunction/LossBefore,Evaluation/AverageReturn,Evaluation/EpisodeMeanInPlaceReward,GaussianMLPPolicy/KL,Evaluation/StdReturn,Evaluation/TerminationRate,Evaluation/NumEpisodes,GaussianMLPValueFunction/LossAfter,Evaluation/Iteration,Evaluation/MinReturn,Evaluation/NearObject,Evaluation/MaxReturn,Evaluation/EpisodeMeanMinInPlaceReward,GaussianMLPPolicy/dLoss,Evaluation/GraspSuccessRate,Evaluation/EpisodeMeanMinGraspReward,GaussianMLPPolicy/Entropy,GaussianMLPPolicy/LossBefore,Evaluation/EpisodeMeanMaxInPlaceReward,Evaluation/AverageDiscountedReturn,GaussianMLPValueFunction/dLoss,Evaluation/MinReward,Evaluation/MaxReward
0.0,-0.9524227380752563,25000,0.006063517987351481,0.026641852736796753,0.0,0.9550142288208008,2.86227563690062,0.1395446419621159,0.009128065779805183,0.8982767412573703,0.0,50,-0.01836116798222065,0,1.6422890979984444,0.0,5.55872693810991,0.13951230527615927,0.000853121280670166,0.0,2.8943617982823294e-05,5.591461658477783,-0.9515696167945862,0.1398168275063707,0.8748780549406693,0.9733753968030214,1.4454834474418337e-08,0.0390514619994213
0.0,-0.9223822951316833,50000,0.00704798655449496,0.024507771296451975,0.0,0.046821463853120804,3.314842417464988,0.14284866277959415,0.007553509436547756,1.0392177744964457,0.0,50,-0.6324248313903809,1,1.901410902806369,0.0,6.515723851986295,0.1428161088552342,0.0007944107055664062,0.0,3.0041628077527354e-05,5.488266944885254,-0.9215878844261169,0.14318075031299132,0.9115908058018775,0.6792462952435017,1.5015603382123197e-08,0.04658591138467522
0.0,-0.8915846347808838,75000,0.006619601233390955,0.025321831707852068,0.0,-0.4172952473163605,3.124812054125992,0.14044499490846815,0.005333513952791691,1.0393008529408396,0.0,50,-0.8163589239120483,2,1.5646224350854725,0.0,6.115160332633446,0.14041701371776008,0.0014740228652954102,0.0,3.2538497215610304e-05,5.398743152618408,-0.8901106119155884,0.14073835252689867,0.8812782160035003,0.39906367659568787,6.553077104875213e-08,0.03876723177052787
0.0,-0.8848757147789001,100000,0.007959524183306182,0.024336963877214193,0.0,0.5141059160232544,3.733405759631941,0.14739286922006678,0.008097435347735882,1.500369850906555,0.0,50,-0.528572142124176,3,1.7729501711247404,0.0,7.584952574185321,0.14735285450775468,0.0031340718269348145,0.0,2.203725752073894e-05,5.269919395446777,-0.8817416429519653,0.14774609458649496,0.9482680790790354,1.0426780581474304,1.0486731046488274e-09,0.048423776627047964
0.0,-0.8619362711906433,125000,0.009511977403056782,0.026615286105962737,0.0,-0.09415353834629059,4.4221975259201365,0.1429678329269358,0.005713342223316431,1.4326454068467167,0.0,50,-0.49083149433135986,4,1.8495786445850066,0.0,6.97510819066364,0.14293003804728072,0.0016239285469055176,0.0,3.645043926517406e-05,5.171600818634033,-0.8603123426437378,0.14323776053242626,1.0822987381475906,0.3966779559850693,6.748998510447021e-08,0.03816543293199723
0.0,-0.8499553799629211,150000,0.00952612247588914,0.025753674147022728,0.0,-0.10981334000825882,4.4202912663990235,0.140156384112604,0.004846853204071522,1.4131217011628798,0.0,50,-0.39354339241981506,5,2.1555497397585244,0.0,7.303676860952021,0.1401278537016157,0.0016260743141174316,0.0,2.0885185029205164e-05,5.129360675811768,-0.8483293056488037,0.14048541764776454,1.0673204485427374,0.28373005241155624,2.048019241741003e-08,0.04473972762745293
0.0,-0.8421798944473267,175000,0.011556781406636994,0.02444253887405433,0.0,0.2744444012641907,5.3303370998231046,0.14135440258867052,0.007450522389262915,1.6531983401519272,0.0,50,-0.08078424632549286,6,2.1636932693269264,0.0,7.59422037982927,0.14132485491363594,0.0017747282981872559,0.0,3.191571942942637e-05,5.030167102813721,-0.8404051661491394,0.14165700287979857,1.1156292350249535,0.35522864758968353,3.064070508789845e-08,0.02683638511076816
0.0,-0.8148739337921143,200000,0.010293325305313634,0.024516659969257306,0.0,0.01923997513949871,4.78802216602254,0.14601102156333196,0.007101427763700485,1.6022229056194852,0.0,50,-0.19948050379753113,7,1.949562131379053,0.0,7.555121556976982,0.14597137866372759,0.0009696483612060547,0.0,1.771764882677046e-05,4.941102027893066,-0.8139042854309082,0.1463351783316176,1.0415156610746634,0.21872047893702984,1.0237331085150376e-08,0.0440041627444326
0.0,-0.8013684153556824,225000,0.0091950336023669,0.02400266951094968,0.0,-0.15197376906871796,4.294076155313126,0.14370199251615165,0.007735485211014748,1.385832424995387,0.0,50,-0.40238168835639954,8,2.057543153894445,0.0,6.812598174481015,0.14366229170592568,0.0014815330505371094,0.0,2.6658411986287517e-05,4.832010746002197,-0.7998868823051453,0.1440019340269607,0.9844350681596574,0.2504079192876816,2.9153829989773935e-09,0.037881862938845365
0.0,-0.7926835417747498,250000,0.009810972093970232,0.026234041670901057,0.0,-0.03923266381025314,4.549204535306784,0.139362434325181,0.0033170226961374283,1.5577912983725324,0.0,50,-0.3729483485221863,9,2.085608798984557,0.0,7.8086994938291205,0.13933590608647253,0.0014129281044006348,0.0,3.75107313635849e-05,4.761050224304199,-0.7912706136703491,0.1396841419858964,1.057668073959099,0.33371568471193314,3.5913114900551575e-08,0.03881430488440304
0.0,-0.7682706117630005,275000,0.010120592734328186,0.023398640019752354,0.0,0.29990363121032715,4.712096956570415,0.1431214994977301,0.0038826074451208115,1.4496977182877004,0.0,50,-0.19569402933120728,10,2.282127613246223,0.0,7.434969854661209,0.143087885871609,0.0009871721267700195,0.0,2.4307553951121915e-05,4.735854625701904,-0.7672834396362305,0.14344124102456485,1.022816204990732,0.4955976605415344,4.313655475691352e-08,0.026094254000712313
0.0,-0.792164146900177,300000,0.012427473522848335,0.025896365173464397,0.0,0.6576356887817383,5.747552740718891,0.14671955581605536,0.005345222074538469,1.1663734370391963,0.0,50,-0.012794754467904568,11,3.500617547620767,0.0,7.915064026705941,0.14667748556929758,0.0014673471450805664,0.0,3.768912096349224e-05,4.639452934265137,-0.7906967997550964,0.14703857746642027,1.1211448145183094,0.6704304432496428,2.428159488951024e-09,0.04067178887266059
0.0,-0.7448809146881104,325000,0.01227753616553142,0.024733014305515152,0.0,0.22489582002162933,5.675589074200667,0.1430227307525739,0.005968565121293068,1.1362442253152905,0.0,50,-0.005174383521080017,12,2.8393769398909177,0.0,7.789720551918748,0.14299111799970501,0.0010944008827209473,0.0,2.4788147318003066e-05,4.577988147735596,-0.7437865138053894,0.1433220079397926,1.1104837712986209,0.23007020354270935,6.69207712573016e-08,0.03843510710079237
0.0,-0.7325403094291687,350000,0.011445668547246452,0.02488982219008576,0.0,0.2730981409549713,5.307118415079447,0.13968748919996982,0.006024063564836979,1.0358691013974133,0.0,50,-0.03974354267120361,13,3.127279841059621,0.0,7.148466527571617,0.139660776274073,0.0012584924697875977,0.0,1.7772952474353253e-05,4.461430072784424,-0.7312818169593811,0.14000645850839244,1.0499124554272459,0.3128416836261749,8.623007035823139e-09,0.03968224364849841
0.0,-0.7196961045265198,375000,0.011990624825015587,0.023532814273456534,0.0,0.23556964099407196,5.56510203819693,0.1428220812539038,0.006316119804978371,0.728457764738819,0.0,50,-0.043117623776197433,14,3.879027804180094,0.0,6.972629047545681,0.14278931645413676,0.0014402270317077637,0.0,3.152469176939129e-05,4.406097412109375,-0.718255877494812,0.14314154102794396,1.069918126860735,0.2786872647702694,4.557459847596963e-09,0.03915614506183864
0.0,-0.7145267128944397,400000,0.013277807974708759,0.02489229942483108,0.0,0.531586229801178,6.1303206886842805,0.14663503122544175,0.006809494458138943,0.7858139417182937,0.0,50,0.09394138306379318,15,4.434720169381429,0.0,7.756683208396583,0.14659344243477704,0.0016362667083740234,0.0,3.5079594189232316e-05,4.310630798339844,-0.7128904461860657,0.1469482372851987,1.1597216378155175,0.4376448467373848,4.0263366520461685e-10,0.03829699633392438
0.0,-0.7210198640823364,425000,0.014033676571344305,0.024543027880316367,0.0,0.45933887362480164,6.44575021062332,0.1437145192051239,0.004789599217474461,0.7511516063159072,0.0,50,0.13807305693626404,16,4.5304566828099375,0.0,8.050989737455076,0.14367833113363482,0.0019431710243225098,0.0,2.5299805043648534e-05,4.203505516052246,-0.7190766930580139,0.14402291060284916,1.1756373448117377,0.3212658166885376,1.2853433240316393e-08,0.03854784344196244
0.0,-0.6958966255187988,450000,0.014867056644967694,0.02578950296157228,0.0,0.49404120445251465,6.779702110672273,0.13985560316297307,0.005471805576235056,0.6459837680726351,0.0,50,0.17144450545310974,17,5.0406353391393734,0.0,8.040608389639624,0.13982575178156906,0.0016345381736755371,0.0,3.0838309932601554e-05,4.098331451416016,-0.6942620873451233,0.14017257081853007,1.2323907576225603,0.3225966989994049,3.231414340097066e-09,0.04128291824668855
0.0,-0.6877070069313049,475000,0.015261948770666231,0.024592003815370172,0.0,0.5019324421882629,6.960072969699481,0.14226911913474166,0.008673397824168205,0.6784921858375041,0.0,50,0.20147603750228882,18,4.7076714818064005,0.0,7.91523998557872,0.142235650501642,0.002041637897491455,0.0,3.244601361820992e-05,3.982567071914673,-0.6856653690338135,0.1425959173154541,1.2636135036812484,0.3004564046859741,1.6468476533707416e-09,0.03906220069087604
0.0,-0.6669335961341858,500000,0.015484307732931685,0.026203580993936347,0.0,0.5432010293006897,7.058371557345996,0.14347707405123455,0.00622252793982625,0.5858812728002141,0.0,50,0.22600513696670532,19,5.496152411294993,0.0,8.095132001258953,0.14344015411730013,0.0007666945457458496,0.0,3.0981841363452636e-05,3.9189224243164062,-0.6661669015884399,0.14379571867341606,1.2935763485390859,0.3171958923339844,1.605229902409394e-08,0.039774436740390065
0.0,-0.6388337016105652,525000,0.015048619354035987,0.02437661343277223,0.0,0.4583629369735718,6.879008449970027,0.14460467279899628,0.007648911792784929,0.735435551629967,0.0,50,0.20127515494823456,20,4.869317182063715,0.0,7.844398119061291,0.14456948173010328,0.001596689224243164,0.0,4.068335346523347e-05,3.7964372634887695,-0.637237012386322,0.14491301662881662,1.2779172513560535,0.2570877820253372,1.735348330475552e-07,0.02654796043284347
0.0,-0.6117172241210938,550000,0.015624529985361403,0.026645312907754817,0.0,0.5178283452987671,7.102905570175925,0.14051179388162838,0.005337907001376152,0.5821960398038211,0.0,50,0.22968269884586334,21,5.530679702991704,0.0,8.215555217336979,0.14047992599653047,0.001248478889465332,0.0,2.6061262787104075e-05,3.682124614715576,-0.6104687452316284,0.14081629399584158,1.2904318782248339,0.28814564645290375,1.0982243502682588e-08,0.04613085567914544
0.0,-0.5987991690635681,575000,0.015775557221865567,0.023403232505809182,0.0,0.48918870091438293,7.193972185780163,0.14581480024324642,0.005824470426887274,0.5371972707210592,0.0,50,0.17939826846122742,22,5.8422754475199135,0.0,8.186321782927163,0.14577902949211038,0.0010911822319030762,0.0,2.3275545648977055e-05,3.57938289642334,-0.597707986831665,0.1461481055309158,1.266506057251442,0.3097904324531555,3.0404842947077267e-10,0.027018329301557772
0.0,-0.5905942320823669,600000,0.015169555061567492,0.026685714106636668,0.0,0.4999728500843048,6.909763128804411,0.13932062899907163,0.00415373919531703,0.598029963700419,0.0,50,0.19824010133743286,23,5.721143960830556,0.0,7.939564481019688,0.13929142875656253,0.0013904571533203125,0.0,3.542944630235523e-05,3.5006978511810303,-0.5892037749290466,0.13961414432664354,1.2734375967703964,0.30173274874687195,3.965774246202654e-08,0.03879275220223203
0.0,-0.5597032308578491,625000,0.015406941007111749,0.023696231104942966,0.0,0.5213066339492798,7.032041535805674,0.1437493641458166,0.008685527369379997,0.5840407065531584,0.0,50,0.24622172117233276,24,6.041809921181587,0.0,8.148413812285332,0.1437172222020949,0.0019263029098510742,0.0,2.9903553179354033e-05,3.373161554336548,-0.557776927947998,0.1440777825769458,1.2687622305614483,0.275084912776947,9.070993510407357e-10,0.02583184006273468
0.0,-0.5376774072647095,650000,0.015357539237206539,0.02683001661043697,0.0,0.5663751363754272,6.996474074327723,0.1408708920145538,0.006125215440988541,0.5428577354793,0.0,50,0.24825499951839447,25,5.750621383166054,0.0,8.179572827803694,0.14083641969865582,0.0009060502052307129,0.0,3.454428396834676e-05,3.2839972972869873,-0.5367713570594788,0.14116745584239931,1.2743749506735151,0.3181201368570328,2.386896717238688e-09,0.039470945694078226
0.0,-0.5404688119888306,675000,0.013861755539249216,0.02266152184758351,0.0,0.41617417335510254,6.390680338480735,0.1471051797140772,0.005006577353924513,0.7424242460220172,0.0,50,0.10152094066143036,26,4.701887657956519,0.0,7.889318523798442,0.14706643654806967,0.0010395050048828125,0.0,2.7857626542135036e-05,3.181457281112671,-0.5394293069839478,0.14745670922588358,1.185921538644344,0.3146532326936722,1.7577593947475073e-07,0.026530479382445273
0.0,-0.522430956363678,700000,0.014313361001693892,0.02685924094371761,0.0,0.7522706389427185,6.5530668493596655,0.14166235712324293,0.006838102824985981,0.7819454635850331,0.0,50,0.14676693081855774,27,4.368055716892978,0.0,8.059104491239744,0.14162715470614828,0.0005598068237304688,0.0,4.269686049829251e-05,3.1101953983306885,-0.5218711495399475,0.14194234602294137,1.2416434042991609,0.6055037081241608,6.740353340208483e-11,0.03865935410405588
0.0,-0.5037201642990112,725000,0.01419182607019729,0.023994981526335876,0.0,0.5251363515853882,6.512196606052363,0.14261099110810094,0.008563769981265068,0.7723255077057403,0.0,50,0.20547688007354736,28,4.943719592109797,0.0,7.929608622204315,0.14258140392998742,0.001486659049987793,0.0,3.964672995598478e-05,2.991600275039673,-0.5022335052490234,0.14295418673457405,1.2134248542782182,0.3196594715118408,1.009095828386168e-08,0.039181996951415256
0.0,-0.48790866136550903,750000,0.014828451727630587,0.025252302749134016,0.0,0.505378007888794,6.778744300196409,0.14144680196309364,0.004204476717859507,0.6872753480431035,0.0,50,0.20563757419586182,29,4.9013767084175335,0.0,7.933844186576996,0.14141771733107866,0.0009708106517791748,0.0,4.725199515276667e-05,2.9013009071350098,-0.48693785071372986,0.14173810820280872,1.2605443621024717,0.29974043369293213,6.411746987137118e-08,0.03872284647881196
0.0,-0.4693673551082611,775000,0.014107929751955971,0.02410464596026818,0.0,0.37755337357521057,6.488725168822607,0.1454327352319141,0.008603496477007866,0.7726673057745742,0.0,50,0.13087311387062073,30,4.98927297796813,0.0,7.863612851778009,0.1453934746232079,0.0009115338325500488,0.0,4.533160520907885e-05,2.7832484245300293,-0.46845582127571106,0.14577437296459067,1.2073225053149401,0.24668025970458984,2.2463329219967038e-08,0.03905935835159231
0.0,-0.46376344561576843,800000,0.014823668189021753,0.024908632460811275,0.0,0.7039238810539246,6.7824797303527555,0.14294361711842576,0.004864518530666828,0.5848394700323006,0.0,50,0.25709614157676697,31,5.255380371979544,0.0,7.96597798592205,0.14290767710179916,0.0011414587497711182,0.0,2.931175505627986e-05,2.685631036758423,-0.4626219868659973,0.14323502528153778,1.2359235133782505,0.4468277394771576,7.847171018566088e-10,0.038371483758370996
0.0,-0.44470205903053284,825000,0.015191378504606225,0.026077321289458992,0.0,0.48834431171417236,6.933987072450905,0.14171726407670548,0.007820609956979752,0.5827475416396289,0.0,50,0.24274121224880219,32,5.744272782994009,0.0,8.150269066120876,0.1416855829957662,0.0010687410831451416,0.0,2.047774074920609e-05,2.584463596343994,-0.4436333179473877,0.14204766204880145,1.2723847884847586,0.24560309946537018,1.50144175107052e-10,0.03908673013520926
0.0,-0.434799462556839,850000,0.01558127010039227,0.024044551457398387,0.0,0.5325433611869812,7.1038008548431675,0.1425813206958458,0.007498319260776043,0.49796263833998217,0.0,50,0.2488216608762741,33,6.192331863652229,0.0,8.021370320263829,0.14254922863881514,0.0015605688095092773,0.0,4.365795474983926e-05,2.4963574409484863,-0.4332388937473297,0.14288915393048213,1.2886503038101855,0.2837217003107071,2.022660270320043e-07,0.024067960408555546
0.0,-0.4036876857280731,875000,0.015910009831873694,0.025208919260289522,0.0,0.4820834696292877,7.250697628910717,0.14501235771547677,0.005604423116892576,0.5286843652954499,0.0,50,0.2954265773296356,34,6.175984827188387,0.0,8.074209256500968,0.14497440472827017,0.0017590820789337158,0.0,4.465584935749907e-05,2.3987388610839844,-0.4019286036491394,0.14533396705483478,1.3098371986019537,0.1866568922996521,2.750331329614447e-09,0.03874913860788272
0.0,-0.40503713488578796,900000,0.015446350028743356,0.02368996478806108,0.0,0.4907013177871704,7.0599937356165166,0.14508168379951156,0.004786713980138302,0.47832761158310766,0.0,50,0.3164267838001251,35,6.15452340773643,0.0,7.996796464661542,0.14504493718790074,0.0008400380611419678,0.0,3.6506467484892505e-05,2.349752187728882,-0.404197096824646,0.14538957294884805,1.282641211853693,0.1742745339870453,1.2910032427147143e-08,0.024405621153883013
0.0,-0.35692086815834045,925000,0.014984812959910781,0.026108603664209865,0.0,0.5564156174659729,6.836191838435993,0.13898584636754255,0.00685048708692193,0.41588180271074576,0.0,50,0.2640213370323181,36,6.1163429301609336,0.0,7.689222428006133,0.1389583749591179,0.0009362101554870605,0.0,2.7538575574304075e-05,2.2570841312408447,-0.3559846580028534,0.13929790884941995,1.2690607194724361,0.2923942804336548,9.672736736327693e-10,0.03887846092529731
0.0,-0.36104172468185425,950000,0.01471540043835905,0.02351412230346277,0.0,0.4086728096008301,6.73640425602812,0.1412933534229408,0.004821421578526497,0.3821768454653933,0.0,50,0.2382730394601822,37,5.862787069656528,0.0,7.7277037705662766,0.14125928904189777,0.000708848237991333,0.0,2.937784848690568e-05,2.165361166000366,-0.3603328764438629,0.1416184103510986,1.236394536025458,0.1703997701406479,8.465034041983354e-09,0.024231322412125025
0.0,-0.380868136882782,975000,0.01520680273654384,0.024883373863273345,0.0,0.6546991467475891,6.962053040350757,0.14578062332831535,0.007253499235957861,0.46592124715534144,0.0,50,0.3117479979991913,38,5.953435076380391,0.0,7.68244692006242,0.1457403332161499,0.0009199678897857666,0.0,5.480186873119558e-05,2.0874342918395996,-0.3799481689929962,0.14609724850349112,1.2842306845796878,0.3429511487483978,3.321405709527044e-07,0.03881876445823458
0.0,-0.34420889616012573,1000000,0.014600651489936453,0.023887357861755453,0.0,0.3858815133571625,6.706732708100308,0.14571625821499587,0.008091268129646778,0.4785041514865563,0.0,50,0.23485605418682098,39,5.842797911650365,0.0,8.039051381202796,0.14567883062952303,0.0016196668148040771,0.0,3.447188933980322e-05,1.9859694242477417,-0.34258922934532166,0.1460277982814456,1.2417917538831647,0.1510254591703415,4.735305669748313e-07,0.03813548638999751
0.0,-0.32444465160369873,1025000,0.014608068381126995,0.025551955834243002,0.0,0.423334538936615,6.6810130429770425,0.13960144023724608,0.0062551843002438545,0.41967156255032684,0.0,50,0.20652268826961517,40,5.8321352879963255,0.0,7.74978546332576,0.13957226159841596,0.0009326338768005371,0.0,4.0117825294150804e-05,1.9037588834762573,-0.3235120177268982,0.13989915516514442,1.2330904285121007,0.21681185066699982,2.8533636530172245e-09,0.03883796034766568
