MetaTest/Average/StdReturn,MetaTest/pick-place-v2/SuccessRate,pick-place-v2/NumEpisodes,pick-place-v2/EpisodeMeanMaxGraspReward,MetaTest/Average/AverageDiscountedReturn,MetaTest/pick-place-v2/MaxReturn,MetaTest/Average/NumEpisodes,MetaTest/pick-place-v2/TerminationRate,MetaTest/pick-place-v2/EpisodeMeanMinInPlaceReward,MetaTest/Average/Iteration,MetaTest/Average/SuccessRate,MetaTest/Average/EpisodeMeanMaxGraspReward,pick-place-v2/SuccessRate,Average/EpisodeMeanMaxInPlaceReward,MetaTest/pick-place-v2/StdReturn,Average/TerminationRate,MetaTest/Average/NearObject,pick-place-v2/EpisodeMeanGraspReward,MetaTest/pick-place-v2/EpisodeMeanMinGraspReward,MetaTest/Average/EpisodeMeanMaxInPlaceReward,MetaTest/Average/EpisodeMeanMinGraspReward,MetaTest/pick-place-v2/EpisodeMeanInPlaceReward,Average/AverageReturn,policy/LossBefore,MetaTest/pick-place-v2/NumEpisodes,MetaTest/pick-place-v2/MinReward,MetaTest/pick-place-v2/EpisodeMeanGraspReward,MetaTest/pick-place-v2/Iteration,LinearFeatureBaseline/ExplainedVariance,MetaTest/pick-place-v2/AverageDiscountedReturn,MetaTest/Average/EpisodeMeanInPlaceReward,MetaTest/pick-place-v2/EpisodeMeanMaxInPlaceReward,pick-place-v2/AverageDiscountedReturn,Average/EpisodeMeanMinGraspReward,MetaTest/Average/EpisodeMeanGraspReward,pick-place-v2/EpisodeMeanMinInPlaceReward,pick-place-v2/AverageReturn,pick-place-v2/NearObject,Average/AverageDiscountedReturn,MetaTest/Average/MaxReward,MetaTest/Average/AverageReturn,pick-place-v2/EpisodeMeanInPlaceReward,pick-place-v2/Iteration,Average/StdReturn,TotalEnvSteps,MetaTest/Average/GraspSuccessRate,MetaTest/pick-place-v2/AverageReturn,MetaTest/Average/MaxReturn,pick-place-v2/StdReturn,pick-place-v2/MaxReturn,MetaTest/pick-place-v2/GraspSuccessRate,Average/Iteration,MetaTest/pick-place-v2/MinReturn,policy/LossAfter,policy/Entropy,MetaTest/pick-place-v2/MaxReward,Average/MinReward,policy/KLBefore,MetaTest/Average/TerminationRate,pick-place-v2/EpisodeMeanMaxInPlaceReward,pick-place-v2/GraspSuccessRate,Average/MaxReturn,Average/EpisodeMeanInPlaceReward,pick-place-v2/EpisodeMeanMinGraspReward,MetaTest/Average/MinReward,policy/KL,pick-place-v2/MinReturn,pick-place-v2/MinReward,pick-place-v2/MaxReward,pick-place-v2/TerminationRate,Average/MinReturn,Average/NearObject,Average/NumEpisodes,Average/EpisodeMeanGraspReward,MetaTest/pick-place-v2/NearObject,Average/GraspSuccessRate,policy/dLoss,MetaTest/Average/EpisodeMeanMinInPlaceReward,MetaTest/Average/MinReturn,MetaTest/pick-place-v2/EpisodeMeanMaxGraspReward,Average/MaxReward,Average/EpisodeMeanMinInPlaceReward,Average/EpisodeMeanMaxGraspReward,Average/SuccessRate
169.60996727533734,0.0,100,0.03514288412108284,528.7587920268502,998.6154076577869,50,0.0,0.1406462052627533,0,0.0,0.039795397311514,0.0,0.13891858403163457,169.60996727533734,0.0,0.0,0.005446632327106399,3.8455166420741805e-06,0.14095423192912432,3.8455166420741805e-06,0.14067757439257553,64.79777325225042,1.1152344e-05,50,3.1542677979585863e-09,0.004950301892672711,0,0.7695821610182682,528.7587920268502,0.14067757439257553,0.14095423192912432,20.404351604628317,6.1464905546419965e-06,0.004950301892672711,0.13860530807557828,64.79777325225042,0.0,20.404351604628317,9.43613437033678,528.7587920268501,0.13863039495373472,0,82.1233370394215,50000,0.0,528.7587920268501,998.6154076577869,82.1233370394215,355.1068090359637,0.0,0,268.97742848424724,-0.08463248,5.6860967,9.43613437033678,2.1538972404666083e-09,0.0,0.0,0.13891858403163457,0.0,355.1068090359637,0.13863039495373472,6.1464905546419965e-06,3.1542677979585863e-09,0.014902876,1.4323577328016928,2.1538972404666083e-09,3.0683543658388874,0.0,1.4323577328016928,0.0,100,0.005446632327106399,0.0,0.0,0.08464363,0.1406462052627533,268.97742848424724,0.039795397311514,3.0683543658388874,0.13860530807557828,0.03514288412108284,0.0
,,100,0.03583499171141025,,,,,,,,,0.0,0.14111158440696273,,0.0,,0.005357007279571134,,,,,620.8969007848527,0.00083203125,,,,,0.2965720986735745,,,,190.33855157770557,6.534357240080269e-06,,0.14076649120194143,620.8969007848527,0.0,190.33855157770557,,,0.1407959987915878,1,153.2817755221478,100000,,,,153.2817755221478,1002.253229270116,,1,,-0.13984844,5.6751127,,1.1551979748802653e-09,0.0,,0.14111158440696273,0.0,1002.253229270116,0.1407959987915878,6.534357240080269e-06,,0.0066015352,322.809659930716,1.1551979748802653e-09,12.907295619409973,0.0,322.809659930716,0.0,100,0.005357007279571134,,0.0,0.14068048,,,,12.907295619409973,0.14076649120194143,0.03583499171141025,0.0
,,100,0.03026270443222521,,,,,,,,,0.0,0.13705754259713013,,0.0,,0.004595065283661662,,,,,634.058812786113,-0.0005096484,,,,,0.6832375547004481,,,,185.36919970537613,6.6797788580745865e-06,,0.13678455743559012,634.058812786113,0.0,185.36919970537613,,,0.13681068542434255,2,175.84931710549304,150000,,,,175.84931710549304,1377.3513213416193,,2,,-0.10204164,5.6610694,,1.3807267760408484e-08,0.0,,0.13705754259713013,0.0,1377.3513213416193,0.13681068542434255,6.6797788580745865e-06,,0.00878641,384.05403004497896,1.3807267760408484e-08,18.66643189049442,0.0,384.05403004497896,0.0,100,0.004595065283661662,,0.0,0.10153199,,,,18.66643189049442,0.13678455743559012,0.03026270443222521,0.0
,,100,0.02713258641999021,,,,,,,,,0.0,0.1440469127935488,,0.0,,0.004852997573388204,,,,,718.5423005675423,0.0023039063,,,,,0.562191778770031,,,,207.20133244374344,1.5634553352291542e-05,,0.1437352483312978,718.5423005675423,0.0,207.20133244374344,,,0.1437720735910736,3,158.68671799055576,200000,,,,158.68671799055576,1163.47565866319,,3,,-0.12500829,5.6465144,,1.6575211467016035e-07,0.0,,0.1440469127935488,0.0,1163.47565866319,0.1437720735910736,1.5634553352291542e-05,,0.0058833007,443.5225899260149,1.6575211467016035e-07,16.518630429405945,0.0,443.5225899260149,0.0,100,0.004852997573388204,,0.0,0.1273122,,,,16.518630429405945,0.1437352483312978,0.02713258641999021,0.0
,,100,0.040694278456121745,,,,,,,,,0.0,0.13631219330725766,,0.0,,0.005574322701242407,,,,,646.4855675361468,0.00033277343,,,,,0.6530089400783872,,,,198.22323958361648,1.110887153108522e-05,,0.13600214651943804,646.4855675361468,0.0,198.22323958361648,,,0.13603120924040188,4,160.1102673377808,250000,,,,160.1102673377808,1373.9416305144596,,4,,-0.09894953,5.63527,,6.348623557546298e-07,0.0,,0.13631219330725766,0.0,1373.9416305144596,0.13603120924040188,1.110887153108522e-05,,0.005780027,446.2669425807669,6.348623557546298e-07,13.362280726117767,0.0,446.2669425807669,0.0,100,0.005574322701242407,,0.0,0.0992823,,,,13.362280726117767,0.13600214651943804,0.040694278456121745,0.0
,,100,0.02709293978856037,,,,,,,,,0.0,0.14393480337316533,,0.0,,0.004526653291089879,,,,,571.3283107945983,0.005327246,,,,,-0.1551104676555075,,,,187.70984131320745,7.614682800769048e-06,,0.1435795953455738,571.3283107945983,0.0,187.70984131320745,,,0.143612624220337,5,75.98779797077529,300000,,,,75.98779797077529,759.3141737324547,,5,,-0.21814255,5.6378045,,2.5374502938514865e-08,0.0,,0.14393480337316533,0.0,759.3141737324547,0.143612624220337,7.614682800769048e-06,,0.0068615074,344.36031389050225,2.5374502938514865e-08,13.757991489813866,0.0,344.36031389050225,0.0,100,0.004526653291089879,,0.0,0.2234698,,,,13.757991489813866,0.1435795953455738,0.02709293978856037,0.0
,,100,0.040557350667985624,,,,,,,,,0.0,0.14629321949866303,,0.0,,0.0055288154382672405,,,,,571.3274280932475,-0.0026494141,,,,,0.563290672531146,,,,193.83413658526933,8.835352859710774e-06,,0.14419148634356915,571.3274280932475,0.0,193.83413658526933,,,0.1447168956994576,6,78.47064857985455,350000,,,,78.47064857985455,791.9401525996243,,6,,-0.12050457,5.6323824,,8.204234436356906e-08,0.0,,0.14629321949866303,0.0,791.9401525996243,0.1447168956994576,8.835352859710774e-06,,0.0058241445,391.6324562428643,8.204234436356906e-08,12.293319634930878,0.0,391.6324562428643,0.0,100,0.0055288154382672405,,0.0,0.11785516,,,,12.293319634930878,0.14419148634356915,0.040557350667985624,0.0
,,100,0.0917692352214289,,,,,,,,,0.0,0.13650362708787783,,0.0,,0.007901697676733137,,,,,539.6943929478247,0.00018408203,,,,,0.6104139271002209,,,,182.5968184503209,1.173922536888917e-05,,0.13254458455281093,539.6943929478247,0.06,182.5968184503209,,,0.1338563697442712,7,172.1584987630166,400000,,,,172.1584987630166,1161.529410177306,,7,,-0.10971707,5.6282167,,1.7974147693142647e-06,0.0,,0.13650362708787783,0.0,1161.529410177306,0.1338563697442712,1.173922536888917e-05,,0.0047507524,81.56564630309877,1.7974147693142647e-06,22.337850123739972,0.0,81.56564630309877,0.06,100,0.007901697676733137,,0.0,0.10990115,,,,22.337850123739972,0.13254458455281093,0.0917692352214289,0.0
,,100,0.04428627236129185,,,,,,,,,0.0,0.14260226703534953,,0.0,,0.0060162983865790585,,,,,594.8589417867071,-0.0066966894,,,,,0.5823878056835442,,,,192.13329509397198,1.0630991553177366e-05,,0.13859196684058664,594.8589417867071,0.0,192.13329509397198,,,0.1394967314979009,8,125.65088847159703,450000,,,,125.65088847159703,1084.3481837358195,,8,,-0.10683746,5.6247706,,2.034186981299111e-09,0.0,,0.14260226703534953,0.0,1084.3481837358195,0.1394967314979009,1.0630991553177366e-05,,0.0048538405,355.6719980883015,2.034186981299111e-09,12.539333871268544,0.0,355.6719980883015,0.0,100,0.0060162983865790585,,0.0,0.10014077,,,,12.539333871268544,0.13859196684058664,0.04428627236129185,0.0
,,100,0.070035728371773,,,,,,,,,0.0,0.1451045086437473,,0.0,,0.007042393990970916,,,,,519.2674897999024,0.00080320315,,,,,0.594606938561579,,,,184.18610544727468,9.493990817393059e-06,,0.144068251252393,519.2674897999024,0.03,184.18610544727468,,,0.14432895040401836,9,108.32481240199355,500000,,,,108.32481240199355,909.7628819333543,,9,,-0.1281524,5.6216736,,8.770131635466279e-10,0.0,,0.1451045086437473,0.0,909.7628819333543,0.14432895040401836,9.493990817393059e-06,,0.0077975513,283.3159259617107,8.770131635466279e-10,10.456248412012208,0.0,283.3159259617107,0.03,100,0.007042393990970916,,0.0,0.1289556,,,,10.456248412012208,0.144068251252393,0.070035728371773,0.0
