pick-place-v2/EpisodeMeanInPlaceReward,Average/TerminationRate,Average/GraspSuccessRate,pick-place-v2/MinReturn,Average/AverageDiscountedReturn,MetaTest/Average/Iteration,pick-place-v2/MinReward,MetaTest/pick-place-v2/NumEpisodes,MetaTest/pick-place-v2/MaxReturn,Average/EpisodeMeanMaxInPlaceReward,GaussianMLPPolicy/LossBefore,MetaTest/pick-place-v2/EpisodeMeanMinGraspReward,pick-place-v2/NumEpisodes,MetaTest/pick-place-v2/EpisodeMeanMaxInPlaceReward,MetaTest/Average/EpisodeMeanMinInPlaceReward,MetaTest/pick-place-v2/Iteration,Average/Iteration,pick-place-v2/EpisodeMeanMinGraspReward,Average/NearObject,Average/EpisodeMeanMinGraspReward,Average/EpisodeMeanMinInPlaceReward,MetaTest/pick-place-v2/GraspSuccessRate,MetaTest/Average/MaxReward,MetaTest/Average/NumEpisodes,MetaTest/pick-place-v2/MinReward,MetaTest/pick-place-v2/MaxReward,MetaTest/Average/TerminationRate,pick-place-v2/EpisodeMeanMaxGraspReward,MetaTest/Average/EpisodeMeanMaxGraspReward,Iteration,MetaTest/Average/MaxReturn,pick-place-v2/EpisodeMeanGraspReward,pick-place-v2/AverageReturn,pick-place-v2/NearObject,GaussianMLPPolicy/KLBefore,MetaTest/pick-place-v2/AverageReturn,pick-place-v2/SuccessRate,Average/EpisodeMeanInPlaceReward,MetaTest/Average/MinReturn,pick-place-v2/StdReturn,pick-place-v2/GraspSuccessRate,Average/EpisodeMeanGraspReward,GaussianMLPPolicy/KLAfter,GaussianMLPPolicy/Entropy,MetaTest/pick-place-v2/StdReturn,MetaTest/pick-place-v2/TerminationRate,MetaTest/pick-place-v2/SuccessRate,Average/StdReturn,GaussianMLPPolicy/dLoss,MetaTest/pick-place-v2/MinReturn,Average/MinReward,pick-place-v2/Iteration,pick-place-v2/EpisodeMeanMaxInPlaceReward,MetaTest/pick-place-v2/EpisodeMeanMaxGraspReward,pick-place-v2/TerminationRate,MetaTest/Average/SuccessRate,MetaTest/pick-place-v2/NearObject,pick-place-v2/EpisodeMeanMinInPlaceReward,Average/EpisodeMeanMaxGraspReward,MetaTest/Average/AverageDiscountedReturn,MetaTest/pick-place-v2/EpisodeMeanInPlaceReward,Average/MaxReturn,TotalEnvSteps,MetaTest/Average/EpisodeMeanMinGraspReward,MetaTest/pick-place-v2/EpisodeMeanMinInPlaceReward,pick-place-v2/MaxReward,MetaTest/pick-place-v2/AverageDiscountedReturn,Average/MinReturn,Average/AverageReturn,MetaTest/Average/EpisodeMeanGraspReward,MetaTest/pick-place-v2/EpisodeMeanGraspReward,MetaTest/Average/EpisodeMeanMaxInPlaceReward,pick-place-v2/MaxReturn,Average/NumEpisodes,Average/MaxReward,MetaTest/Average/EpisodeMeanInPlaceReward,Average/SuccessRate,GaussianMLPPolicy/LossAfter,MetaTest/Average/StdReturn,MetaTest/Average/MinReward,MetaTest/Average/AverageReturn,pick-place-v2/AverageDiscountedReturn,MetaTest/Average/NearObject,MetaTest/Average/GraspSuccessRate
0.14324698041722989,0.0,0.0,1.1956371980949105,0.9375735339586848,0,3.225533193360594e-11,10,3.1238276835406427,0.14358452332115615,4.959280490875244,8.318832522511935e-06,200,0.14489510970353991,0.14453387268886791,0,0,2.3330925849836358e-05,0.0,2.3330925849836358e-05,0.14321446464606363,0.0,0.03719361828001886,10,1.4886388894428498e-08,0.03719361828001886,0.0,0.0345557547164593,0.028517993770357353,0,3.1238276835406427,0.0053467985531504645,2.487548202472074,0.0,0.0,2.568482435452345,0.0,0.14324698041722989,2.0219429915377436,0.6812117866744003,0.0,0.0053467985531504645,0.0006810013437643647,5.682150840759277,0.3746663401706098,0.0,0.0,0.6812117866744003,0.00012540817260742188,2.0219429915377436,3.225533193360594e-11,0,0.14358452332115615,0.028517993770357353,0.0,0.0,0.0,0.14321446464606363,0.0345557547164593,2.5684824354523434,0.14456957784819735,5.531841260717579,200000,8.318832522511935e-06,0.14453387268886791,0.06572783066418289,2.5684824354523434,1.1956371980949105,2.487548202472074,0.005466469233436258,0.005466469233436258,0.14489510970353991,5.531841260717579,200,0.06572783066418289,0.14456957784819735,0.0,4.959155082702637,0.3746663401706098,1.4886388894428498e-08,2.568482435452345,0.9375735339586848,0.0,0.0
0.1443175837651848,0.0,0.0,1.1149992542795075,0.9950997476969917,1,4.275544464769417e-11,10,3.391264488456216,0.1446419561060996,5.138182163238525,7.15408870260694e-06,200,0.14201838559483893,0.14164459164509932,1,1,7.68995718333271e-06,0.0,7.68995718333271e-06,0.14428450800430595,0.0,0.056969458900737964,10,3.7937743753483194e-08,0.056969458900737964,0.0,0.03751582570828478,0.04011450583440658,1,3.391264488456216,0.005848467768063949,2.6971266865193884,0.0,0.0,2.5827351441905098,0.0,0.1443175837651848,1.6103849035074904,0.9824123060588605,0.0,0.005848467768063949,0.00044766085920855403,5.694657325744629,0.6045377302671174,0.0,0.0,0.9824123060588605,0.00010538101196289062,1.6103849035074904,4.275544464769417e-11,1,0.1446419561060996,0.04011450583440658,0.0,0.0,0.0,0.14428450800430595,0.03751582570828478,2.5827351441905098,0.1416770092790199,6.938741980192357,400000,7.15408870260694e-06,0.14164459164509932,0.09277809315645776,2.5827351441905098,1.1149992542795075,2.6971266865193884,0.005595040871292966,0.005595040871292966,0.14201838559483893,6.938741980192357,200,0.09277809315645776,0.1416770092790199,0.0,5.1380767822265625,0.6045377302671174,3.7937743753483194e-08,2.5827351441905098,0.9950997476969917,0.0,0.0
0.14241475391495964,0.0,0.0,1.3000142138835085,1.0603286376109613,2,4.5379321395339004e-11,10,5.9198130793855075,0.1427265495647912,5.157240390777588,2.290246300377767e-05,200,0.14453092654973562,0.1441893705554953,2,2,1.7747440167416633e-05,0.0,1.7747440167416633e-05,0.1423877468686195,0.0,0.055214724008624545,10,1.8573147710621614e-08,0.055214724008624545,0.0,0.038064026582578236,0.03677806545139343,2,5.9198130793855075,0.005985865710154796,2.7633817498093665,0.0,0.0,2.8244620023669786,0.0,0.14241475391495964,1.6629776735794077,0.7384711437211576,0.0,0.005985865710154796,0.0006871488876640797,5.708712100982666,1.1812181660552412,0.0,0.0,0.7384711437211576,6.4849853515625e-05,1.6629776735794077,4.5379321395339004e-11,2,0.1427265495647912,0.03677806545139343,0.0,0.0,0.0,0.1423877468686195,0.038064026582578236,2.8244620023669786,0.14421067183076344,5.7552267144813545,600000,2.290246300377767e-05,0.1441893705554953,0.0791996497933707,2.8244620023669786,1.3000142138835085,2.7633817498093665,0.006223875793108711,0.006223875793108711,0.14453092654973562,5.7552267144813545,200,0.0791996497933707,0.14421067183076344,0.0,5.157175540924072,1.1812181660552412,1.8573147710621614e-08,2.8244620023669786,1.0603286376109613,0.0,0.0
0.14271171164409288,0.0,0.0,1.2105772687564764,1.0599249022533834,3,2.065167627228334e-12,10,4.369737817254748,0.14520109267291337,5.244865894317627,1.5517026340097154e-05,200,0.1411481141964343,0.14079148876141417,3,3,1.0654910556258833e-05,0.005,1.0654910556258833e-05,0.1411655202896694,0.0,0.07002990706294236,10,1.0375092083647373e-10,0.07002990706294236,0.0,0.0396651916549463,0.05343533800673088,3,4.369737817254748,0.006214035022963512,2.8574462329778845,0.005,0.0,2.9775317169392883,0.0,0.14271171164409288,2.051260386784249,1.112131438472392,0.0,0.006214035022963512,0.0006681964150629938,5.737845420837402,0.7549554478512093,0.0,0.0,1.112131438472392,9.5367431640625e-05,2.051260386784249,2.065167627228334e-12,3,0.14520109267291337,0.05343533800673088,0.0,0.0,0.0,0.1411655202896694,0.0396651916549463,2.9775317169392888,0.14082031262805092,12.55027840087066,800000,1.5517026340097154e-05,0.14079148876141417,0.1300620469998923,2.9775317169392888,1.2105772687564764,2.8574462329778845,0.006650278629654016,0.006650278629654016,0.1411481141964343,12.55027840087066,200,0.1300620469998923,0.14082031262805092,0.0,5.244770526885986,0.7549554478512093,1.0375092083647373e-10,2.9775317169392883,1.0599249022533834,0.0,0.0
0.1440539353381646,0.0,0.0,1.210195990912933,1.100751325362272,4,6.502247778509825e-11,10,3.5741011598360695,0.14450414238270815,5.496397018432617,9.799108498530236e-06,200,0.14434699778376237,0.14399635847137707,4,4,9.45459328562593e-06,0.0,9.45459328562593e-06,0.14382465830900423,0.0,0.057307774643404176,10,1.553276144424806e-08,0.057307774643404176,0.0,0.042538134686448854,0.04070685425095115,4,3.5741011598360695,0.006700278557874543,3.0399414182196605,0.0,0.0,2.587725571889235,0.0,0.1440539353381646,1.3683780944691941,1.23788563547809,0.0,0.006700278557874543,0.0006981733022257686,5.72281551361084,0.6530169431830383,0.0,0.0,1.23788563547809,0.00015211105346679688,1.3683780944691941,6.502247778509825e-11,4,0.14450414238270815,0.04070685425095115,0.0,0.0,0.0,0.14382465830900423,0.042538134686448854,2.5877255718892354,0.14402574800930548,9.089689461347358,1000000,9.799108498530236e-06,0.14399635847137707,0.10281698876021148,2.5877255718892354,1.210195990912933,3.0399414182196605,0.005592710196813784,0.005592710196813784,0.14434699778376237,9.089689461347358,200,0.10281698876021148,0.14402574800930548,0.0,5.49624490737915,0.6530169431830383,1.553276144424806e-08,2.587725571889235,1.100751325362272,0.0,0.0
0.13883376440933165,0.0,0.0,1.2048334200715396,1.3411364020334327,5,1.8274447631266585e-10,10,6.149153411548466,0.14046275234732308,5.990710258483887,2.344118037622512e-06,200,0.1500081871465991,0.1495962312004877,5,5,1.9325784307387166e-05,0.015,1.9325784307387166e-05,0.13770538249039674,0.0,0.062006012300221014,10,9.52566762908615e-10,0.062006012300221014,0.0,0.06795469077964594,0.04243424940890802,5,6.149153411548466,0.009105249824434662,3.773380334778807,0.015,0.0,3.6672375428366544,0.0,0.13883376440933165,2.3098953204598867,2.1943638107585204,0.0,0.009105249824434662,0.0017266422510147095,5.723767280578613,1.293157113690109,0.0,0.0,2.1943638107585204,4.863739013671875e-05,2.3098953204598867,1.8274447631266585e-10,5,0.14046275234732308,0.04243424940890802,0.0,0.0,0.0,0.13770538249039674,0.06795469077964594,3.667237542836653,0.14962879424962242,14.46418760929651,1200000,2.344118037622512e-06,0.1495962312004877,0.13087398676606082,3.667237542836653,1.2048334200715396,3.773380334778807,0.008074837992846213,0.008074837992846213,0.1500081871465991,14.46418760929651,200,0.13087398676606082,0.14962879424962242,0.0,5.99066162109375,1.293157113690109,9.52566762908615e-10,3.6672375428366544,1.3411364020334327,0.0,0.0
0.1439555432198176,0.0,0.0,1.1436215569822188,1.179639616969758,6,2.0550034367188656e-11,10,5.264088918231372,0.14511948820505707,5.947531700134277,1.3570731055015649e-05,200,0.147144592763393,0.1468256714481115,6,6,2.2938090581578536e-05,0.03,2.2938090581578536e-05,0.1432027593031296,0.0,0.05364582688311742,10,2.744966124529247e-08,0.05364582688311742,0.0,0.06045946687460184,0.042105800147458294,6,5.264088918231372,0.008546690361962176,3.570032889539354,0.03,0.0,2.9351016887105583,0.0,0.1439555432198176,1.4551940942043826,2.2628716291221287,0.0,0.008546690361962176,0.0010700564598664641,5.74970006942749,1.0465195007887664,0.0,0.0,2.2628716291221287,0.00011587142944335938,1.4551940942043826,2.0550034367188656e-11,6,0.14511948820505707,0.042105800147458294,0.0,0.0,0.0,0.1432027593031296,0.06045946687460184,2.935101688710558,0.1468599383719495,20.769359960098733,1400000,1.3570731055015649e-05,0.1468256714481115,0.15785123459405942,2.935101688710558,1.1436215569822188,3.570032889539354,0.00635485152157886,0.00635485152157886,0.147144592763393,20.769359960098733,200,0.15785123459405942,0.1468599383719495,0.0,5.947415828704834,1.0465195007887664,2.744966124529247e-08,2.9351016887105583,1.179639616969758,0.0,0.0
0.14743289853877806,0.0,0.0,1.5174658204125278,1.4198301375360962,7,2.765370051324397e-12,10,7.892716099372979,0.15098318173263103,6.291038513183594,1.9023209313907378e-06,200,0.14467934632371904,0.13795388335592468,7,7,1.1560703620371084e-05,0.045,1.1560703620371084e-05,0.14395264214218365,0.0,0.10720846224381918,10,7.452775078842277e-12,0.10720846224381918,0.0,0.08563979551597367,0.09484116312401038,7,7.892716099372979,0.010090923735980488,4.170014160883185,0.045,0.0,3.616507833904959,0.0,0.14743289853877806,1.817814614334143,2.2949236459759903,0.0,0.010090923735980488,0.0006916621932759881,5.753479957580566,1.766094097310229,0.0,0.0,2.2949236459759903,0.00015115737915039062,1.817814614334143,2.765370051324397e-12,7,0.15098318173263103,0.09484116312401038,0.0,0.0,0.1,0.14395264214218365,0.08563979551597367,3.616507833904959,0.14152370913529672,16.180737402748143,1600000,1.9023209313907378e-06,0.13795388335592468,0.1424230507105271,3.616507833904959,1.5174658204125278,4.170014160883185,0.0084095954283414,0.0084095954283414,0.14467934632371904,16.180737402748143,200,0.1424230507105271,0.14152370913529672,0.0,6.290887355804443,1.766094097310229,7.452775078842277e-12,3.616507833904959,1.4198301375360962,0.1,0.0
0.14233407916567076,0.0,0.0,1.33315209692497,1.3992449462631293,8,3.435084049705129e-10,10,15.362194266142387,0.14467182964586392,6.264615058898926,6.158153328171744e-06,200,0.13852224316203782,0.13286762450256168,8,8,9.854863759036897e-06,0.025,9.854863759036897e-06,0.1407802618519894,0.0,0.1471979678472924,10,1.0868097405074132e-08,0.1471979678472924,0.0,0.07354055480159893,0.1739837119815911,8,15.362194266142387,0.009853919676773529,4.0733846496358606,0.025,0.0,5.397217084392832,0.0,0.14233407916567076,2.395962446097001,2.688215593478608,0.0,0.009853919676773529,0.0011190992081537843,5.683905601501465,3.7626899432470893,0.0,0.0,2.688215593478608,0.00029754638671875,2.395962446097001,3.435084049705129e-10,8,0.14467182964586392,0.1739837119815911,0.0,0.0,0.2,0.1407802618519894,0.07354055480159893,5.397217084392832,0.13420981919459657,22.822072195466912,1800000,6.158153328171744e-06,0.13286762450256168,0.16194524001220095,5.397217084392832,1.33315209692497,4.0733846496358606,0.016806122934782113,0.016806122934782113,0.13852224316203782,22.822072195466912,200,0.16194524001220095,0.13420981919459657,0.0,6.264317512512207,3.7626899432470893,1.0868097405074132e-08,5.397217084392832,1.3992449462631293,0.2,0.0
0.1444823757895325,0.0,0.0,1.219901853070708,1.2579300161864178,9,1.396567817439083e-12,10,8.210388669900132,0.1462461213426342,5.779868125915527,1.226320893114492e-05,200,0.13964044757003152,0.1392653838990428,9,9,9.870760620805476e-06,0.01,9.870760620805476e-06,0.1433197634375409,0.0,0.09490306554152746,10,5.7240533341478455e-09,0.09490306554152746,0.0,0.06349573042621402,0.0639818998768599,9,8.210388669900132,0.008251089655494277,3.585702509724372,0.01,0.0,4.20839446660332,0.0,0.1444823757895325,1.4425923628204709,1.8219081445013305,0.0,0.008251089655494277,0.0006854866514913738,5.699679374694824,2.1199641034856,0.0,0.0,1.8219081445013305,4.6253204345703125e-05,1.4425923628204709,1.396567817439083e-12,9,0.1462461213426342,0.0639818998768599,0.0,0.0,0.0,0.1433197634375409,0.06349573042621402,4.208394466603318,0.13929364679523454,12.992744990266916,2000000,1.226320893114492e-05,0.1392653838990428,0.12230267634544328,4.208394466603318,1.219901853070708,3.585702509724372,0.009621594530074763,0.009621594530074763,0.13964044757003152,12.992744990266916,200,0.12230267634544328,0.13929364679523454,0.0,5.779821872711182,2.1199641034856,5.7240533341478455e-09,4.20839446660332,1.2579300161864178,0.0,0.0
